team_game_id,game_id,game,team,toi,cf,ca,gf,ga,xgf,xga,is_home,season
1744,872," 2023-02-16 - Red Wings 5, Flames 2",Detroit Red Wings,60,40,80,5,2,2.35,4.05,0,2223
1745,873," 2023-02-16 - Flyers 2, Kraken 6",Seattle Kraken,60,61,51,6,2,2.45,1.81,1,2223
1746,873," 2023-02-16 - Flyers 2, Kraken 6",Philadelphia Flyers,60,51,61,2,6,1.81,2.45,0,2223
1747,874," 2023-02-16 - Sharks 1, Golden Knights 2",Vegas Golden Knights,60,80,53,2,1,4.72,2.27,1,2223
1748,874," 2023-02-16 - Sharks 1, Golden Knights 2",San Jose Sharks,60,53,80,1,2,2.27,4.72,0,2223
1749,875," 2023-02-17 - Blackhawks 4, Senators 3",Ottawa Senators,62.86666667,55,49,3,4,2.37,2.65,1,2223
1750,875," 2023-02-17 - Blackhawks 4, Senators 3",Chicago Blackhawks,62.86666667,49,55,4,3,2.65,2.37,0,2223
1751,876," 2023-02-17 - Penguins 4, Islanders 5",New York Islanders,60,47,80,5,4,2.28,5.08,1,2223
1752,876," 2023-02-17 - Penguins 4, Islanders 5",Pittsburgh Penguins,60,80,47,4,5,5.08,2.28,0,2223
1753,877," 2023-02-17 - Stars 1, Wild 2",Minnesota Wild,65,55,68,1,1,2.02,2.71,1,2223
1754,877," 2023-02-17 - Stars 1, Wild 2",Dallas Stars,65,68,55,1,1,2.71,2.02,0,2223
1755,878," 2023-02-17 - Rangers 5, Oilers 4",Edmonton Oilers,65,57,64,4,4,4.21,3.52,1,2223
1756,878," 2023-02-17 - Rangers 5, Oilers 4",New York Rangers,65,64,57,4,4,3.52,4.21,0,2223
1757,879," 2023-02-17 - Kings 6, Ducks 3",Anaheim Ducks,60,54,77,3,6,2.8,5.03,1,2223
1758,879," 2023-02-17 - Kings 6, Ducks 3",Los Angeles Kings,60,77,54,6,3,5.03,2.8,0,2223
1759,880," 2023-02-18 - Avalanche 4, Blues 1",St Louis Blues,60,40,57,1,4,1.71,3.48,1,2223
1760,880," 2023-02-18 - Avalanche 4, Blues 1",Colorado Avalanche,60,57,40,4,1,3.48,1.71,0,2223
1761,881," 2023-02-18 - Panthers 3, Predators 7",Nashville Predators,60,57,55,7,3,4.05,3,1,2223
1762,881," 2023-02-18 - Panthers 3, Predators 7",Florida Panthers,60,55,57,3,7,3,4.05,0,2223
1763,882," 2023-02-18 - Islanders 2, Bruins 6",Boston Bruins,60,52,53,6,2,2.73,2.18,1,2223
1764,882," 2023-02-18 - Islanders 2, Bruins 6",New York Islanders,60,53,52,2,6,2.18,2.73,0,2223
1765,883," 2023-02-18 - Devils 5, Penguins 2",Pittsburgh Penguins,60,61,64,2,5,2.19,4.91,1,2223
1766,883," 2023-02-18 - Devils 5, Penguins 2",New Jersey Devils,60,64,61,5,2,4.91,2.19,0,2223
1767,884," 2023-02-18 - Blue Jackets 4, Stars 1",Dallas Stars,60,65,73,1,4,2.5,2.85,1,2223
1768,884," 2023-02-18 - Blue Jackets 4, Stars 1",Columbus Blue Jackets,60,73,65,4,1,2.85,2.5,0,2223
1769,885," 2023-02-18 - Canadiens 1, Maple Leafs 5",Toronto Maple Leafs,60,64,54,5,1,4.38,2.54,1,2223
1770,885," 2023-02-18 - Canadiens 1, Maple Leafs 5",Montreal Canadiens,60,54,64,1,5,2.54,4.38,0,2223
1771,886," 2023-02-18 - Capitals 1, Hurricanes 4",Carolina Hurricanes,60,78,39,4,1,4.16,1.32,1,2223
1772,886," 2023-02-18 - Capitals 1, Hurricanes 4",Washington Capitals,60,39,78,1,4,1.32,4.16,0,2223
1773,887," 2023-02-18 - Rangers 2, Flames 3",Calgary Flames,61.46666667,62,40,3,2,3.43,2.48,1,2223
1774,887," 2023-02-18 - Rangers 2, Flames 3",New York Rangers,61.46666667,40,62,2,3,2.48,3.43,0,2223
1775,888," 2023-02-18 - Flyers 2, Canucks 6",Vancouver Canucks,60,39,78,6,2,2.64,4.31,1,2223
1776,888," 2023-02-18 - Flyers 2, Canucks 6",Philadelphia Flyers,60,78,39,2,6,4.31,2.64,0,2223
1777,889," 2023-02-18 - Coyotes 5, Kings 6",Los Angeles Kings,65,77,49,5,5,4.52,3.8,1,2223
1778,889," 2023-02-18 - Coyotes 5, Kings 6",Arizona Coyotes,65,49,77,5,5,3.8,4.52,0,2223
1779,890," 2023-02-18 - Sabres 4, Sharks 2",San Jose Sharks,60,56,60,2,4,3.22,3.39,1,2223
1780,890," 2023-02-18 - Sabres 4, Sharks 2",Buffalo Sabres,60,60,56,4,2,3.39,3.22,0,2223
1781,891," 2023-02-18 - Red Wings 2, Kraken 4",Seattle Kraken,60,60,57,4,2,3.85,3.13,1,2223
1782,891," 2023-02-18 - Red Wings 2, Kraken 4",Detroit Red Wings,60,57,60,2,4,3.13,3.85,0,2223
1783,892," 2023-02-18 - Lightning 4, Golden Knights 5",Vegas Golden Knights,60,49,65,5,4,2.88,2.81,1,2223
1784,892," 2023-02-18 - Lightning 4, Golden Knights 5",Tampa Bay Lightning,60,65,49,4,5,2.81,2.88,0,2223
1785,893," 2023-02-19 - Predators 3, Wild 4",Minnesota Wild,60,64,55,4,3,3.75,1.83,1,2223
1786,893," 2023-02-19 - Predators 3, Wild 4",Nashville Predators,60,55,64,3,4,1.83,3.75,0,2223
1787,894," 2023-02-19 - Blues 2, Senators 7",Ottawa Senators,60,47,58,7,2,3.02,2.17,1,2223
1788,894," 2023-02-19 - Blues 2, Senators 7",St Louis Blues,60,58,47,2,7,2.17,3.02,0,2223
1789,895," 2023-02-19 - Oilers 5, Avalanche 6",Colorado Avalanche,64.63333333,62,71,6,5,3.11,3.28,1,2223
1790,895," 2023-02-19 - Oilers 5, Avalanche 6",Edmonton Oilers,64.63333333,71,62,5,6,3.28,3.11,0,2223
1791,896," 2023-02-19 - Maple Leafs 3, Blackhawks 5",Chicago Blackhawks,60,42,69,5,3,3.21,3.87,1,2223
1792,896," 2023-02-19 - Maple Leafs 3, Blackhawks 5",Toronto Maple Leafs,60,69,42,3,5,3.87,3.21,0,2223
1793,897," 2023-02-19 - Jets 2, Devils 4",New Jersey Devils,60,49,57,4,2,3.33,3.34,1,2223
1794,897," 2023-02-19 - Jets 2, Devils 4",Winnipeg Jets,60,57,49,2,4,3.34,3.33,0,2223
1795,898," 2023-02-19 - Blue Jackets 2, Coyotes 3",Arizona Coyotes,62,55,75,3,2,2.32,4.52,1,2223
1796,898," 2023-02-19 - Blue Jackets 2, Coyotes 3",Columbus Blue Jackets,62,75,55,2,3,4.52,2.32,0,2223
1797,899," 2023-02-20 - Ducks 3, Panthers 4",Florida Panthers,61.7,94,45,4,3,5.25,3.78,1,2223
1798,899," 2023-02-20 - Ducks 3, Panthers 4",Anaheim Ducks,61.7,45,94,3,4,3.78,5.25,0,2223
1799,900," 2023-02-20 - Senators 1, Bruins 3",Boston Bruins,60,62,48,3,1,2.75,1.55,1,2223
1800,900," 2023-02-20 - Senators 1, Bruins 3",Ottawa Senators,60,48,62,1,3,1.55,2.75,0,2223
1801,901," 2023-02-20 - Flyers 4, Flames 3",Calgary Flames,60,83,36,3,4,4.13,2.09,1,2223
1802,901," 2023-02-20 - Flyers 4, Flames 3",Philadelphia Flyers,60,36,83,4,3,2.09,4.13,0,2223
1803,902," 2023-02-20 - Kraken 0, Sharks 4",San Jose Sharks,60,43,55,4,0,3.09,1.95,1,2223
1804,902," 2023-02-20 - Kraken 0, Sharks 4",Seattle Kraken,60,55,43,0,4,1.95,3.09,0,2223
1805,903," 2023-02-20 - Islanders 4, Penguins 2",Pittsburgh Penguins,60,76,66,2,4,4.75,3.7,1,2223
1806,903," 2023-02-20 - Islanders 4, Penguins 2",New York Islanders,60,66,76,4,2,3.7,4.75,0,2223
1807,904," 2023-02-20 - Jets 4, Rangers 1",New York Rangers,60,75,36,1,4,4.89,1.91,1,2223
1808,904," 2023-02-20 - Jets 4, Rangers 1",Winnipeg Jets,60,36,75,4,1,1.91,4.89,0,2223
1809,905," 2023-02-21 - Ducks 1, Lightning 6",Tampa Bay Lightning,60,80,40,6,1,4.72,3.12,1,2223
1810,905," 2023-02-21 - Ducks 1, Lightning 6",Anaheim Ducks,60,40,80,1,6,3.12,4.72,0,2223
1811,906," 2023-02-21 - Red Wings 3, Capitals 1",Washington Capitals,60,76,57,1,3,2.73,3.75,1,2223
1812,906," 2023-02-21 - Red Wings 3, Capitals 1",Detroit Red Wings,60,57,76,3,1,3.75,2.73,0,2223
1813,907," 2023-02-21 - Canadiens 5, Devils 2",New Jersey Devils,60,81,36,2,5,5.19,2.98,1,2223
1814,907," 2023-02-21 - Canadiens 5, Devils 2",Montreal Canadiens,60,36,81,5,2,2.98,5.19,0,2223
1815,908," 2023-02-21 - Blues 1, Hurricanes 4",Carolina Hurricanes,60,73,52,4,1,5.49,2.77,1,2223
1816,908," 2023-02-21 - Blues 1, Hurricanes 4",St Louis Blues,60,52,73,1,4,2.77,5.49,0,2223
1817,909," 2023-02-21 - Maple Leafs 6, Sabres 3",Buffalo Sabres,60,56,41,3,6,2.37,3.7,1,2223
1818,909," 2023-02-21 - Maple Leafs 6, Sabres 3",Toronto Maple Leafs,60,41,56,6,3,3.7,2.37,0,2223
1819,910," 2023-02-21 - Kings 1, Wild 2",Minnesota Wild,60,42,73,2,1,1.52,3.6,1,2223
1820,910," 2023-02-21 - Kings 1, Wild 2",Los Angeles Kings,60,73,42,1,2,3.6,1.52,0,2223
1821,911," 2023-02-21 - Canucks 4, Predators 5",Nashville Predators,65,55,74,4,4,4.26,4.19,1,2223
1822,911," 2023-02-21 - Canucks 4, Predators 5",Vancouver Canucks,65,74,55,4,4,4.19,4.26,0,2223
1823,912," 2023-02-21 - Golden Knights 2, Blackhawks 3",Chicago Blackhawks,65,66,61,2,2,2.94,2.81,1,2223
1824,912," 2023-02-21 - Golden Knights 2, Blackhawks 3",Vegas Golden Knights,65,61,66,2,2,2.81,2.94,0,2223
1825,913," 2023-02-21 - Flyers 2, Oilers 4",Edmonton Oilers,60,55,48,4,2,3.8,2,1,2223
1826,913," 2023-02-21 - Flyers 2, Oilers 4",Philadelphia Flyers,60,48,55,2,4,2,3.8,0,2223
1827,914," 2023-02-22 - Jets 1, Islanders 2",New York Islanders,60,39,58,2,1,1.9,3.14,1,2223
1828,914," 2023-02-22 - Jets 1, Islanders 2",Winnipeg Jets,60,58,39,1,2,3.14,1.9,0,2223
1829,915," 2023-02-22 - Blackhawks 4, Stars 3",Dallas Stars,60,72,48,3,4,3.04,2.26,1,2223
1830,915," 2023-02-22 - Blackhawks 4, Stars 3",Chicago Blackhawks,60,48,72,4,3,2.26,3.04,0,2223
1831,916," 2023-02-22 - Flames 6, Coyotes 3",Arizona Coyotes,60,41,90,3,6,1.75,4.66,1,2223
1832,916," 2023-02-22 - Flames 6, Coyotes 3",Calgary Flames,60,90,41,6,3,4.66,1.75,0,2223
1833,917," 2023-02-23 - Ducks 4, Capitals 2",Washington Capitals,60,78,51,2,4,4.05,3.32,1,2223
1834,917," 2023-02-23 - Ducks 4, Capitals 2",Anaheim Ducks,60,51,78,4,2,3.32,4.05,0,2223
1835,918," 2023-02-23 - Sabres 6, Lightning 5",Tampa Bay Lightning,61.68333333,68,49,5,6,4.68,2.16,1,2223
1836,918," 2023-02-23 - Sabres 6, Lightning 5",Buffalo Sabres,61.68333333,49,68,6,5,2.16,4.68,0,2223
1837,919," 2023-02-23 - Oilers 7, Penguins 2",Pittsburgh Penguins,60,48,65,2,7,2.05,3.78,1,2223
1838,919," 2023-02-23 - Oilers 7, Penguins 2",Edmonton Oilers,60,65,48,7,2,3.78,2.05,0,2223
1839,920," 2023-02-23 - Kings 3, Devils 4",New Jersey Devils,62.5,66,40,4,3,3.96,2.02,1,2223
1840,920," 2023-02-23 - Kings 3, Devils 4",Los Angeles Kings,62.5,40,66,3,4,2.02,3.96,0,2223
1841,921," 2023-02-23 - Wild 2, Blue Jackets 0",Columbus Blue Jackets,60,70,57,0,2,3.36,2.92,1,2223
1842,921," 2023-02-23 - Wild 2, Blue Jackets 0",Minnesota Wild,60,57,70,2,0,2.92,3.36,0,2223
1843,922," 2023-02-23 - Rangers 1, Red Wings 4",Detroit Red Wings,60,44,67,4,1,2.59,2.92,1,2223
1844,922," 2023-02-23 - Rangers 1, Red Wings 4",New York Rangers,60,67,44,1,4,2.92,2.59,0,2223
1845,923," 2023-02-23 - Canucks 3, Blues 2",St Louis Blues,64.75,41,73,2,3,2.49,4.25,1,2223
1846,923," 2023-02-23 - Canucks 3, Blues 2",Vancouver Canucks,64.75,73,41,3,2,4.25,2.49,0,2223
1847,924," 2023-02-23 - Bruins 6, Kraken 5",Seattle Kraken,60,66,62,5,6,3.79,4.06,1,2223
1848,924," 2023-02-23 - Bruins 6, Kraken 5",Boston Bruins,60,62,66,6,5,4.06,3.79,0,2223
1849,925," 2023-02-23 - Flames 3, Golden Knights 4",Vegas Golden Knights,60.7,58,63,4,3,2.42,2.79,1,2223
1850,925," 2023-02-23 - Flames 3, Golden Knights 4",Calgary Flames,60.7,63,58,3,4,2.79,2.42,0,2223
1851,926," 2023-02-23 - Predators 6, Sharks 2",San Jose Sharks,60,62,54,2,6,2.67,2.58,1,2223
1852,926," 2023-02-23 - Predators 6, Sharks 2",Nashville Predators,60,54,62,6,2,2.58,2.67,0,2223
1853,927," 2023-02-24 - Sabres 3, Panthers 1",Florida Panthers,60,85,52,1,3,5.18,2.67,1,2223
1854,927," 2023-02-24 - Sabres 3, Panthers 1",Buffalo Sabres,60,52,85,3,1,2.67,5.18,0,2223
1855,928," 2023-02-24 - Wild 1, Maple Leafs 2",Toronto Maple Leafs,61.08333333,55,65,2,1,1.9,2.49,1,2223
1856,928," 2023-02-24 - Wild 1, Maple Leafs 2",Minnesota Wild,61.08333333,65,55,1,2,2.49,1.9,0,2223
1857,929," 2023-02-24 - Canadiens 5, Flyers 2",Philadelphia Flyers,60,47,61,2,5,1.47,2.43,1,2223
1858,929," 2023-02-24 - Canadiens 5, Flyers 2",Montreal Canadiens,60,61,47,5,2,2.43,1.47,0,2223
1859,930," 2023-02-24 - Senators 0, Hurricanes 4",Carolina Hurricanes,60,62,63,4,0,4.1,3.82,1,2223
1860,930," 2023-02-24 - Senators 0, Hurricanes 4",Ottawa Senators,60,63,62,0,4,3.82,4.1,0,2223
1861,931," 2023-02-24 - Kings 3, Islanders 2",New York Islanders,60,45,46,2,3,1.96,1.71,1,2223
1862,931," 2023-02-24 - Kings 3, Islanders 2",Los Angeles Kings,60,46,45,3,2,1.71,1.96,0,2223
1863,932," 2023-02-24 - Avalanche 5, Jets 1",Winnipeg Jets,60,54,57,1,5,3.03,3.39,1,2223
1864,932," 2023-02-24 - Avalanche 5, Jets 1",Colorado Avalanche,60,57,54,5,1,3.39,3.03,0,2223
1865,933," 2023-02-25 - Oilers 5, Blue Jackets 6",Columbus Blue Jackets,60,48,79,6,5,3.09,4.46,1,2223
1866,933," 2023-02-25 - Oilers 5, Blue Jackets 6",Edmonton Oilers,60,79,48,5,6,4.46,3.09,0,2223
1867,934," 2023-02-25 - Rangers 3, Capitals 6",Washington Capitals,60,56,62,6,3,3.08,4.39,1,2223
1868,934," 2023-02-25 - Rangers 3, Capitals 6",New York Rangers,60,62,56,3,6,4.39,3.08,0,2223
1869,935," 2023-02-25 - Ducks 3, Hurricanes 2",Carolina Hurricanes,60,90,31,2,3,5.58,2.18,1,2223
1870,935," 2023-02-25 - Ducks 3, Hurricanes 2",Anaheim Ducks,60,31,90,3,2,2.18,5.58,0,2223
1871,936," 2023-02-25 - Bruins 3, Canucks 1",Vancouver Canucks,60,46,58,1,3,2.8,3.05,1,2223
1872,936," 2023-02-25 - Bruins 3, Canucks 1",Boston Bruins,60,58,46,3,1,3.05,2.8,0,2223
1873,937," 2023-02-25 - Senators 5, Canadiens 2",Montreal Canadiens,60,54,55,2,5,2.24,2.71,1,2223
1874,937," 2023-02-25 - Senators 5, Canadiens 2",Ottawa Senators,60,55,54,5,2,2.71,2.24,0,2223
1875,938," 2023-02-25 - Flyers 0, Devils 7",New Jersey Devils,60,63,54,7,0,3.73,2.12,1,2223
1876,938," 2023-02-25 - Flyers 0, Devils 7",Philadelphia Flyers,60,54,63,0,7,2.12,3.73,0,2223
1877,939," 2023-02-25 - Lightning 3, Red Wings 0",Detroit Red Wings,60,84,37,0,3,3.84,2.32,1,2223
1878,939," 2023-02-25 - Lightning 3, Red Wings 0",Tampa Bay Lightning,60,37,84,3,0,2.32,3.84,0,2223
1879,940," 2023-02-25 - Penguins 3, Blues 2",St Louis Blues,61.26666667,51,83,2,3,2.23,5.61,1,2223
1880,940," 2023-02-25 - Penguins 3, Blues 2",Pittsburgh Penguins,61.26666667,83,51,3,2,5.61,2.23,0,2223
1881,941," 2023-02-25 - Flames 1, Avalanche 4",Colorado Avalanche,60,40,68,4,1,2.84,3.53,1,2223
1882,941," 2023-02-25 - Flames 1, Avalanche 4",Calgary Flames,60,68,40,1,4,3.53,2.84,0,2223
1883,942," 2023-02-25 - Stars 3, Golden Knights 2",Vegas Golden Knights,65,75,71,2,2,3.91,3.66,1,2223
1884,942," 2023-02-25 - Stars 3, Golden Knights 2",Dallas Stars,65,71,75,2,2,3.66,3.91,0,2223
1885,943," 2023-02-25 - Blackhawks 4, Sharks 3",San Jose Sharks,65,81,60,3,3,4.4,3.27,1,2223
1886,943," 2023-02-25 - Blackhawks 4, Sharks 3",Chicago Blackhawks,65,60,81,3,3,3.27,4.4,0,2223
1887,944," 2023-02-26 - Capitals 4, Sabres 7",Buffalo Sabres,60,57,52,7,4,4.05,2.79,1,2223
1888,944," 2023-02-26 - Capitals 4, Sabres 7",Washington Capitals,60,52,57,4,7,2.79,4.05,0,2223
1889,945," 2023-02-26 - Blue Jackets 2, Wild 3",Minnesota Wild,64.66666667,77,50,3,2,4.09,1.93,1,2223
1890,945," 2023-02-26 - Blue Jackets 2, Wild 3",Columbus Blue Jackets,64.66666667,50,77,2,3,1.93,4.09,0,2223
1891,946," 2023-02-26 - Islanders 4, Jets 0",Winnipeg Jets,60,68,43,0,4,2.24,3.07,1,2223
1892,946," 2023-02-26 - Islanders 4, Jets 0",New York Islanders,60,43,68,4,0,3.07,2.24,0,2223
1893,947," 2023-02-26 - Kings 2, Rangers 5",New York Rangers,60,49,64,5,2,2.87,3.49,1,2223
1894,947," 2023-02-26 - Kings 2, Rangers 5",Los Angeles Kings,60,64,49,2,5,3.49,2.87,0,2223
1895,948," 2023-02-26 - Lightning 3, Penguins 7",Pittsburgh Penguins,60,58,61,7,3,3.39,3.11,1,2223
1896,948," 2023-02-26 - Lightning 3, Penguins 7",Tampa Bay Lightning,60,61,58,3,7,3.11,3.39,0,2223
1897,949," 2023-02-26 - Predators 6, Coyotes 2",Arizona Coyotes,60,58,53,2,6,2.66,2.98,1,2223
1898,949," 2023-02-26 - Predators 6, Coyotes 2",Nashville Predators,60,53,58,6,2,2.98,2.66,0,2223
1899,950," 2023-02-26 - Maple Leafs 5, Kraken 1",Seattle Kraken,60,61,54,1,5,3.28,4.48,1,2223
1900,950," 2023-02-26 - Maple Leafs 5, Kraken 1",Toronto Maple Leafs,60,54,61,5,1,4.48,3.28,0,2223
1901,951," 2023-02-27 - Red Wings 2, Senators 6",Ottawa Senators,60,66,47,6,2,3.9,2.43,1,2223
1902,951," 2023-02-27 - Red Wings 2, Senators 6",Detroit Red Wings,60,47,66,2,6,2.43,3.9,0,2223
1903,952," 2023-02-27 - Bruins 3, Oilers 2",Edmonton Oilers,60,51,57,2,3,2.88,3.69,1,2223
1904,952," 2023-02-27 - Bruins 3, Oilers 2",Boston Bruins,60,57,51,3,2,3.69,2.88,0,2223
1905,953," 2023-02-27 - Canucks 5, Stars 4",Dallas Stars,60.8,79,42,4,5,5.02,2.07,1,2223
1906,953," 2023-02-27 - Canucks 5, Stars 4",Vancouver Canucks,60.8,42,79,5,4,2.07,5.02,0,2223
1907,954," 2023-02-27 - Golden Knights 0, Avalanche 3",Colorado Avalanche,60,64,51,3,0,2.92,2.31,1,2223
1908,954," 2023-02-27 - Golden Knights 0, Avalanche 3",Vegas Golden Knights,60,51,64,0,3,2.31,2.92,0,2223
1909,955," 2023-02-27 - Blackhawks 2, Ducks 4",Anaheim Ducks,60,60,50,4,2,2.5,2.91,1,2223
1910,955," 2023-02-27 - Blackhawks 2, Ducks 4",Chicago Blackhawks,60,50,60,2,4,2.91,2.5,0,2223
1911,956," 2023-02-28 - Blue Jackets 5, Sabres 3",Buffalo Sabres,60,72,59,3,5,3.96,3.74,1,2223
1912,956," 2023-02-28 - Blue Jackets 5, Sabres 3",Columbus Blue Jackets,60,59,72,5,3,3.74,3.96,0,2223
1913,957," 2023-02-28 - Red Wings 1, Senators 6",Ottawa Senators,60,53,41,6,1,2.98,1.58,1,2223
1914,957," 2023-02-28 - Red Wings 1, Senators 6",Detroit Red Wings,60,41,53,1,6,1.58,2.98,0,2223
1915,958," 2023-02-28 - Panthers 4, Lightning 1",Tampa Bay Lightning,60,71,74,1,4,3.98,4.65,1,2223
1916,958," 2023-02-28 - Panthers 4, Lightning 1",Florida Panthers,60,74,71,4,1,4.65,3.98,0,2223
1917,959," 2023-02-28 - Kings 6, Jets 5",Winnipeg Jets,65,66,70,5,5,3.41,3.32,1,2223
1918,959," 2023-02-28 - Kings 6, Jets 5",Los Angeles Kings,65,70,66,5,5,3.32,3.41,0,2223
1919,960," 2023-02-28 - Islanders 1, Wild 2",Minnesota Wild,65,56,63,1,1,3.05,3.27,1,2223
1920,960," 2023-02-28 - Islanders 1, Wild 2",New York Islanders,65,63,56,1,1,3.27,3.05,0,2223
1921,961," 2023-02-28 - Penguins 3, Predators 1",Nashville Predators,60,56,75,1,3,3.02,3.71,1,2223
1922,961," 2023-02-28 - Penguins 3, Predators 1",Pittsburgh Penguins,60,75,56,3,1,3.71,3.02,0,2223
1923,962," 2023-02-28 - Kraken 5, Blues 3",St Louis Blues,60,55,55,3,5,1.87,3.67,1,2223
1924,962," 2023-02-28 - Kraken 5, Blues 3",Seattle Kraken,60,55,55,5,3,3.67,1.87,0,2223
1925,963," 2023-02-28 - Bruins 4, Flames 3",Calgary Flames,64.91666667,93,41,3,4,5.57,2.23,1,2223
1926,963," 2023-02-28 - Bruins 4, Flames 3",Boston Bruins,64.91666667,41,93,4,3,2.23,5.57,0,2223
1927,964," 2023-02-28 - Blackhawks 1, Coyotes 4",Arizona Coyotes,60,49,53,4,1,2.62,1.72,1,2223
1928,964," 2023-02-28 - Blackhawks 1, Coyotes 4",Chicago Blackhawks,60,53,49,1,4,1.72,2.62,0,2223
1929,965," 2023-02-28 - Canadiens 3, Sharks 1",San Jose Sharks,60,70,52,1,3,3.35,3.02,1,2223
1930,965," 2023-02-28 - Canadiens 3, Sharks 1",Montreal Canadiens,60,52,70,3,1,3.02,3.35,0,2223
1931,966," 2023-03-01 - Rangers 3, Flyers 2",Philadelphia Flyers,62.53333333,47,47,2,3,2.71,2.28,1,2223
1932,966," 2023-03-01 - Rangers 3, Flyers 2",New York Rangers,62.53333333,47,47,3,2,2.28,2.71,0,2223
1933,967," 2023-03-01 - Maple Leafs 2, Oilers 5",Edmonton Oilers,60,55,51,5,2,3.06,1.64,1,2223
1934,967," 2023-03-01 - Maple Leafs 2, Oilers 5",Toronto Maple Leafs,60,51,55,2,5,1.64,3.06,0,2223
1935,968," 2023-03-01 - Coyotes 2, Stars 4",Dallas Stars,60,69,41,4,2,4.66,2.38,1,2223
1936,968," 2023-03-01 - Coyotes 2, Stars 4",Arizona Coyotes,60,41,69,2,4,2.38,4.66,0,2223
1937,969," 2023-03-01 - Devils 7, Avalanche 5",Colorado Avalanche,60,57,56,5,7,1.85,3.75,1,2223
1938,969," 2023-03-01 - Devils 7, Avalanche 5",New Jersey Devils,60,56,57,7,5,3.75,1.85,0,2223
1939,970," 2023-03-01 - Hurricanes 2, Golden Knights 3",Vegas Golden Knights,60,47,64,3,2,2.77,2.35,1,2223
1940,970," 2023-03-01 - Hurricanes 2, Golden Knights 3",Carolina Hurricanes,60,64,47,2,3,2.35,2.77,0,2223
1941,971," 2023-03-01 - Capitals 3, Ducks 2",Anaheim Ducks,61.15,48,58,2,3,1.89,3.52,1,2223
1942,971," 2023-03-01 - Capitals 3, Ducks 2",Washington Capitals,61.15,58,48,3,2,3.52,1.89,0,2223
1943,972," 2023-03-02 - Sabres 1, Bruins 7",Boston Bruins,60,59,52,7,1,5.82,2.31,1,2223
1944,972," 2023-03-02 - Sabres 1, Bruins 7",Buffalo Sabres,60,52,59,1,7,2.31,5.82,0,2223
1945,973," 2023-03-02 - Predators 2, Panthers 1",Florida Panthers,60,82,41,1,2,3.78,2.78,1,2223
1946,973," 2023-03-02 - Predators 2, Panthers 1",Nashville Predators,60,41,82,2,1,2.78,3.78,0,2223
1947,974," 2023-03-02 - Senators 5, Rangers 3",New York Rangers,60,64,54,3,5,3.79,4.41,1,2223
1948,974," 2023-03-02 - Senators 5, Rangers 3",Ottawa Senators,60,54,64,5,3,4.41,3.79,0,2223
1949,975," 2023-03-02 - Penguins 5, Lightning 4",Tampa Bay Lightning,62.21666667,52,53,4,5,2.66,2.45,1,2223
1950,975," 2023-03-02 - Penguins 5, Lightning 4",Pittsburgh Penguins,62.21666667,53,52,5,4,2.45,2.66,0,2223
1951,976," 2023-03-02 - Kraken 5, Red Wings 4",Detroit Red Wings,63.55,42,68,4,5,2.27,3.28,1,2223
1952,976," 2023-03-02 - Kraken 5, Red Wings 4",Seattle Kraken,63.55,68,42,5,4,3.28,2.27,0,2223
1953,977," 2023-03-02 - Stars 5, Blackhawks 2",Chicago Blackhawks,60,48,71,2,5,2.39,5.65,1,2223
1954,977," 2023-03-02 - Stars 5, Blackhawks 2",Dallas Stars,60,71,48,5,2,5.65,2.39,0,2223
1955,978," 2023-03-02 - Maple Leafs 2, Flames 1",Calgary Flames,60,56,53,1,2,3.27,3.51,1,2223
1956,978," 2023-03-02 - Maple Leafs 2, Flames 1",Toronto Maple Leafs,60,53,56,2,1,3.51,3.27,0,2223
1957,979," 2023-03-02 - Wild 2, Canucks 1",Vancouver Canucks,60,50,66,1,2,2.98,3.84,1,2223
1958,979," 2023-03-02 - Wild 2, Canucks 1",Minnesota Wild,60,66,50,2,1,3.84,2.98,0,2223
1959,980," 2023-03-02 - Canadiens 2, Kings 3",Los Angeles Kings,60,62,45,3,2,3.5,1.99,1,2223
1960,980," 2023-03-02 - Canadiens 2, Kings 3",Montreal Canadiens,60,45,62,2,3,1.99,3.5,0,2223
1961,981," 2023-03-02 - Blues 6, Sharks 3",San Jose Sharks,60,54,39,3,6,2.48,2.84,1,2223
1962,981," 2023-03-02 - Blues 6, Sharks 3",St Louis Blues,60,39,54,6,3,2.84,2.48,0,2223
1963,982," 2023-03-03 - Kraken 4, Blue Jackets 2",Columbus Blue Jackets,60,52,74,2,4,2.89,4.21,1,2223
1964,982," 2023-03-03 - Kraken 4, Blue Jackets 2",Seattle Kraken,60,74,52,4,2,4.21,2.89,0,2223
1965,983," 2023-03-03 - Jets 3, Oilers 6",Edmonton Oilers,60,62,44,6,3,4.41,2.69,1,2223
1966,983," 2023-03-03 - Jets 3, Oilers 6",Winnipeg Jets,60,44,62,3,6,2.69,4.41,0,2223
1967,984," 2023-03-03 - Hurricanes 6, Coyotes 1",Arizona Coyotes,60,37,79,1,6,1.84,3.9,1,2223
1968,984," 2023-03-03 - Hurricanes 6, Coyotes 1",Carolina Hurricanes,60,79,37,6,1,3.9,1.84,0,2223
1969,985," 2023-03-03 - Canadiens 2, Ducks 3",Anaheim Ducks,60,62,50,3,2,2.56,2.38,1,2223
1970,985," 2023-03-03 - Canadiens 2, Ducks 3",Montreal Canadiens,60,50,62,2,3,2.38,2.56,0,2223
