team_game_id,game_id,game,team,toi,cf,ca,gf,ga,xgf,xga,is_home,season
4249,2125," 2024-02-10 - Kraken 2, Flyers 3",Philadelphia Flyers,60,74,50,3,2,3.42,1.47,1,2324
4250,2125," 2024-02-10 - Kraken 2, Flyers 3",Seattle Kraken,60,50,74,2,3,1.47,3.42,0,2324
4251,2126," 2024-02-10 - Penguins 1, Jets 2",Winnipeg Jets,60,58,60,2,1,3.06,3.41,1,2324
4252,2126," 2024-02-10 - Penguins 1, Jets 2",Pittsburgh Penguins,60,60,58,1,2,3.41,3.06,0,2324
4253,2127," 2024-02-10 - Coyotes 4, Predators 5",Nashville Predators,61.6,79,49,5,4,3.86,2,1,2324
4254,2127," 2024-02-10 - Coyotes 4, Predators 5",Arizona Coyotes,61.6,49,79,4,5,2,3.86,0,2324
4255,2128," 2024-02-10 - Oilers 0, Kings 4",Los Angeles Kings,60,41,70,4,0,3.85,3.16,1,2324
4256,2128," 2024-02-10 - Oilers 0, Kings 4",Edmonton Oilers,60,70,41,0,4,3.16,3.85,0,2324
4257,2129," 2024-02-11 - Blues 7, Canadiens 2",Montreal Canadiens,60,61,52,2,7,3.15,3.24,1,2324
4258,2129," 2024-02-11 - Blues 7, Canadiens 2",St Louis Blues,60,52,61,7,2,3.24,3.15,0,2324
4259,2130," 2024-02-11 - Canucks 3, Capitals 2",Washington Capitals,64.91666667,74,66,2,3,4.15,3.26,1,2324
4260,2130," 2024-02-11 - Canucks 3, Capitals 2",Vancouver Canucks,64.91666667,66,74,3,2,3.26,4.15,0,2324
4261,2131," 2024-02-12 - Kraken 1, Devils 3",New Jersey Devils,60,61,65,3,1,4.42,2.36,1,2324
4262,2131," 2024-02-12 - Kraken 1, Devils 3",Seattle Kraken,60,65,61,1,3,2.36,4.42,0,2324
4263,2132," 2024-02-12 - Flames 0, Rangers 2",New York Rangers,60,70,57,2,0,4.19,2.94,1,2324
4264,2132," 2024-02-12 - Flames 0, Rangers 2",Calgary Flames,60,57,70,0,2,2.94,4.19,0,2324
4265,2133," 2024-02-12 - Coyotes 3, Flyers 5",Philadelphia Flyers,60,68,50,5,3,3.02,1.97,1,2324
4266,2133," 2024-02-12 - Coyotes 3, Flyers 5",Arizona Coyotes,60,50,68,3,5,1.97,3.02,0,2324
4267,2134," 2024-02-12 - Wild 5, Golden Knights 3",Vegas Golden Knights,60,54,64,3,5,2.18,4.37,1,2324
4268,2134," 2024-02-12 - Wild 5, Golden Knights 3",Minnesota Wild,60,64,54,5,3,4.37,2.18,0,2324
4269,2135," 2024-02-13 - Lightning 3, Bruins 2",Boston Bruins,65,80,51,2,2,3.65,2.8,1,2324
4270,2135," 2024-02-13 - Lightning 3, Bruins 2",Tampa Bay Lightning,65,51,80,2,2,2.8,3.65,0,2324
4271,2136," 2024-02-13 - Kings 0, Sabres 7",Buffalo Sabres,60,47,83,7,0,3.13,3.66,1,2324
4272,2136," 2024-02-13 - Kings 0, Sabres 7",Los Angeles Kings,60,83,47,0,7,3.66,3.13,0,2324
4273,2137," 2024-02-13 - Ducks 0, Canadiens 5",Montreal Canadiens,60,75,43,5,0,4.45,1.67,1,2324
4274,2137," 2024-02-13 - Ducks 0, Canadiens 5",Anaheim Ducks,60,43,75,0,5,1.67,4.45,0,2324
4275,2138," 2024-02-13 - Blue Jackets 3, Senators 6",Ottawa Senators,60,56,81,6,3,4.33,4.86,1,2324
4276,2138," 2024-02-13 - Blue Jackets 3, Senators 6",Columbus Blue Jackets,60,81,56,3,6,4.86,4.33,0,2324
4277,2139," 2024-02-13 - Blues 1, Maple Leafs 4",Toronto Maple Leafs,60,62,44,4,1,4.08,1.45,1,2324
4278,2139," 2024-02-13 - Blues 1, Maple Leafs 4",St Louis Blues,60,44,62,1,4,1.45,4.08,0,2324
4279,2140," 2024-02-13 - Avalanche 6, Capitals 3",Washington Capitals,60,65,64,3,6,2.95,4.02,1,2324
4280,2140," 2024-02-13 - Avalanche 6, Capitals 3",Colorado Avalanche,60,64,65,6,3,4.02,2.95,0,2324
4281,2141," 2024-02-13 - Kraken 2, Islanders 1",New York Islanders,65,57,70,1,1,1.96,2.65,1,2324
4282,2141," 2024-02-13 - Kraken 2, Islanders 1",Seattle Kraken,65,70,57,1,1,2.65,1.96,0,2324
4283,2142," 2024-02-13 - Hurricanes 2, Stars 4",Dallas Stars,60,43,95,4,2,2.67,3.64,1,2324
4284,2142," 2024-02-13 - Hurricanes 2, Stars 4",Carolina Hurricanes,60,95,43,2,4,3.64,2.67,0,2324
4285,2143," 2024-02-13 - Devils 4, Predators 2",Nashville Predators,60,63,95,2,4,3.34,5.71,1,2324
4286,2143," 2024-02-13 - Devils 4, Predators 2",New Jersey Devils,60,95,63,4,2,5.71,3.34,0,2324
4287,2144," 2024-02-13 - Canucks 4, Blackhawks 2",Chicago Blackhawks,60,47,66,2,4,2.61,5.23,1,2324
4288,2144," 2024-02-13 - Canucks 4, Blackhawks 2",Vancouver Canucks,60,66,47,4,2,5.23,2.61,0,2324
4289,2145," 2024-02-13 - Red Wings 4, Oilers 8",Edmonton Oilers,60,58,67,8,4,2.84,4.13,1,2324
4290,2145," 2024-02-13 - Red Wings 4, Oilers 8",Detroit Red Wings,60,67,58,4,8,4.13,2.84,0,2324
4291,2146," 2024-02-14 - Panthers 5, Penguins 2",Pittsburgh Penguins,60,57,52,2,5,3.04,1.99,1,2324
4292,2146," 2024-02-14 - Panthers 5, Penguins 2",Florida Panthers,60,52,57,5,2,1.99,3.04,0,2324
4293,2147," 2024-02-14 - Sharks 0, Jets 1",Winnipeg Jets,60,84,41,1,0,4.29,1.23,1,2324
4294,2147," 2024-02-14 - Sharks 0, Jets 1",San Jose Sharks,60,41,84,0,1,1.23,4.29,0,2324
4295,2148," 2024-02-14 - Wild 3, Coyotes 1",Arizona Coyotes,60,70,73,1,3,3.73,4.09,1,2324
4296,2148," 2024-02-14 - Wild 3, Coyotes 1",Minnesota Wild,60,73,70,3,1,4.09,3.73,0,2324
4297,2149," 2024-02-15 - Kraken 4, Bruins 1",Boston Bruins,60,72,50,1,4,4.05,2.5,1,2324
4298,2149," 2024-02-15 - Kraken 4, Bruins 1",Seattle Kraken,60,50,72,4,1,2.5,4.05,0,2324
4299,2150," 2024-02-15 - Panthers 4, Sabres 0",Buffalo Sabres,60,63,60,0,4,3.1,4.12,1,2324
4300,2150," 2024-02-15 - Panthers 4, Sabres 0",Florida Panthers,60,60,63,4,0,4.12,3.1,0,2324
4301,2151," 2024-02-15 - Kings 2, Devils 1",New Jersey Devils,60,55,69,1,2,2.86,3.51,1,2324
4302,2151," 2024-02-15 - Kings 2, Devils 1",Los Angeles Kings,60,69,55,2,1,3.51,2.86,0,2324
4303,2152," 2024-02-15 - Canadiens 4, Rangers 7",New York Rangers,60,50,62,7,4,2.49,3.33,1,2324
4304,2152," 2024-02-15 - Canadiens 4, Rangers 7",Montreal Canadiens,60,62,50,4,7,3.33,2.49,0,2324
4305,2153," 2024-02-15 - Ducks 5, Senators 1",Ottawa Senators,60,70,41,1,5,3.44,1.41,1,2324
4306,2153," 2024-02-15 - Ducks 5, Senators 1",Anaheim Ducks,60,41,70,5,1,1.41,3.44,0,2324
4307,2154," 2024-02-15 - Avalanche 3, Lightning 6",Tampa Bay Lightning,60,73,57,6,3,5.13,2.57,1,2324
4308,2154," 2024-02-15 - Avalanche 3, Lightning 6",Colorado Avalanche,60,57,73,3,6,2.57,5.13,0,2324
4309,2155," 2024-02-15 - Flyers 3, Maple Leafs 4",Toronto Maple Leafs,60.9,64,64,4,3,2.94,3.79,1,2324
4310,2155," 2024-02-15 - Flyers 3, Maple Leafs 4",Philadelphia Flyers,60.9,64,64,3,4,3.79,2.94,0,2324
4311,2156," 2024-02-15 - Oilers 3, Blues 6",St Louis Blues,60,61,67,6,3,4.15,4.65,1,2324
4312,2156," 2024-02-15 - Oilers 3, Blues 6",Edmonton Oilers,60,67,61,3,6,4.65,4.15,0,2324
4313,2157," 2024-02-15 - Penguins 4, Blackhawks 1",Chicago Blackhawks,60,42,52,1,4,1.61,2.42,1,2324
4314,2157," 2024-02-15 - Penguins 4, Blackhawks 1",Pittsburgh Penguins,60,52,42,4,1,2.42,1.61,0,2324
4315,2158," 2024-02-15 - Sharks 6, Flames 3",Calgary Flames,60,79,59,3,6,4.07,2.21,1,2324
4316,2158," 2024-02-15 - Sharks 6, Flames 3",San Jose Sharks,60,59,79,6,3,2.21,4.07,0,2324
4317,2159," 2024-02-15 - Stars 9, Predators 2",Nashville Predators,60,58,64,2,9,1.78,3.86,1,2324
4318,2159," 2024-02-15 - Stars 9, Predators 2",Dallas Stars,60,64,58,9,2,3.86,1.78,0,2324
4319,2160," 2024-02-15 - Red Wings 1, Canucks 4",Vancouver Canucks,60,51,64,4,1,2.1,3.16,1,2324
4320,2160," 2024-02-15 - Red Wings 1, Canucks 4",Detroit Red Wings,60,64,51,1,4,3.16,2.1,0,2324
4321,2161," 2024-02-16 - Hurricanes 5, Coyotes 1",Arizona Coyotes,60,50,62,1,5,2.06,3.02,1,2324
4322,2161," 2024-02-16 - Hurricanes 5, Coyotes 1",Carolina Hurricanes,60,62,50,5,1,3.02,2.06,0,2324
4323,2162," 2024-02-17 - Oilers 4, Stars 3",Dallas Stars,60.5,55,53,3,4,2.19,2.71,1,2324
4324,2162," 2024-02-17 - Oilers 4, Stars 3",Edmonton Oilers,60.5,53,55,4,3,2.71,2.19,0,2324
4325,2163," 2024-02-17 - Senators 2, Blackhawks 3",Chicago Blackhawks,60,52,77,3,2,1.95,3.5,1,2324
4326,2163," 2024-02-17 - Senators 2, Blackhawks 3",Ottawa Senators,60,77,52,2,3,3.5,1.95,0,2324
4327,2164," 2024-02-17 - Red Wings 5, Flames 0",Calgary Flames,60,85,51,0,5,4.67,1.81,1,2324
4328,2164," 2024-02-17 - Red Wings 5, Flames 0",Detroit Red Wings,60,51,85,5,0,1.81,4.67,0,2324
4329,2165," 2024-02-17 - Kings 5, Bruins 4",Boston Bruins,64.55,64,70,4,5,3.8,3.25,1,2324
4330,2165," 2024-02-17 - Kings 5, Bruins 4",Los Angeles Kings,64.55,70,64,5,4,3.25,3.8,0,2324
4331,2166," 2024-02-17 - Sabres 3, Wild 2",Minnesota Wild,61.48333333,55,48,2,3,2.65,2.56,1,2324
4332,2166," 2024-02-17 - Sabres 3, Wild 2",Buffalo Sabres,61.48333333,48,55,3,2,2.56,2.65,0,2324
4333,2167," 2024-02-17 - Predators 5, Blues 2",St Louis Blues,60,69,60,2,5,4.07,3.59,1,2324
4334,2167," 2024-02-17 - Predators 5, Blues 2",Nashville Predators,60,60,69,5,2,3.59,4.07,0,2324
4335,2168," 2024-02-17 - Panthers 9, Lightning 2",Tampa Bay Lightning,60,66,47,2,9,2.61,2.34,1,2324
4336,2168," 2024-02-17 - Panthers 9, Lightning 2",Florida Panthers,60,47,66,9,2,2.34,2.61,0,2324
4337,2169," 2024-02-17 - Capitals 4, Canadiens 3",Montreal Canadiens,60,65,79,3,4,4.16,5.24,1,2324
4338,2169," 2024-02-17 - Capitals 4, Canadiens 3",Washington Capitals,60,79,65,4,3,5.24,4.16,0,2324
4339,2170," 2024-02-17 - Ducks 2, Maple Leafs 9",Toronto Maple Leafs,60,58,48,9,2,2.69,2.47,1,2324
4340,2170," 2024-02-17 - Ducks 2, Maple Leafs 9",Anaheim Ducks,60,48,58,2,9,2.47,2.69,0,2324
4341,2171," 2024-02-17 - Flyers 3, Devils 6",New Jersey Devils,60,76,83,6,3,5.08,3.73,1,2324
4342,2171," 2024-02-17 - Flyers 3, Devils 6",Philadelphia Flyers,60,83,76,3,6,3.73,5.08,0,2324
4343,2172," 2024-02-17 - Jets 4, Canucks 2",Vancouver Canucks,60,73,44,2,4,4.5,2.34,1,2324
4344,2172," 2024-02-17 - Jets 4, Canucks 2",Winnipeg Jets,60,44,73,4,2,2.34,4.5,0,2324
4345,2173," 2024-02-17 - Blue Jackets 4, Sharks 3",San Jose Sharks,60,62,81,3,4,2.95,3.33,1,2324
4346,2173," 2024-02-17 - Blue Jackets 4, Sharks 3",Columbus Blue Jackets,60,81,62,4,3,3.33,2.95,0,2324
4347,2174," 2024-02-17 - Hurricanes 3, Golden Knights 1",Vegas Golden Knights,60,59,65,1,3,3.47,2.75,1,2324
4348,2174," 2024-02-17 - Hurricanes 3, Golden Knights 1",Carolina Hurricanes,60,65,59,3,1,2.75,3.47,0,2324
4349,2175," 2024-02-18 - Rangers 6, Islanders 5",New York Islanders,60.16666667,67,76,5,6,3.42,4.05,1,2324
4350,2175," 2024-02-18 - Rangers 6, Islanders 5",New York Rangers,60.16666667,76,67,6,5,4.05,3.42,0,2324
4351,2176," 2024-02-18 - Coyotes 3, Avalanche 4",Colorado Avalanche,60,66,48,4,3,3.88,3.47,1,2324
4352,2176," 2024-02-18 - Coyotes 3, Avalanche 4",Arizona Coyotes,60,48,66,3,4,3.47,3.88,0,2324
4353,2177," 2024-02-18 - Kings 2, Penguins 1",Pittsburgh Penguins,60,59,71,1,2,3.13,4.17,1,2324
4354,2177," 2024-02-18 - Kings 2, Penguins 1",Los Angeles Kings,60,71,59,2,1,4.17,3.13,0,2324
4355,2178," 2024-02-19 - Ducks 4, Sabres 3",Buffalo Sabres,60,70,28,3,4,3.85,1.47,1,2324
4356,2178," 2024-02-19 - Ducks 4, Sabres 3",Anaheim Ducks,60,28,70,4,3,1.47,3.85,0,2324
4357,2179," 2024-02-19 - Stars 3, Bruins 4",Boston Bruins,65,62,82,3,3,4.14,4.43,1,2324
4358,2179," 2024-02-19 - Stars 3, Bruins 4",Dallas Stars,65,82,62,3,3,4.43,4.14,0,2324
4359,2180," 2024-02-19 - Maple Leafs 4, Blues 2",St Louis Blues,60,62,47,2,4,1.96,3.27,1,2324
4360,2180," 2024-02-19 - Maple Leafs 4, Blues 2",Toronto Maple Leafs,60,47,62,4,2,3.27,1.96,0,2324
4361,2181," 2024-02-19 - Canucks 7, Wild 10",Minnesota Wild,60,62,69,10,7,3.77,2.55,1,2324
4362,2181," 2024-02-19 - Canucks 7, Wild 10",Vancouver Canucks,60,69,62,7,10,2.55,3.77,0,2324
4363,2182," 2024-02-19 - Red Wings 4, Kraken 3",Seattle Kraken,61.11666667,78,62,3,4,4.3,2.29,1,2324
4364,2182," 2024-02-19 - Red Wings 4, Kraken 3",Detroit Red Wings,61.11666667,62,78,4,3,2.29,4.3,0,2324
4365,2183," 2024-02-19 - Oilers 6, Coyotes 3",Arizona Coyotes,60,67,52,3,6,2.69,2.6,1,2324
4366,2183," 2024-02-19 - Oilers 6, Coyotes 3",Edmonton Oilers,60,52,67,6,3,2.6,2.69,0,2324
4367,2184," 2024-02-19 - Jets 3, Flames 6",Calgary Flames,60,66,54,6,3,3.5,3.34,1,2324
4368,2184," 2024-02-19 - Jets 3, Flames 6",Winnipeg Jets,60,54,66,3,6,3.34,3.5,0,2324
4369,2185," 2024-02-19 - Golden Knights 4, Sharks 0",San Jose Sharks,60,66,65,0,4,2.85,3.66,1,2324
4370,2185," 2024-02-19 - Golden Knights 4, Sharks 0",Vegas Golden Knights,60,65,66,4,0,3.66,2.85,0,2324
4371,2186," 2024-02-19 - Blackhawks 3, Hurricanes 6",Carolina Hurricanes,60,80,37,6,3,5.52,1.96,1,2324
4372,2186," 2024-02-19 - Blackhawks 3, Hurricanes 6",Chicago Blackhawks,60,37,80,3,6,1.96,5.52,0,2324
4373,2187," 2024-02-19 - Senators 4, Lightning 2",Tampa Bay Lightning,60,70,64,2,4,2.56,3,1,2324
4374,2187," 2024-02-19 - Senators 4, Lightning 2",Ottawa Senators,60,64,70,4,2,3,2.56,0,2324
4375,2188," 2024-02-20 - Senators 2, Panthers 3",Florida Panthers,61.6,79,53,3,2,3.84,3.34,1,2324
4376,2188," 2024-02-20 - Senators 2, Panthers 3",Ottawa Senators,61.6,53,79,2,3,3.34,3.84,0,2324
4377,2189," 2024-02-20 - Stars 1, Rangers 3",New York Rangers,60,56,74,3,1,2.59,3.87,1,2324
4378,2189," 2024-02-20 - Stars 1, Rangers 3",Dallas Stars,60,74,56,1,3,3.87,2.59,0,2324
4379,2190," 2024-02-20 - Islanders 5, Penguins 4",Pittsburgh Penguins,60.95,65,55,4,5,3.34,2.66,1,2324
4380,2190," 2024-02-20 - Islanders 5, Penguins 4",New York Islanders,60.95,55,65,5,4,2.66,3.34,0,2324
4381,2191," 2024-02-20 - Devils 2, Capitals 6",Washington Capitals,60,56,71,6,2,2.99,4.13,1,2324
4382,2191," 2024-02-20 - Devils 2, Capitals 6",New Jersey Devils,60,71,56,2,6,4.13,2.99,0,2324
4383,2192," 2024-02-20 - Wild 3, Jets 6",Winnipeg Jets,60,65,77,6,3,3.78,4.56,1,2324
4384,2192," 2024-02-20 - Wild 3, Jets 6",Minnesota Wild,60,77,65,3,6,4.56,3.78,0,2324
4385,2193," 2024-02-20 - Canucks 1, Avalanche 3",Colorado Avalanche,60,54,49,3,1,3.51,1.82,1,2324
4386,2193," 2024-02-20 - Canucks 1, Avalanche 3",Vancouver Canucks,60,49,54,1,3,1.82,3.51,0,2324
4387,2194," 2024-02-20 - Predators 5, Golden Knights 3",Vegas Golden Knights,60,43,81,3,5,2.4,3.77,1,2324
4388,2194," 2024-02-20 - Predators 5, Golden Knights 3",Nashville Predators,60,81,43,5,3,3.77,2.4,0,2324
4389,2195," 2024-02-20 - Blue Jackets 1, Kings 5",Los Angeles Kings,60,53,64,5,1,2.8,3.12,1,2324
4390,2195," 2024-02-20 - Blue Jackets 1, Kings 5",Columbus Blue Jackets,60,64,53,1,5,3.12,2.8,0,2324
4391,2196," 2024-02-21 - Sabres 3, Canadiens 2",Montreal Canadiens,60,66,48,2,3,2.61,1.98,1,2324
4392,2196," 2024-02-21 - Sabres 3, Canadiens 2",Buffalo Sabres,60,48,66,3,2,1.98,2.61,0,2324
4393,2197," 2024-02-21 - Flyers 3, Blackhawks 1",Chicago Blackhawks,60,56,68,1,3,2.44,3.23,1,2324
4394,2197," 2024-02-21 - Flyers 3, Blackhawks 1",Philadelphia Flyers,60,68,56,3,1,3.23,2.44,0,2324
4395,2198," 2024-02-21 - Blue Jackets 7, Ducks 4",Anaheim Ducks,60,52,47,4,7,2.07,3.58,1,2324
4396,2198," 2024-02-21 - Blue Jackets 7, Ducks 4",Columbus Blue Jackets,60,47,52,7,4,3.58,2.07,0,2324
4397,2199," 2024-02-21 - Maple Leafs 6, Coyotes 3",Arizona Coyotes,60,64,66,3,6,2.99,4.21,1,2324
4398,2199," 2024-02-21 - Maple Leafs 6, Coyotes 3",Toronto Maple Leafs,60,66,64,6,3,4.21,2.99,0,2324
4399,2200," 2024-02-21 - Bruins 6, Oilers 5",Edmonton Oilers,63.16666667,93,62,5,6,4.69,4.04,1,2324
4400,2200," 2024-02-21 - Bruins 6, Oilers 5",Boston Bruins,63.16666667,62,93,6,5,4.04,4.69,0,2324
4401,2201," 2024-02-22 - Panthers 0, Hurricanes 1",Carolina Hurricanes,60,59,65,1,0,2.17,4.31,1,2324
4402,2201," 2024-02-22 - Panthers 0, Hurricanes 1",Florida Panthers,60,65,59,0,1,4.31,2.17,0,2324
4403,2202," 2024-02-22 - Avalanche 1, Red Wings 2",Detroit Red Wings,63.7,57,70,2,1,2.95,2.85,1,2324
4404,2202," 2024-02-22 - Avalanche 1, Red Wings 2",Colorado Avalanche,63.7,70,57,1,2,2.85,2.95,0,2324
4405,2203," 2024-02-22 - Rangers 5, Devils 1",New Jersey Devils,60,91,36,1,5,4.23,1.96,1,2324
4406,2203," 2024-02-22 - Rangers 5, Devils 1",New York Rangers,60,36,91,5,1,1.96,4.23,0,2324
4407,2204," 2024-02-22 - Stars 1, Senators 4",Ottawa Senators,60,58,52,4,1,3.11,1.62,1,2324
4408,2204," 2024-02-22 - Stars 1, Senators 4",Dallas Stars,60,52,58,1,4,1.62,3.11,0,2324
4409,2205," 2024-02-22 - Canadiens 1, Penguins 4",Pittsburgh Penguins,60,54,73,4,1,3.22,3.97,1,2324
4410,2205," 2024-02-22 - Canadiens 1, Penguins 4",Montreal Canadiens,60,73,54,1,4,3.97,3.22,0,2324
4411,2206," 2024-02-22 - Capitals 5, Lightning 3",Tampa Bay Lightning,60,60,46,3,5,2.59,3.52,1,2324
4412,2206," 2024-02-22 - Capitals 5, Lightning 3",Washington Capitals,60,46,60,5,3,3.52,2.59,0,2324
4413,2207," 2024-02-22 - Islanders 0, Blues 4",St Louis Blues,60,44,58,4,0,2.29,4.29,1,2324
4414,2207," 2024-02-22 - Islanders 0, Blues 4",New York Islanders,60,58,44,0,4,4.29,2.29,0,2324
4415,2208," 2024-02-22 - Bruins 2, Flames 3",Calgary Flames,63.93333333,61,63,3,2,3.1,3.75,1,2324
4416,2208," 2024-02-22 - Bruins 2, Flames 3",Boston Bruins,63.93333333,63,61,2,3,3.75,3.1,0,2324
4417,2209," 2024-02-22 - Canucks 2, Kraken 5",Seattle Kraken,60,57,48,5,2,3.16,1.48,1,2324
4418,2209," 2024-02-22 - Canucks 2, Kraken 5",Vancouver Canucks,60,48,57,2,5,1.48,3.16,0,2324
4419,2210," 2024-02-22 - Maple Leafs 7, Golden Knights 3",Vegas Golden Knights,60,59,77,3,7,1.99,4.11,1,2324
4420,2210," 2024-02-22 - Maple Leafs 7, Golden Knights 3",Toronto Maple Leafs,60,77,59,7,3,4.11,1.99,0,2324
4421,2211," 2024-02-22 - Predators 4, Kings 1",Los Angeles Kings,60,61,43,1,4,2.55,4.14,1,2324
4422,2211," 2024-02-22 - Predators 4, Kings 1",Nashville Predators,60,43,61,4,1,4.14,2.55,0,2324
4423,2212," 2024-02-23 - Sabres 2, Blue Jackets 1",Columbus Blue Jackets,60,55,64,1,2,2.72,2.74,1,2324
4424,2212," 2024-02-23 - Sabres 2, Blue Jackets 1",Buffalo Sabres,60,64,55,2,1,2.74,2.72,0,2324
4425,2213," 2024-02-23 - Jets 3, Blackhawks 2",Chicago Blackhawks,60.41666667,70,52,2,3,3.5,2.39,1,2324
4426,2213," 2024-02-23 - Jets 3, Blackhawks 2",Winnipeg Jets,60.41666667,52,70,3,2,2.39,3.5,0,2324
4427,2214," 2024-02-23 - Wild 4, Oilers 2",Edmonton Oilers,60,82,59,2,4,4.74,3.55,1,2324
4428,2214," 2024-02-23 - Wild 4, Oilers 2",Minnesota Wild,60,59,82,4,2,3.55,4.74,0,2324
4429,2215," 2024-02-24 - Canadiens 3, Devils 4",New Jersey Devils,60,55,51,4,3,2.27,2.69,1,2324
4430,2215," 2024-02-24 - Canadiens 3, Devils 4",Montreal Canadiens,60,51,55,3,4,2.69,2.27,0,2324
4431,2216," 2024-02-24 - Lightning 4, Islanders 2",New York Islanders,60,63,61,2,4,3.27,2.56,1,2324
4432,2216," 2024-02-24 - Lightning 4, Islanders 2",Tampa Bay Lightning,60,61,63,4,2,2.56,3.27,0,2324
4433,2217," 2024-02-24 - Rangers 2, Flyers 1",Philadelphia Flyers,60,83,58,1,2,3.38,2.15,1,2324
4434,2217," 2024-02-24 - Rangers 2, Flyers 1",New York Rangers,60,58,83,2,1,2.15,3.38,0,2324
4435,2218," 2024-02-24 - Capitals 2, Panthers 3",Florida Panthers,63.68333333,66,55,3,2,2.25,3.02,1,2324
4436,2218," 2024-02-24 - Capitals 2, Panthers 3",Washington Capitals,63.68333333,55,66,2,3,3.02,2.25,0,2324
4437,2219," 2024-02-24 - Stars 2, Hurricanes 1",Carolina Hurricanes,60,71,36,1,2,2.11,1.45,1,2324
4438,2219," 2024-02-24 - Stars 2, Hurricanes 1",Dallas Stars,60,36,71,2,1,1.45,2.11,0,2324
4439,2220," 2024-02-24 - Maple Leafs 4, Avalanche 3",Colorado Avalanche,60,73,51,3,4,2.89,2.72,1,2324
4440,2220," 2024-02-24 - Maple Leafs 4, Avalanche 3",Toronto Maple Leafs,60,51,73,4,3,2.72,2.89,0,2324
4441,2221," 2024-02-24 - Blues 1, Red Wings 6",Detroit Red Wings,60,65,41,6,1,3.78,2.11,1,2324
4442,2221," 2024-02-24 - Blues 1, Red Wings 6",St Louis Blues,60,41,65,1,6,2.11,3.78,0,2324
4443,2222," 2024-02-24 - Golden Knights 3, Senators 4",Ottawa Senators,65,69,64,3,3,2.92,2.64,1,2324
4444,2222," 2024-02-24 - Golden Knights 3, Senators 4",Vegas Golden Knights,65,64,69,3,3,2.64,2.92,0,2324
4445,2223," 2024-02-24 - Bruins 2, Canucks 3",Vancouver Canucks,61.56666667,83,50,3,2,3.09,2.8,1,2324
4446,2223," 2024-02-24 - Bruins 2, Canucks 3",Boston Bruins,61.56666667,50,83,2,3,2.8,3.09,0,2324
4447,2224," 2024-02-24 - Flames 6, Oilers 3",Edmonton Oilers,60,76,53,3,6,4.13,4.13,1,2324
4448,2224," 2024-02-24 - Flames 6, Oilers 3",Calgary Flames,60,53,76,6,3,4.13,4.13,0,2324
4449,2225," 2024-02-24 - Wild 5, Kraken 2",Seattle Kraken,60,75,58,2,5,3.54,3.86,1,2324
4450,2225," 2024-02-24 - Wild 5, Kraken 2",Minnesota Wild,60,58,75,5,2,3.86,3.54,0,2324
4451,2226," 2024-02-24 - Predators 4, Sharks 2",San Jose Sharks,60,48,69,2,4,2.39,3.65,1,2324
4452,2226," 2024-02-24 - Predators 4, Sharks 2",Nashville Predators,60,69,48,4,2,3.65,2.39,0,2324
4453,2227," 2024-02-24 - Ducks 2, Kings 3",Los Angeles Kings,65,89,60,2,2,3.92,2.63,1,2324
4454,2227," 2024-02-24 - Ducks 2, Kings 3",Anaheim Ducks,65,60,89,2,2,2.63,3.92,0,2324
4455,2228," 2024-02-25 - Lightning 4, Devils 1",New Jersey Devils,60,59,51,1,4,2.86,4.07,1,2324
4456,2228," 2024-02-25 - Lightning 4, Devils 1",Tampa Bay Lightning,60,51,59,4,1,4.07,2.86,0,2324
4457,2229," 2024-02-25 - Flyers 6, Penguins 7",Pittsburgh Penguins,60,71,56,7,6,3.42,2.08,1,2324
4458,2229," 2024-02-25 - Flyers 6, Penguins 7",Philadelphia Flyers,60,56,71,6,7,2.08,3.42,0,2324
4459,2230," 2024-02-25 - Hurricanes 2, Sabres 3",Buffalo Sabres,65,81,76,2,2,2.91,3.01,1,2324
4460,2230," 2024-02-25 - Hurricanes 2, Sabres 3",Carolina Hurricanes,65,76,81,2,2,3.01,2.91,0,2324
4461,2231," 2024-02-25 - Rangers 2, Blue Jackets 4",Columbus Blue Jackets,60,75,89,4,2,4.95,4.53,1,2324
4462,2231," 2024-02-25 - Rangers 2, Blue Jackets 4",New York Rangers,60,89,75,2,4,4.53,4.95,0,2324
4463,2232," 2024-02-25 - Red Wings 3, Blackhawks 2",Chicago Blackhawks,61.71666667,62,67,2,3,3.53,1.73,1,2324
4464,2232," 2024-02-25 - Red Wings 3, Blackhawks 2",Detroit Red Wings,61.71666667,67,62,3,2,1.73,3.53,0,2324
4465,2233," 2024-02-25 - Coyotes 3, Jets 4",Winnipeg Jets,60.55,59,61,4,3,1.93,3.15,1,2324
4466,2233," 2024-02-25 - Coyotes 3, Jets 4",Arizona Coyotes,60.55,61,59,3,4,3.15,1.93,0,2324
4467,2234," 2024-02-25 - Predators 4, Ducks 2",Anaheim Ducks,60,67,68,2,4,2.87,2.69,1,2324
4468,2234," 2024-02-25 - Predators 4, Ducks 2",Nashville Predators,60,68,67,4,2,2.69,2.87,0,2324
4469,2235," 2024-02-26 - Senators 3, Capitals 6",Washington Capitals,60,46,59,6,3,2.16,1.96,1,2324
4470,2235," 2024-02-26 - Senators 3, Capitals 6",Ottawa Senators,60,59,46,3,6,1.96,2.16,0,2324
4471,2236," 2024-02-26 - Islanders 3, Stars 2",Dallas Stars,62.9,70,61,2,3,3.42,3.02,1,2324
