"game_id","season","game_date","start_time","away_team","away_points","home_team","home_points","box_score","overtimes","attendance","arena","notes"
"202012220BRK","2021",2020-12-22,"7:00p","Golden State Warriors","99","Brooklyn Nets","125","Box Score","","0","Barclays Center",""
"202012220LAL","2021",2020-12-22,"10:00p","Los Angeles Clippers","116","Los Angeles Lakers","109","Box Score","","0","STAPLES Center",""
"202012230BOS","2021",2020-12-23,"7:30p","Milwaukee Bucks","121","Boston Celtics","122","Box Score","","0","TD Garden",""
"202012230CHI","2021",2020-12-23,"8:00p","Atlanta Hawks","124","Chicago Bulls","104","Box Score","","0","United Center",""
"202012230CLE","2021",2020-12-23,"7:00p","Charlotte Hornets","114","Cleveland Cavaliers","121","Box Score","","300","Rocket Mortgage Fieldhouse",""
"202012230DEN","2021",2020-12-23,"9:00p","Sacramento Kings","124","Denver Nuggets","122","Box Score","OT","0","Ball Arena",""
"202012230IND","2021",2020-12-23,"7:00p","New York Knicks","107","Indiana Pacers","121","Box Score","","0","Bankers Life Fieldhouse",""
"202012230MEM","2021",2020-12-23,"8:00p","San Antonio Spurs","131","Memphis Grizzlies","119","Box Score","","0","FedEx Forum",""
"202012230MIN","2021",2020-12-23,"8:00p","Detroit Pistons","101","Minnesota Timberwolves","111","Box Score","","0","Target Center",""
"202012230ORL","2021",2020-12-23,"7:00p","Miami Heat","107","Orlando Magic","113","Box Score","","3,396","Amway Center",""
"202012230PHI","2021",2020-12-23,"7:00p","Washington Wizards","107","Philadelphia 76ers","113","Box Score","","0","Wells Fargo Center",""
"202012230PHO","2021",2020-12-23,"10:30p","Dallas Mavericks","102","Phoenix Suns","106","Box Score","","0","Phoenix Suns Arena",""
"202012230POR","2021",2020-12-23,"10:00p","Utah Jazz","120","Portland Trail Blazers","100","Box Score","","0","Moda Center",""
"202012230TOR","2021",2020-12-23,"7:30p","New Orleans Pelicans","113","Toronto Raptors","99","Box Score","","3,800","Amalie Arena",""
"202012250BOS","2021",2020-12-25,"5:00p","Brooklyn Nets","123","Boston Celtics","95","Box Score","","0","TD Garden",""
"202012250DEN","2021",2020-12-25,"10:30p","Los Angeles Clippers","121","Denver Nuggets","108","Box Score","","0","Ball Arena",""
"202012250LAL","2021",2020-12-25,"8:00p","Dallas Mavericks","115","Los Angeles Lakers","138","Box Score","","0","STAPLES Center",""
"202012250MIA","2021",2020-12-25,"12:00p","New Orleans Pelicans","98","Miami Heat","111","Box Score","","0","AmericanAirlines Arena",""
"202012250MIL","2021",2020-12-25,"2:30p","Golden State Warriors","99","Milwaukee Bucks","138","Box Score","","0","Fiserv Forum",""
"202012260CHI","2021",2020-12-26,"8:00p","Indiana Pacers","125","Chicago Bulls","106","Box Score","","0","United Center",""
"202012260CHO","2021",2020-12-26,"7:00p","Oklahoma City Thunder","109","Charlotte Hornets","107","Box Score","","0","Spectrum Center",""
"202012260DET","2021",2020-12-26,"7:00p","Cleveland Cavaliers","128","Detroit Pistons","119","Box Score","2OT","0","Little Caesars Arena",""
"202012260MEM","2021",2020-12-26,"5:00p","Atlanta Hawks","122","Memphis Grizzlies","112","Box Score","","0","FedEx Forum",""
"202012260NYK","2021",2020-12-26,"7:30p","Philadelphia 76ers","109","New York Knicks","89","Box Score","","0","Madison Square Garden (IV)",""
"202012260POR","2021",2020-12-26,"10:00p","Houston Rockets","126","Portland Trail Blazers","128","Box Score","OT","0","Moda Center",""
"202012260SAC","2021",2020-12-26,"10:00p","Phoenix Suns","103","Sacramento Kings","106","Box Score","","0","Golden 1 Center",""
"202012260SAS","2021",2020-12-26,"8:30p","Toronto Raptors","114","San Antonio Spurs","119","Box Score","","0","AT&T Center",""
"202012260UTA","2021",2020-12-26,"9:00p","Minnesota Timberwolves","116","Utah Jazz","111","Box Score","","1,932","Vivint Smart Home Arena",""
"202012260WAS","2021",2020-12-26,"7:00p","Orlando Magic","130","Washington Wizards","120","Box Score","","0","Capital One Arena",""
"202012270CHI","2021",2020-12-27,"8:00p","Golden State Warriors","129","Chicago Bulls","128","Box Score","","0","United Center",""
"202012270CHO","2021",2020-12-27,"7:00p","Brooklyn Nets","104","Charlotte Hornets","106","Box Score","","0","Spectrum Center",""
"202012270CLE","2021",2020-12-27,"7:30p","Philadelphia 76ers","94","Cleveland Cavaliers","118","Box Score","","300","Rocket Mortgage Fieldhouse",""
"202012270IND","2021",2020-12-27,"8:00p","Boston Celtics","107","Indiana Pacers","108","Box Score","","0","Bankers Life Fieldhouse",""
"202012270LAC","2021",2020-12-27,"3:30p","Dallas Mavericks","124","Los Angeles Clippers","73","Box Score","","0","STAPLES Center",""
"202012270LAL","2021",2020-12-27,"10:00p","Minnesota Timberwolves","91","Los Angeles Lakers","127","Box Score","","0","STAPLES Center",""
"202012270NOP","2021",2020-12-27,"7:00p","San Antonio Spurs","95","New Orleans Pelicans","98","Box Score","","750","Smoothie King Center",""
"202012270NYK","2021",2020-12-27,"7:30p","Milwaukee Bucks","110","New York Knicks","130","Box Score","","0","Madison Square Garden (IV)",""
"202012270SAC","2021",2020-12-27,"9:00p","Phoenix Suns","116","Sacramento Kings","100","Box Score","","0","Golden 1 Center",""
"202012270WAS","2021",2020-12-27,"7:00p","Orlando Magic","120","Washington Wizards","113","Box Score","","0","Capital One Arena",""
"202012280ATL","2021",2020-12-28,"7:30p","Detroit Pistons","120","Atlanta Hawks","128","Box Score","","0","State Farm Arena",""
"202012280BRK","2021",2020-12-28,"7:30p","Memphis Grizzlies","116","Brooklyn Nets","111","Box Score","OT","0","Barclays Center",""
"202012280DEN","2021",2020-12-28,"9:00p","Houston Rockets","111","Denver Nuggets","124","Box Score","","0","Ball Arena",""
"202012280LAL","2021",2020-12-28,"10:00p","Portland Trail Blazers","115","Los Angeles Lakers","107","Box Score","","0","STAPLES Center",""
"202012280OKC","2021",2020-12-28,"8:00p","Utah Jazz","110","Oklahoma City Thunder","109","Box Score","","0","Chesapeake Energy Arena",""
"202012290CLE","2021",2020-12-29,"7:00p","New York Knicks","95","Cleveland Cavaliers","86","Box Score","","300","Rocket Mortgage Fieldhouse",""
