"game_id","season","game_date","start_time","away_team","away_points","home_team","home_points","box_score","overtimes","attendance","arena","notes"
"201210300CLE","2013",2012-10-30,"7:00p","Washington Wizards","84","Cleveland Cavaliers","94","Box Score","","20,562","Quicken Loans Arena",""
"201210300LAL","2013",2012-10-30,"10:30p","Dallas Mavericks","99","Los Angeles Lakers","91","Box Score","","18,997","STAPLES Center",""
"201210300MIA","2013",2012-10-30,"8:00p","Boston Celtics","107","Miami Heat","120","Box Score","","20,296","AmericanAirlines Arena",""
"201210310CHI","2013",2012-10-31,"8:00p","Sacramento Kings","87","Chicago Bulls","93","Box Score","","21,313","United Center",""
"201210310DET","2013",2012-10-31,"7:30p","Houston Rockets","105","Detroit Pistons","96","Box Score","","16,646","The Palace of Auburn Hills",""
"201210310LAC","2013",2012-10-31,"10:30p","Memphis Grizzlies","92","Los Angeles Clippers","101","Box Score","","19,060","STAPLES Center",""
"201210310NOH","2013",2012-10-31,"8:00p","San Antonio Spurs","99","New Orleans Hornets","95","Box Score","","15,358","New Orleans Arena",""
"201210310PHI","2013",2012-10-31,"7:00p","Denver Nuggets","75","Philadelphia 76ers","84","Box Score","","19,101","Wells Fargo Center",""
"201210310PHO","2013",2012-10-31,"10:00p","Golden State Warriors","87","Phoenix Suns","85","Box Score","","15,678","US Airways Center",""
"201210310POR","2013",2012-10-31,"10:30p","Los Angeles Lakers","106","Portland Trail Blazers","116","Box Score","","20,401","Rose Garden Arena",""
"201210310TOR","2013",2012-10-31,"7:00p","Indiana Pacers","90","Toronto Raptors","88","Box Score","","19,800","Air Canada Centre",""
"201210310UTA","2013",2012-10-31,"9:00p","Dallas Mavericks","94","Utah Jazz","113","Box Score","","17,634","EnergySolutions Arena",""
"201211010SAS","2013",2012-11-01,"9:30p","Oklahoma City Thunder","84","San Antonio Spurs","86","Box Score","","18,581","AT&T Center",""
"201211020ATL","2013",2012-11-02,"7:30p","Houston Rockets","109","Atlanta Hawks","102","Box Score","","18,238","Philips Arena",""
"201211020BOS","2013",2012-11-02,"7:30p","Milwaukee Bucks","99","Boston Celtics","88","Box Score","","18,624","TD Garden",""
"201211020CHA","2013",2012-11-02,"7:00p","Indiana Pacers","89","Charlotte Bobcats","90","Box Score","","19,124","Time Warner Cable Arena",""
"201211020CLE","2013",2012-11-02,"7:30p","Chicago Bulls","115","Cleveland Cavaliers","86","Box Score","","20,562","Quicken Loans Arena",""
"201211020GSW","2013",2012-11-02,"10:30p","Memphis Grizzlies","104","Golden State Warriors","94","Box Score","","19,596","Oracle Arena",""
"201211020LAL","2013",2012-11-02,"10:30p","Los Angeles Clippers","105","Los Angeles Lakers","95","Box Score","","18,997","STAPLES Center",""
"201211020MIN","2013",2012-11-02,"8:00p","Sacramento Kings","80","Minnesota Timberwolves","92","Box Score","","19,356","Target Center",""
"201211020NOH","2013",2012-11-02,"8:00p","Utah Jazz","86","New Orleans Hornets","88","Box Score","","14,147","New Orleans Arena",""
"201211020NYK","2013",2012-11-02,"8:00p","Miami Heat","84","New York Knicks","104","Box Score","","19,033","Madison Square Garden (IV)",""
"201211020OKC","2013",2012-11-02,"8:00p","Portland Trail Blazers","92","Oklahoma City Thunder","106","Box Score","","18,203","Chesapeake Energy Arena",""
"201211020ORL","2013",2012-11-02,"7:00p","Denver Nuggets","89","Orlando Magic","102","Box Score","","18,846","Amway Center",""
"201211020PHO","2013",2012-11-02,"10:00p","Detroit Pistons","89","Phoenix Suns","92","Box Score","","15,107","US Airways Center",""
"201211030BRK","2013",2012-11-03,"7:30p","Toronto Raptors","100","Brooklyn Nets","107","Box Score","","17,732","Barclays Center",""
"201211030CHI","2013",2012-11-03,"8:00p","New Orleans Hornets","89","Chicago Bulls","82","Box Score","","21,758","United Center",""
"201211030DAL","2013",2012-11-03,"8:30p","Charlotte Bobcats","99","Dallas Mavericks","126","Box Score","","19,490","American Airlines Center",""
"201211030HOU","2013",2012-11-03,"8:00p","Portland Trail Blazers","95","Houston Rockets","85","Box Score","OT","18,140","Toyota Center",""
"201211030IND","2013",2012-11-03,"7:00p","Sacramento Kings","98","Indiana Pacers","106","Box Score","2OT","18,165","Bankers Life Fieldhouse",""
"201211030LAC","2013",2012-11-03,"10:30p","Golden State Warriors","114","Los Angeles Clippers","110","Box Score","","19,060","STAPLES Center",""
"201211030MIA","2013",2012-11-03,"7:30p","Denver Nuggets","116","Miami Heat","119","Box Score","","20,104","AmericanAirlines Arena",""
"201211030MIL","2013",2012-11-03,"8:30p","Cleveland Cavaliers","102","Milwaukee Bucks","105","Box Score","","17,086","BMO Harris Bradley Center",""
"201211030SAS","2013",2012-11-03,"8:30p","Utah Jazz","100","San Antonio Spurs","110","Box Score","","18,581","AT&T Center",""
"201211030WAS","2013",2012-11-03,"7:00p","Boston Celtics","89","Washington Wizards","86","Box Score","","20,308","Verizon Center",""
"201211040LAL","2013",2012-11-04,"9:30p","Detroit Pistons","79","Los Angeles Lakers","108","Box Score","","18,997","STAPLES Center",""
"201211040NYK","2013",2012-11-04,"12:00p","Philadelphia 76ers","84","New York Knicks","100","Box Score","","19,033","Madison Square Garden (IV)",""
"201211040OKC","2013",2012-11-04,"7:00p","Atlanta Hawks","104","Oklahoma City Thunder","95","Box Score","","18,203","Chesapeake Energy Arena",""
"201211040ORL","2013",2012-11-04,"6:00p","Phoenix Suns","94","Orlando Magic","115","Box Score","","17,022","Amway Center",""
"201211040TOR","2013",2012-11-04,"6:00p","Minnesota Timberwolves","86","Toronto Raptors","105","Box Score","","16,754","Air Canada Centre",""
"201211050BRK","2013",2012-11-05,"7:30p","Minnesota Timberwolves","107","Brooklyn Nets","96","Box Score","","14,017","Barclays Center",""
"201211050DAL","2013",2012-11-05,"8:30p","Portland Trail Blazers","91","Dallas Mavericks","114","Box Score","","19,521","American Airlines Center",""
"201211050LAC","2013",2012-11-05,"10:30p","Cleveland Cavaliers","108","Los Angeles Clippers","101","Box Score","","19,060","STAPLES Center",""
"201211050MEM","2013",2012-11-05,"8:00p","Utah Jazz","94","Memphis Grizzlies","103","Box Score","","17,401","FedEx Forum",""
"201211050MIA","2013",2012-11-05,"7:30p","Phoenix Suns","99","Miami Heat","124","Box Score","","19,600","AmericanAirlines Arena",""
"201211050PHI","2013",2012-11-05,"7:00p","New York Knicks","110","Philadelphia 76ers","88","Box Score","","15,783","Wells Fargo Center",""
"201211050SAC","2013",2012-11-05,"10:00p","Golden State Warriors","92","Sacramento Kings","94","Box Score","","17,317","Sleep Train Arena",""
"201211050SAS","2013",2012-11-05,"8:30p","Indiana Pacers","79","San Antonio Spurs","101","Box Score","","17,158","AT&T Center",""
"201211060CHI","2013",2012-11-06,"8:00p","Orlando Magic","93","Chicago Bulls","99","Box Score","","21,216","United Center",""
"201211060DEN","2013",2012-11-06,"9:00p","Detroit Pistons","97","Denver Nuggets","109","Box Score","","19,155","Pepsi Center",""
"201211060OKC","2013",2012-11-06,"8:00p","Toronto Raptors","88","Oklahoma City Thunder","108","Box Score","","18,203","Chesapeake Energy Arena",""
"201211070ATL","2013",2012-11-07,"7:30p","Indiana Pacers","86","Atlanta Hawks","89","Box Score","","10,684","Philips Arena",""
"201211070BOS","2013",2012-11-07,"7:30p","Washington Wizards","94","Boston Celtics","100","Box Score","OT","18,624","TD Garden",""
"201211070CHA","2013",2012-11-07,"7:00p","Phoenix Suns","117","Charlotte Bobcats","110","Box Score","","13,905","Time Warner Cable Arena",""
"201211070DAL","2013",2012-11-07,"8:30p","Toronto Raptors","104","Dallas Mavericks","109","Box Score","","19,763","American Airlines Center",""
"201211070GSW","2013",2012-11-07,"10:30p","Cleveland Cavaliers","96","Golden State Warriors","106","Box Score","","18,124","Oracle Arena",""
"201211070HOU","2013",2012-11-07,"8:00p","Denver Nuggets","93","Houston Rockets","87","Box Score","","13,372","Toyota Center",""
"201211070LAC","2013",2012-11-07,"10:30p","San Antonio Spurs","84","Los Angeles Clippers","106","Box Score","","19,060","STAPLES Center",""
"201211070MIA","2013",2012-11-07,"7:30p","Brooklyn Nets","73","Miami Heat","103","Box Score","","19,627","AmericanAirlines Arena",""
