"game_id","season","game_date","start_time","away_team","away_points","home_team","home_points","box_score","overtimes","attendance","arena","notes"
"200810280BOS","2009",2008-10-28,"8:00p","Cleveland Cavaliers","85","Boston Celtics","90","Box Score","","18,624","TD Banknorth Garden",""
"200810280CHI","2009",2008-10-28,"8:30p","Milwaukee Bucks","95","Chicago Bulls","108","Box Score","","21,762","United Center",""
"200810280LAL","2009",2008-10-28,"10:30p","Portland Trail Blazers","76","Los Angeles Lakers","96","Box Score","","18,997","STAPLES Center",""
"200810290DET","2009",2008-10-29,"8:00p","Indiana Pacers","94","Detroit Pistons","100","Box Score","","22,076","The Palace of Auburn Hills",""
"200810290GSW","2009",2008-10-29,"10:30p","New Orleans Hornets","108","Golden State Warriors","103","Box Score","","19,128","Oracle Arena",""
"200810290HOU","2009",2008-10-29,"8:30p","Memphis Grizzlies","71","Houston Rockets","82","Box Score","","18,196","Toyota Center",""
"200810290LAC","2009",2008-10-29,"10:30p","Los Angeles Lakers","117","Los Angeles Clippers","79","Box Score","","19,060","STAPLES Center",""
"200810290MIN","2009",2008-10-29,"8:00p","Sacramento Kings","96","Minnesota Timberwolves","98","Box Score","","17,820","Target Center",""
"200810290NYK","2009",2008-10-29,"7:30p","Miami Heat","115","New York Knicks","120","Box Score","","19,763","Madison Square Garden (IV)",""
"200810290OKC","2009",2008-10-29,"8:00p","Milwaukee Bucks","98","Oklahoma City Thunder","87","Box Score","","19,136","Ford Center",""
"200810290ORL","2009",2008-10-29,"7:00p","Atlanta Hawks","99","Orlando Magic","85","Box Score","","17,461","Amway Arena",""
"200810290PHI","2009",2008-10-29,"6:00p","Toronto Raptors","95","Philadelphia 76ers","84","Box Score","","15,750","Wachovia Center",""
"200810290SAS","2009",2008-10-29,"8:00p","Phoenix Suns","103","San Antonio Spurs","98","Box Score","","18,797","AT&T Center",""
"200810290UTA","2009",2008-10-29,"9:00p","Denver Nuggets","94","Utah Jazz","98","Box Score","","19,911","EnergySolutions Arena",""
"200810290WAS","2009",2008-10-29,"7:00p","New Jersey Nets","95","Washington Wizards","85","Box Score","","20,173","Verizon Center",""
"200810300CLE","2009",2008-10-30,"7:00p","Charlotte Bobcats","79","Cleveland Cavaliers","96","Box Score","","20,562","Quicken Loans Arena",""
"200810300DAL","2009",2008-10-30,"8:00p","Houston Rockets","112","Dallas Mavericks","102","Box Score","","20,066","American Airlines Center",""
"200810300PHO","2009",2008-10-30,"10:30p","New Orleans Hornets","108","Phoenix Suns","95","Box Score","","18,422","US Airways Center",""
"200810310BOS","2009",2008-10-31,"8:00p","Chicago Bulls","80","Boston Celtics","96","Box Score","","18,624","TD Banknorth Garden",""
"200810310LAC","2009",2008-10-31,"10:30p","Denver Nuggets","113","Los Angeles Clippers","103","Box Score","OT","11,418","STAPLES Center",""
"200810310MEM","2009",2008-10-31,"8:00p","Orlando Magic","84","Memphis Grizzlies","86","Box Score","","16,139","FedEx Forum",""
"200810310MIA","2009",2008-10-31,"7:30p","Sacramento Kings","77","Miami Heat","103","Box Score","","19,600","AmericanAirlines Arena",""
"200810310PHI","2009",2008-10-31,"7:00p","New York Knicks","87","Philadelphia 76ers","116","Box Score","","11,717","Wachovia Center",""
"200810310POR","2009",2008-10-31,"10:30p","San Antonio Spurs","99","Portland Trail Blazers","100","Box Score","","20,516","Rose Garden Arena",""
"200810310TOR","2009",2008-10-31,"7:00p","Golden State Warriors","108","Toronto Raptors","112","Box Score","OT","19,800","Air Canada Centre",""
"200811010ATL","2009",2008-11-01,"7:00p","Philadelphia 76ers","88","Atlanta Hawks","95","Box Score","","19,651","Philips Arena",""
"200811010CHA","2009",2008-11-01,"7:00p","Miami Heat","87","Charlotte Bobcats","100","Box Score","","19,238","Time Warner Cable Arena",""
"200811010CHI","2009",2008-11-01,"8:30p","Memphis Grizzlies","86","Chicago Bulls","96","Box Score","","21,785","United Center",""
"200811010DEN","2009",2008-11-01,"9:00p","Los Angeles Lakers","104","Denver Nuggets","97","Box Score","","19,651","Pepsi Center",""
"200811010DET","2009",2008-11-01,"7:30p","Washington Wizards","109","Detroit Pistons","117","Box Score","","22,076","The Palace of Auburn Hills",""
"200811010HOU","2009",2008-11-01,"8:30p","Oklahoma City Thunder","77","Houston Rockets","89","Box Score","","16,996","Toyota Center",""
"200811010IND","2009",2008-11-01,"7:00p","Boston Celtics","79","Indiana Pacers","95","Box Score","","18,165","Conseco Fieldhouse",""
"200811010MIL","2009",2008-11-01,"8:30p","Toronto Raptors","91","Milwaukee Bucks","87","Box Score","","17,036","Bradley Center",""
"200811010MIN","2009",2008-11-01,"8:00p","Dallas Mavericks","95","Minnesota Timberwolves","85","Box Score","","16,893","Target Center",""
"200811010NJN","2009",2008-11-01,"7:30p","Golden State Warriors","105","New Jersey Nets","97","Box Score","","17,390","Izod Center",""
"200811010NOH","2009",2008-11-01,"8:00p","Cleveland Cavaliers","92","New Orleans Hornets","104","Box Score","","18,150","New Orleans Arena",""
"200811010ORL","2009",2008-11-01,"7:00p","Sacramento Kings","103","Orlando Magic","121","Box Score","","16,704","Amway Arena",""
"200811010PHO","2009",2008-11-01,"10:00p","Portland Trail Blazers","96","Phoenix Suns","107","Box Score","","18,422","US Airways Center",""
"200811010UTA","2009",2008-11-01,"9:00p","Los Angeles Clippers","79","Utah Jazz","101","Box Score","","19,602","EnergySolutions Arena",""
"200811020NYK","2009",2008-11-02,"6:00p","Milwaukee Bucks","94","New York Knicks","86","Box Score","","18,190","Madison Square Garden (IV)",""
