"game_id","season","game_date","start_time","away_team","away_points","home_team","home_points","box_score","overtimes","attendance","arena","notes"
"201410280LAL","2015",2014-10-28,"10:30p","Houston Rockets","108","Los Angeles Lakers","90","Box Score","","18,997","STAPLES Center",""
"201410280NOP","2015",2014-10-28,"8:00p","Orlando Magic","84","New Orleans Pelicans","101","Box Score","","17,097","Smoothie King Center",""
"201410280SAS","2015",2014-10-28,"8:00p","Dallas Mavericks","100","San Antonio Spurs","101","Box Score","","19,615","AT&T Center",""
"201410290BOS","2015",2014-10-29,"7:30p","Brooklyn Nets","105","Boston Celtics","121","Box Score","","18,624","TD Garden",""
"201410290CHO","2015",2014-10-29,"7:00p","Milwaukee Bucks","106","Charlotte Hornets","108","Box Score","OT","19,439","Time Warner Cable Arena",""
"201410290DEN","2015",2014-10-29,"9:00p","Detroit Pistons","79","Denver Nuggets","89","Box Score","","17,136","Pepsi Center",""
"201410290IND","2015",2014-10-29,"7:00p","Philadelphia 76ers","91","Indiana Pacers","103","Box Score","","18,165","Bankers Life Fieldhouse",""
"201410290MEM","2015",2014-10-29,"8:00p","Minnesota Timberwolves","101","Memphis Grizzlies","105","Box Score","","17,731","FedEx Forum",""
"201410290MIA","2015",2014-10-29,"7:30p","Washington Wizards","95","Miami Heat","107","Box Score","","19,744","AmericanAirlines Arena",""
"201410290NYK","2015",2014-10-29,"8:00p","Chicago Bulls","104","New York Knicks","80","Box Score","","19,812","Madison Square Garden (IV)",""
"201410290PHO","2015",2014-10-29,"10:00p","Los Angeles Lakers","99","Phoenix Suns","119","Box Score","","17,523","US Airways Center",""
"201410290POR","2015",2014-10-29,"10:30p","Oklahoma City Thunder","89","Portland Trail Blazers","106","Box Score","","19,441","Moda Center",""
"201410290SAC","2015",2014-10-29,"10:00p","Golden State Warriors","95","Sacramento Kings","77","Box Score","","17,317","Sleep Train Arena",""
"201410290TOR","2015",2014-10-29,"7:30p","Atlanta Hawks","102","Toronto Raptors","109","Box Score","","19,800","Air Canada Centre",""
"201410290UTA","2015",2014-10-29,"9:00p","Houston Rockets","104","Utah Jazz","93","Box Score","","19,911","EnergySolutions Arena",""
"201410300CLE","2015",2014-10-30,"8:00p","New York Knicks","95","Cleveland Cavaliers","90","Box Score","","20,562","Quicken Loans Arena",""
"201410300DAL","2015",2014-10-30,"8:30p","Utah Jazz","102","Dallas Mavericks","120","Box Score","","19,697","American Airlines Center",""
"201410300LAC","2015",2014-10-30,"10:30p","Oklahoma City Thunder","90","Los Angeles Clippers","93","Box Score","","19,060","STAPLES Center",""
"201410300MIN","2015",2014-10-30,"8:00p","Detroit Pistons","91","Minnesota Timberwolves","97","Box Score","","18,296","Target Center",""
"201410300ORL","2015",2014-10-30,"7:00p","Washington Wizards","105","Orlando Magic","98","Box Score","","18,846","Amway Center",""
"201410310CHI","2015",2014-10-31,"8:00p","Cleveland Cavaliers","114","Chicago Bulls","108","Box Score","OT","22,879","United Center",""
"201410310IND","2015",2014-10-31,"7:00p","Memphis Grizzlies","97","Indiana Pacers","89","Box Score","","14,441","Bankers Life Fieldhouse",""
"201410310LAL","2015",2014-10-31,"10:30p","Los Angeles Clippers","118","Los Angeles Lakers","111","Box Score","","18,997","STAPLES Center",""
"201410310MIL","2015",2014-10-31,"8:30p","Philadelphia 76ers","81","Milwaukee Bucks","93","Box Score","","18,717","BMO Harris Bradley Center",""
"201410310PHO","2015",2014-10-31,"10:00p","San Antonio Spurs","89","Phoenix Suns","94","Box Score","","15,050","US Airways Center",""
"201410310SAC","2015",2014-10-31,"10:00p","Portland Trail Blazers","94","Sacramento Kings","103","Box Score","","14,648","Sleep Train Arena",""
"201411010ATL","2015",2014-11-01,"7:30p","Indiana Pacers","92","Atlanta Hawks","102","Box Score","","19,118","Philips Arena",""
"201411010CHO","2015",2014-11-01,"7:00p","Memphis Grizzlies","71","Charlotte Hornets","69","Box Score","","18,133","Time Warner Cable Arena",""
"201411010DET","2015",2014-11-01,"7:30p","Brooklyn Nets","102","Detroit Pistons","90","Box Score","","19,904","The Palace of Auburn Hills",""
"201411010GSW","2015",2014-11-01,"10:30p","Los Angeles Lakers","104","Golden State Warriors","127","Box Score","","19,596","Oracle Arena",""
"201411010HOU","2015",2014-11-01,"8:00p","Boston Celtics","90","Houston Rockets","104","Box Score","","18,309","Toyota Center",""
