"game_id","season","game_date","start_time","away_team","away_points","home_team","home_points","box_score","overtimes","attendance","arena","notes"
"202210180BOS","2023",2022-10-18,"7:30p","Philadelphia 76ers","117","Boston Celtics","126","Box Score","","19,156","TD Garden",""
"202210180GSW","2023",2022-10-18,"10:00p","Los Angeles Lakers","109","Golden State Warriors","123","Box Score","","18,064","Chase Center",""
"202210190ATL","2023",2022-10-19,"7:30p","Houston Rockets","107","Atlanta Hawks","117","Box Score","","17,878","State Farm Arena",""
"202210190BRK","2023",2022-10-19,"7:30p","New Orleans Pelicans","130","Brooklyn Nets","108","Box Score","","18,003","Barclays Center",""
"202210190DET","2023",2022-10-19,"7:00p","Orlando Magic","109","Detroit Pistons","113","Box Score","","20,190","Little Caesars Arena",""
"202210190IND","2023",2022-10-19,"7:00p","Washington Wizards","114","Indiana Pacers","107","Box Score","","15,027","Gainbridge Fieldhouse",""
"202210190MEM","2023",2022-10-19,"7:30p","New York Knicks","112","Memphis Grizzlies","115","Box Score","OT","18,202","FedEx Forum",""
"202210190MIA","2023",2022-10-19,"7:30p","Chicago Bulls","116","Miami Heat","108","Box Score","","19,600","Kaseya Center",""
"202210190MIN","2023",2022-10-19,"8:00p","Oklahoma City Thunder","108","Minnesota Timberwolves","115","Box Score","","17,136","Target Center",""
"202210190PHO","2023",2022-10-19,"10:00p","Dallas Mavericks","105","Phoenix Suns","107","Box Score","","17,071","Footprint Center",""
"202210190SAC","2023",2022-10-19,"10:00p","Portland Trail Blazers","115","Sacramento Kings","108","Box Score","","17,611","Golden 1 Center",""
"202210190SAS","2023",2022-10-19,"8:00p","Charlotte Hornets","129","San Antonio Spurs","102","Box Score","","16,236","AT&T Center",""
"202210190TOR","2023",2022-10-19,"7:30p","Cleveland Cavaliers","105","Toronto Raptors","108","Box Score","","19,800","Scotiabank Arena",""
"202210190UTA","2023",2022-10-19,"9:00p","Denver Nuggets","102","Utah Jazz","123","Box Score","","18,206","Vivint Arena",""
"202210200LAL","2023",2022-10-20,"10:00p","Los Angeles Clippers","103","Los Angeles Lakers","97","Box Score","","18,997","Crypto.com Arena",""
"202210200PHI","2023",2022-10-20,"7:30p","Milwaukee Bucks","90","Philadelphia 76ers","88","Box Score","","20,060","Wells Fargo Center",""
"202210210ATL","2023",2022-10-21,"7:30p","Orlando Magic","98","Atlanta Hawks","108","Box Score","","17,822","State Farm Arena",""
"202210210BRK","2023",2022-10-21,"7:30p","Toronto Raptors","105","Brooklyn Nets","109","Box Score","","17,732","Barclays Center",""
"202210210CHO","2023",2022-10-21,"7:00p","New Orleans Pelicans","124","Charlotte Hornets","112","Box Score","","19,287","Spectrum Center",""
"202210210GSW","2023",2022-10-21,"10:00p","Denver Nuggets","128","Golden State Warriors","123","Box Score","","18,064","Chase Center",""
"202210210HOU","2023",2022-10-21,"8:00p","Memphis Grizzlies","129","Houston Rockets","122","Box Score","","18,055","Toyota Center",""
"202210210IND","2023",2022-10-21,"7:00p","San Antonio Spurs","137","Indiana Pacers","134","Box Score","","12,073","Gainbridge Fieldhouse",""
"202210210MIA","2023",2022-10-21,"7:30p","Boston Celtics","111","Miami Heat","104","Box Score","","19,600","Kaseya Center",""
"202210210MIN","2023",2022-10-21,"8:00p","Utah Jazz","132","Minnesota Timberwolves","126","Box Score","OT","17,136","Target Center",""
"202210210NYK","2023",2022-10-21,"7:30p","Detroit Pistons","106","New York Knicks","130","Box Score","","19,812","Madison Square Garden (IV)",""
"202210210POR","2023",2022-10-21,"10:00p","Phoenix Suns","111","Portland Trail Blazers","113","Box Score","OT","19,393","Moda Center",""
"202210210WAS","2023",2022-10-21,"7:00p","Chicago Bulls","100","Washington Wizards","102","Box Score","","20,476","Capital One Arena",""
"202210220CHI","2023",2022-10-22,"8:00p","Cleveland Cavaliers","128","Chicago Bulls","96","Box Score","","21,089","United Center",""
"202210220DAL","2023",2022-10-22,"8:30p","Memphis Grizzlies","96","Dallas Mavericks","137","Box Score","","20,377","American Airlines Center",""
"202210220DEN","2023",2022-10-22,"9:00p","Oklahoma City Thunder","117","Denver Nuggets","122","Box Score","","19,983","Ball Arena",""
"202210220IND","2023",2022-10-22,"7:00p","Detroit Pistons","115","Indiana Pacers","124","Box Score","","16,056","Gainbridge Fieldhouse",""
"202210220MIA","2023",2022-10-22,"8:00p","Toronto Raptors","109","Miami Heat","112","Box Score","","19,600","Kaseya Center",""
"202210220MIL","2023",2022-10-22,"8:00p","Houston Rockets","105","Milwaukee Bucks","125","Box Score","","17,341","Fiserv Forum",""
"202210220ORL","2023",2022-10-22,"7:00p","Boston Celtics","126","Orlando Magic","120","Box Score","","19,299","Amway Center",""
"202210220PHI","2023",2022-10-22,"6:00p","San Antonio Spurs","114","Philadelphia 76ers","105","Box Score","","19,822","Wells Fargo Center",""
"202210220SAC","2023",2022-10-22,"10:00p","Los Angeles Clippers","111","Sacramento Kings","109","Box Score","","16,296","Golden 1 Center",""
"202210230ATL","2023",2022-10-23,"5:00p","Charlotte Hornets","126","Atlanta Hawks","109","Box Score","","17,383","State Farm Arena",""
"202210230CLE","2023",2022-10-23,"7:00p","Washington Wizards","107","Cleveland Cavaliers","117","Box Score","OT","19,432","Rocket Mortgage Fieldhouse",""
"202210230GSW","2023",2022-10-23,"8:30p","Sacramento Kings","125","Golden State Warriors","130","Box Score","","18,064","Chase Center",""
