"game_id","season","game_date","start_time","away_team","away_points","home_team","home_points","box_score","overtimes","attendance","arena","notes"
"200910270CLE","2010",2009-10-27,"7:30p","Boston Celtics","95","Cleveland Cavaliers","89","Box Score","","20,562","Quicken Loans Arena",""
"200910270DAL","2010",2009-10-27,"8:30p","Washington Wizards","102","Dallas Mavericks","91","Box Score","","19,871","American Airlines Center",""
"200910270LAL","2010",2009-10-27,"10:30p","Los Angeles Clippers","92","Los Angeles Lakers","99","Box Score","","18,997","STAPLES Center",""
"200910270POR","2010",2009-10-27,"10:00p","Houston Rockets","87","Portland Trail Blazers","96","Box Score","","20,403","Rose Garden Arena",""
"200910280ATL","2010",2009-10-28,"7:00p","Indiana Pacers","109","Atlanta Hawks","120","Box Score","","17,998","Philips Arena",""
"200910280BOS","2010",2009-10-28,"7:30p","Charlotte Bobcats","59","Boston Celtics","92","Box Score","","18,624","TD Garden",""
"200910280DEN","2010",2009-10-28,"10:30p","Utah Jazz","105","Denver Nuggets","114","Box Score","","19,155","Pepsi Center",""
"200910280GSW","2010",2009-10-28,"10:30p","Houston Rockets","108","Golden State Warriors","107","Box Score","","19,596","Oracle Arena",""
"200910280LAC","2010",2009-10-28,"10:30p","Phoenix Suns","109","Los Angeles Clippers","107","Box Score","","15,974","STAPLES Center",""
"200910280MEM","2010",2009-10-28,"8:00p","Detroit Pistons","96","Memphis Grizzlies","74","Box Score","","17,212","FedEx Forum",""
"200910280MIA","2010",2009-10-28,"7:30p","New York Knicks","93","Miami Heat","115","Box Score","","19,600","AmericanAirlines Arena",""
"200910280MIN","2010",2009-10-28,"8:00p","New Jersey Nets","93","Minnesota Timberwolves","95","Box Score","","18,358","Target Center",""
"200910280OKC","2010",2009-10-28,"8:00p","Sacramento Kings","89","Oklahoma City Thunder","102","Box Score","","18,203","Oklahoma City Arena",""
"200910280ORL","2010",2009-10-28,"7:00p","Philadelphia 76ers","106","Orlando Magic","120","Box Score","","17,461","Amway Arena",""
"200910280SAS","2010",2009-10-28,"8:00p","New Orleans Hornets","96","San Antonio Spurs","113","Box Score","","18,581","AT&T Center",""
"200910280TOR","2010",2009-10-28,"7:00p","Cleveland Cavaliers","91","Toronto Raptors","101","Box Score","","20,152","Air Canada Centre",""
"200910290CHI","2010",2009-10-29,"8:00p","San Antonio Spurs","85","Chicago Bulls","92","Box Score","","21,412","United Center",""
"200910290POR","2010",2009-10-29,"10:30p","Denver Nuggets","97","Portland Trail Blazers","94","Box Score","","20,218","Rose Garden Arena",""
