"game_id","season","game_date","start_time","away_team","away_points","home_team","home_points","box_score","overtimes","attendance","arena","notes"
"201010260BOS","2011",2010-10-26,"7:30p","Miami Heat","80","Boston Celtics","88","Box Score","","18,624","TD Garden",""
"201010260LAL","2011",2010-10-26,"10:30p","Houston Rockets","110","Los Angeles Lakers","112","Box Score","","18,997","STAPLES Center",""
"201010260POR","2011",2010-10-26,"10:00p","Phoenix Suns","92","Portland Trail Blazers","106","Box Score","","20,603","Rose Garden Arena",""
"201010270CLE","2011",2010-10-27,"7:00p","Boston Celtics","87","Cleveland Cavaliers","95","Box Score","","20,562","Quicken Loans Arena",""
"201010270DAL","2011",2010-10-27,"8:30p","Charlotte Bobcats","86","Dallas Mavericks","101","Box Score","","19,440","American Airlines Center",""
"201010270DEN","2011",2010-10-27,"9:00p","Utah Jazz","88","Denver Nuggets","110","Box Score","","19,155","Pepsi Center",""
"201010270GSW","2011",2010-10-27,"10:30p","Houston Rockets","128","Golden State Warriors","132","Box Score","","18,428","Oracle Arena",""
"201010270LAC","2011",2010-10-27,"10:30p","Portland Trail Blazers","98","Los Angeles Clippers","88","Box Score","","18,382","STAPLES Center",""
"201010270MEM","2011",2010-10-27,"8:00p","Atlanta Hawks","119","Memphis Grizzlies","104","Box Score","","17,519","FedEx Forum",""
"201010270MIN","2011",2010-10-27,"8:00p","Sacramento Kings","117","Minnesota Timberwolves","116","Box Score","","17,067","Target Center",""
"201010270NJN","2011",2010-10-27,"7:00p","Detroit Pistons","98","New Jersey Nets","101","Box Score","","15,178","Prudential Center",""
"201010270NOH","2011",2010-10-27,"8:00p","Milwaukee Bucks","91","New Orleans Hornets","95","Box Score","","15,039","New Orleans Arena",""
"201010270OKC","2011",2010-10-27,"8:00p","Chicago Bulls","95","Oklahoma City Thunder","106","Box Score","","18,203","Chesapeake Energy Arena",""
"201010270PHI","2011",2010-10-27,"7:00p","Miami Heat","97","Philadelphia 76ers","87","Box Score","","20,389","Wells Fargo Center",""
"201010270SAS","2011",2010-10-27,"8:30p","Indiana Pacers","109","San Antonio Spurs","122","Box Score","","18,581","AT&T Center",""
"201010270TOR","2011",2010-10-27,"7:00p","New York Knicks","98","Toronto Raptors","93","Box Score","","18,722","Air Canada Centre",""
"201010280ORL","2011",2010-10-28,"8:00p","Washington Wizards","83","Orlando Magic","112","Box Score","","18,918","Amway Center",""
"201010280UTA","2011",2010-10-28,"10:30p","Phoenix Suns","110","Utah Jazz","94","Box Score","","19,911","EnergySolutions Arena",""
"201010290BOS","2011",2010-10-29,"7:30p","New York Knicks","101","Boston Celtics","105","Box Score","","18,624","TD Garden",""
"201010290CHA","2011",2010-10-29,"7:00p","Indiana Pacers","104","Charlotte Bobcats","101","Box Score","","18,351","Time Warner Cable Arena",""
"201010290DAL","2011",2010-10-29,"8:30p","Memphis Grizzlies","91","Dallas Mavericks","90","Box Score","","20,060","American Airlines Center",""
"201010290DET","2011",2010-10-29,"8:00p","Oklahoma City Thunder","105","Detroit Pistons","104","Box Score","","22,076","The Palace of Auburn Hills",""
"201010290GSW","2011",2010-10-29,"10:30p","Los Angeles Clippers","91","Golden State Warriors","109","Box Score","","17,408","Oracle Arena",""
"201010290MIA","2011",2010-10-29,"8:00p","Orlando Magic","70","Miami Heat","96","Box Score","","19,600","AmericanAirlines Arena",""
"201010290MIN","2011",2010-10-29,"8:00p","Milwaukee Bucks","85","Minnesota Timberwolves","96","Box Score","","17,197","Target Center",""
