"game_id","season","game_date","start_time","away_team","away_points","home_team","home_points","box_score","overtimes","attendance","arena","notes"
"201610250CLE","2017",2016-10-25,"7:30p","New York Knicks","88","Cleveland Cavaliers","117","Box Score","","20,562","Quicken Loans Arena",""
"201610250GSW","2017",2016-10-25,"10:30p","San Antonio Spurs","129","Golden State Warriors","100","Box Score","","19,596","Oracle Arena",""
"201610250POR","2017",2016-10-25,"10:00p","Utah Jazz","104","Portland Trail Blazers","113","Box Score","","19,446","Moda Center",""
"201610260BOS","2017",2016-10-26,"7:30p","Brooklyn Nets","117","Boston Celtics","122","Box Score","","18,624","TD Garden",""
"201610260IND","2017",2016-10-26,"7:00p","Dallas Mavericks","121","Indiana Pacers","130","Box Score","OT","17,923","Bankers Life Fieldhouse",""
"201610260LAL","2017",2016-10-26,"10:30p","Houston Rockets","114","Los Angeles Lakers","120","Box Score","","18,997","STAPLES Center",""
"201610260MEM","2017",2016-10-26,"8:00p","Minnesota Timberwolves","98","Memphis Grizzlies","102","Box Score","","18,119","FedEx Forum",""
"201610260MIL","2017",2016-10-26,"8:00p","Charlotte Hornets","107","Milwaukee Bucks","96","Box Score","","18,717","BMO Harris Bradley Center",""
"201610260NOP","2017",2016-10-26,"8:00p","Denver Nuggets","107","New Orleans Pelicans","102","Box Score","","15,869","Smoothie King Center",""
"201610260ORL","2017",2016-10-26,"7:00p","Miami Heat","108","Orlando Magic","96","Box Score","","19,298","Amway Center",""
"201610260PHI","2017",2016-10-26,"8:00p","Oklahoma City Thunder","103","Philadelphia 76ers","97","Box Score","","20,487","Wells Fargo Center",""
"201610260PHO","2017",2016-10-26,"10:00p","Sacramento Kings","113","Phoenix Suns","94","Box Score","","18,055","Talking Stick Resort Arena",""
"201610260TOR","2017",2016-10-26,"7:30p","Detroit Pistons","91","Toronto Raptors","109","Box Score","","19,800","Air Canada Centre",""
"201610270ATL","2017",2016-10-27,"7:30p","Washington Wizards","99","Atlanta Hawks","114","Box Score","","19,049","Philips Arena",""
"201610270CHI","2017",2016-10-27,"8:00p","Boston Celtics","99","Chicago Bulls","105","Box Score","","21,501","United Center",""
"201610270POR","2017",2016-10-27,"10:30p","Los Angeles Clippers","114","Portland Trail Blazers","106","Box Score","","19,500","Moda Center",""
"201610270SAC","2017",2016-10-27,"10:30p","San Antonio Spurs","102","Sacramento Kings","94","Box Score","","17,608","Golden 1 Center",""
"201610280BRK","2017",2016-10-28,"7:30p","Indiana Pacers","94","Brooklyn Nets","103","Box Score","","17,732","Barclays Center",""
"201610280DAL","2017",2016-10-28,"8:30p","Houston Rockets","106","Dallas Mavericks","98","Box Score","","20,163","American Airlines Center",""
"201610280DET","2017",2016-10-28,"7:30p","Orlando Magic","82","Detroit Pistons","108","Box Score","","19,122","The Palace of Auburn Hills",""
"201610280MIA","2017",2016-10-28,"8:00p","Charlotte Hornets","97","Miami Heat","91","Box Score","","19,600","AmericanAirlines Arena",""
"201610280NOP","2017",2016-10-28,"9:30p","Golden State Warriors","122","New Orleans Pelicans","114","Box Score","","18,217","Smoothie King Center",""
"201610280OKC","2017",2016-10-28,"8:00p","Phoenix Suns","110","Oklahoma City Thunder","113","Box Score","OT","18,203","Chesapeake Energy Arena",""
"201610280TOR","2017",2016-10-28,"7:00p","Cleveland Cavaliers","94","Toronto Raptors","91","Box Score","","19,800","Air Canada Centre",""
"201610280UTA","2017",2016-10-28,"9:00p","Los Angeles Lakers","89","Utah Jazz","96","Box Score","","19,911","Vivint Smart Home Arena",""
"201610290CHI","2017",2016-10-29,"8:00p","Indiana Pacers","101","Chicago Bulls","118","Box Score","","21,373","United Center",""
"201610290CHO","2017",2016-10-29,"7:00p","Boston Celtics","104","Charlotte Hornets","98","Box Score","","18,708","Spectrum Center",""
"201610290CLE","2017",2016-10-29,"7:30p","Orlando Magic","99","Cleveland Cavaliers","105","Box Score","","20,562","Quicken Loans Arena",""
