id,sport_id,tournament_id,tournament_match_id,team_a,team_b,score_a,score_b,subscore_a,subscore_b
805,3,19,26,France,Spain,24,10,,
806,3,19,27,South Africa,Australia,0,15,,
807,3,19,28,New Zealand,Fiji,19,12,,
808,3,19,29,Ireland,France,10,26,,
809,3,19,30,Australia,New Zealand,7,26,,
810,3,19,31,France,New Zealand,7,10,,
811,3,19,32,Ireland,Australia,14,5,,
812,2,20,1,Hungary,Great Britain,49,11,,
813,2,20,2,Sweden,Japan,35,28,,
814,2,20,3,Sweden,Hungary,25,28,,
815,2,20,4,Japan,Great Britain,43,16,,
816,2,20,5,Great Britain,Sweden,8,52,,
817,2,20,6,Hungary,Japan,37,28,,
818,2,20,7,Czech Republic,Spain,21,31,,
819,2,20,8,Netherlands,Argentina,34,22,,
820,2,20,9,Netherlands,Czech Republic,32,18,,
821,2,20,10,Argentina,Spain,23,26,,
822,2,20,11,Czech Republic,Argentina,41,33,,
823,2,20,12,Spain,Netherlands,26,27,,
824,2,20,13,Germany,Slovenia,31,25,,
825,2,20,14,Montenegro,Paraguay,30,25,,
826,2,20,15,Germany,Montenegro,28,24,,
827,2,20,16,Slovenia,Paraguay,32,14,,
828,2,20,17,Paraguay,Germany,20,37,,
829,2,20,18,Montenegro,Slovenia,26,30,,
830,3,21,1,Australia,Argentina,26,19,,
831,3,21,2,New Zealand,Canada,22,17,,
832,3,21,3,Australia,Canada,21,14,,
833,3,21,4,New Zealand,Argentina,5,33,,
834,3,21,5,Argentina,Canada,38,0,,
835,3,21,6,New Zealand,Australia,26,10,,
836,3,21,7,South Africa,Spain,31,7,,
837,3,21,8,France,Samoa,17,0,,
838,3,21,9,South Africa,Samoa,15,10,,
839,3,21,10,France,Spain,17,12,,
840,3,21,11,Spain,Samoa,40,5,,
841,3,21,12,France,South Africa,19,20,,
842,3,21,13,Fiji,United States,14,33,,
843,3,21,14,Ireland,Great Britain,19,5,,
844,3,21,15,Fiji,Great Britain,14,19,,
845,3,21,16,Ireland,United States,7,10,,
846,3,21,17,United States,Great Britain,19,21,,
847,3,21,18,Ireland,Fiji,19,26,,
848,3,21,19,Fiji,Canada,31,7,,
849,3,21,20,Spain,Samoa,19,12,,
850,3,21,21,Fiji,Spain,21,12,,
851,3,21,22,Canada,Samoa,12,17,,
852,3,21,23,Argentina,South Africa,14,10,,
853,3,21,24,United States,France,19,17,,
854,3,21,25,France,Great Britain,7,35,,
855,3,21,26,Argentina,Ireland,5,21,,
856,3,21,27,United States,New Zealand,14,19,,
857,3,21,28,South Africa,Australia,24,29,,
858,3,21,29,Great Britain,Ireland,12,15,,
859,3,21,30,New Zealand,Australia,28,12,,
860,3,21,31,Ireland,New Zealand,14,17,,
861,3,21,32,Great Britain,Australia,26,7,,
862,3,22,1,Australia,France,5,38,,
863,3,22,2,Argentina,Great Britain,31,5,,
864,3,22,3,Australia,Great Britain,19,14,,
865,3,22,4,Argentina,France,26,12,,
866,3,22,5,France,Great Britain,17,12,,
867,3,22,6,Argentina,Australia,14,5,,
868,3,22,7,New Zealand,Fiji,26,28,,
869,3,22,8,Ireland,South Africa,26,21,,
870,3,22,9,New Zealand,South Africa,33,24,,
871,3,22,10,Ireland,Fiji,21,26,,
872,3,22,11,Fiji,South Africa,26,7,,
873,3,22,12,Ireland,New Zealand,17,22,,
874,3,22,13,Ireland,Great Britain,19,14,,
875,3,22,14,Australia,South Africa,21,24,,
876,3,22,15,Ireland,South Africa,12,7,,
877,3,22,16,Great Britain,Australia,0,21,,
878,3,22,17,Fiji,France,14,21,,
879,3,22,18,Argentina,New Zealand,21,14,,
880,3,22,19,France,Argentina,19,5,,
881,3,22,20,Fiji,New Zealand,17,10,,
882,3,22,21,Canada,Uruguay,7,41,,
883,3,22,22,United States,Germany,40,19,,
884,3,22,23,Canada,Germany,14,19,,
885,3,22,24,United States,Uruguay,29,14,,
886,3,22,25,Uruguay,Germany,26,14,,
887,3,22,26,United States,Canada,14,7,,
888,3,22,27,Samoa,Kenya,12,19,,
889,3,22,28,Spain,Chile,29,12,,
890,3,22,29,Samoa,Chile,19,21,,
891,3,22,30,Spain,Kenya,10,5,,
892,3,22,31,Kenya,Chile,36,7,,
893,3,22,32,Spain,Samoa,31,0,,
894,3,22,33,United States,Samoa,40,19,,
895,3,22,34,Germany,Kenya,15,33,,
896,3,22,35,Uruguay,Chile,12,10,,
897,3,22,36,Canada,Spain,14,22,,
898,2,23,1,Slovenia,Denmark,19,27,,
899,2,23,2,Netherlands,Angola,34,31,,
900,2,23,3,Spain,Brazil,18,29,,
901,2,23,4,Germany,South Korea,22,23,,
902,2,23,5,Hungary,France,28,31,,
903,2,23,6,Norway,Sweden,28,32,,
