"Season","TeamName","Tempo","RankTempo","AdjTempo","RankAdjTempo","OE","RankOE","AdjOE","RankAdjOE","DE","RankDE","AdjDE","RankAdjDE","AdjEM","RankAdjEM"
"2025","Abilene Christian",70.0679,71,69.4662,67,95.6706,346,97.5964,331,100.773,59,102.255,90,-4.65879,222
"2025","Air Force",64.6651,334,64.4771,325,95.3082,347,98.8165,313,113.105,335,111.637,274,-12.8203,311
"2025","Akron",72.5396,13,71.5042,15,114.868,30,113.468,70,105.141,155,107.05,182,6.41839,98
"2025","Alabama",76.267,1,74.992,1,118.68,9,126.391,4,106.103,175,96.9026,34,29.4885,6
"2025","Alabama A&M",71.8121,21,71.0733,22,94.8255,352,92.0813,361,109.965,275,115.571,334,-23.4896,360
"2025","Alabama St.",69.0935,115,67.9674,140,103.535,238,101.366,273,104.421,134,110.308,248,-8.94184,270
"2025","Albany",68.3589,162,67.5596,162,106.374,170,103.21,235,107.778,218,112.388,287,-9.17809,273
"2025","Alcorn St.",66.2947,272,64.7363,315,98.3786,325,97.689,328,108.655,243,112.255,282,-14.5656,324
"2025","American",63.706,356,63.6493,349,104.782,208,102.383,248,105.745,168,109.106,224,-6.72293,249
"2025","Appalachian St.",63.822,354,63.2109,351,102.956,254,101.162,278,100.587,56,101.628,82,-0.465814,168
"2025","Arizona",70.3413,57,69.9696,55,115.647,22,122.764,12,102.079,78,96.3622,29,26.4016,14
"2025","Arizona St.",69.9259,78,68.4762,112,104.136,226,112.667,76,107.936,224,101.206,73,11.4616,69
"2025","Arkansas",70.4934,55,69.4778,66,108.004,133,113.394,72,100.724,57,95.3003,20,18.0941,39
"2025","Arkansas Pine Bluff",72.5224,14,71.4411,16,96.803,338,95.1387,349,117.868,356,121.184,359,-26.0458,363
"2025","Arkansas St.",70.5143,53,70.1184,49,111.509,70,111.164,96,99.6146,34,102.282,91,8.8822,88
"2025","Army",67.601,195,67.6519,155,102.986,252,99.757,298,110.57,288,114.432,319,-14.675,325
"2025","Auburn",68.982,125,67.833,144,120.794,5,128.078,2,100.369,47,93.4937,13,34.5842,4
"2025","Austin Peay",66.9383,235,66.1528,244,103.528,240,101.814,257,111.909,313,111.284,265,-9.47046,278
"2025","Ball St.",68.2285,168,66.4561,225,107.122,154,103.564,231,109.461,261,112.742,300,-9.17728,272
"2025","Baylor",65.4166,312,64.5923,320,113.258,44,121.115,16,105.055,153,99.5818,57,21.5333,29
"2025","Bellarmine",67.1705,224,66.2467,238,104.599,215,103.711,227,120.141,362,121.595,360,-17.8836,342
"2025","Belmont",70.2996,58,70.6148,31,111.647,66,112.506,81,108.915,250,108.966,219,3.54043,127
"2025","Bethune Cookman",69.6409,89,69.0968,77,98.5583,322,97.3965,332,103.684,109,107.915,198,-10.5188,286
"2025","Binghamton",66.3968,265,65.7838,270,101.991,274,98.8013,315,108.619,242,112.777,301,-13.9761,319
"2025","Boise St.",65.6615,303,65.3076,289,112.508,58,115.853,51,100.567,54,100.233,62,15.62,49
"2025","Boston College",66.9241,237,66.8056,212,102.368,268,105.334,207,109.965,274,107.332,186,-1.99772,184
"2025","Boston University",63.6886,357,63.1437,352,101.383,287,98.9767,311,105.432,161,111.423,269,-12.4467,305
"2025","Bowling Green",69.9008,79,68.7709,96,102.921,255,99.0804,308,107.562,212,109.774,237,-10.6932,288
"2025","Bradley",66.2481,275,65.8087,269,112.627,53,111.274,94,103.41,104,103.763,110,7.51153,92
"2025","Brown",67.3392,215,65.852,266,104.399,220,103.15,236,105.673,166,106.861,177,-3.71186,209
"2025","Bryant",73.0937,6,72.5222,7,109.002,115,106.678,176,101.924,73,105.748,151,0.930138,149
"2025","Bucknell",67.5039,201,67.3163,182,105.124,199,102.667,246,103.376,103,107.735,195,-5.06802,226
"2025","Buffalo",72.1823,17,70.7871,29,97.4868,332,96.3727,340,113.151,336,113.833,311,-17.4605,339
"2025","Butler",67.3138,217,67.5158,164,109.54,103,116.318,42,109.494,263,105.477,145,10.8406,76
"2025","BYU",67.7008,191,67.2809,183,117.373,12,123.623,9,102.989,95,100.625,69,22.9977,24
"2025","Cal Baptist",67.4468,206,65.7763,271,104.443,218,105.665,204,102.647,89,106.295,163,-0.629956,171
"2025","Cal Poly",74.7494,3,74.5329,3,107.266,151,109.379,126,109.922,273,111.318,266,-1.93862,182
"2025","Cal St. Bakersfield",67.1759,223,66.0902,246,105.857,181,106.206,191,111.148,299,112.582,295,-6.37576,244
"2025","Cal St. Fullerton",68.9146,129,68.1942,129,90.6471,360,93.7438,356,113.953,339,112.426,290,-18.682,351
"2025","California",67.8931,185,67.5789,160,108.149,130,111.28,93,109.907,272,106.804,176,4.47579,111
"2025","Campbell",66.1855,280,65.8987,264,103.729,232,101.688,265,104.339,131,106.192,156,-4.50379,219
"2025","Canisius",66.1992,278,66.2204,240,97.9873,330,99.0848,307,118.634,360,122.002,362,-22.9177,359
"2025","Central Arkansas",67.4138,209,66.4104,227,99.1678,316,97.6154,330,115.32,344,116.029,339,-18.4137,349
"2025","Central Connecticut",66.1223,283,65.8564,265,104.99,201,99.7948,297,94.7891,7,101.606,81,-1.81145,181
"2025","Central Michigan",68.456,155,67.2424,187,105.496,186,105.467,205,107.753,217,108.337,207,-2.86971,196
"2025","Charleston",70.1206,67,70.0892,50,107.391,149,106.121,194,103.712,110,105.518,147,0.603424,154
"2025","Charleston Southern",68.9002,130,67.3613,178,100.645,302,99.6439,300,113.05,333,111.776,277,-12.1316,302
"2025","Charlotte",65.3727,314,64.9018,304,105.382,187,104.51,215,112.753,327,112.349,284,-7.83913,258
