team_game_id,game_id,team,toi,cf,ca,gf,ga,is_home,season
996,498,Toronto Maple Leafs,60,62,65,3,9,0,2324
997,499,Columbus Blue Jackets,64.11666667,71,65,2,3,1,2324
998,499,Washington Capitals,64.11666667,65,71,3,2,0,2324
999,500,Florida Panthers,60,75,37,1,4,1,2324
1000,500,St Louis Blues,60,37,75,4,1,0,2324
1001,501,New Jersey Devils,60,51,72,3,6,1,2324
1002,501,Edmonton Oilers,60,72,51,6,3,0,2324
1003,502,Philadelphia Flyers,60,54,60,2,4,1,2324
1004,502,Nashville Predators,60,60,54,4,2,0,2324
1005,503,Pittsburgh Penguins,65,55,65,1,1,1,2324
1006,503,Carolina Hurricanes,65,65,55,1,1,0,2324
1007,504,Tampa Bay Lightning,60,72,60,5,4,1,2324
1008,504,Vegas Golden Knights,60,60,72,4,5,0,2324
1009,505,Dallas Stars,64.83333333,62,49,4,3,1,2324
1010,505,Vancouver Canucks,64.83333333,49,62,3,4,0,2324
1011,506,Minnesota Wild,64.91666667,53,52,4,3,1,2324
1012,506,Montreal Canadiens,64.91666667,52,53,3,4,0,2324
1013,507,Colorado Avalanche,60,60,81,6,4,1,2324
1014,507,Ottawa Senators,60,81,60,4,6,0,2324
1015,508,Anaheim Ducks,60,54,68,0,3,1,2324
1016,508,Calgary Flames,60,68,54,3,0,0,2324
1017,509,San Jose Sharks,60,67,62,2,5,1,2324
1018,509,Arizona Coyotes,60,62,67,5,2,0,2324
1019,510,Detroit Red Wings,65,66,70,6,6,1,2324
1020,510,Philadelphia Flyers,65,70,66,6,6,0,2324
1021,511,New York Rangers,60,68,60,3,4,1,2324
1022,511,Edmonton Oilers,60,60,68,4,3,0,2324
1023,512,Winnipeg Jets,60,68,59,5,1,1,2324
1024,512,Boston Bruins,60,59,68,1,5,0,2324
1025,513,Chicago Blackhawks,60,55,61,2,5,1,2324
1026,513,Montreal Canadiens,60,61,55,5,2,0,2324
1027,514,Florida Panthers,60,81,44,4,2,1,2324
1028,514,Vegas Golden Knights,60,44,81,2,4,0,2324
1029,515,Nashville Predators,60,41,72,2,3,1,2324
1030,515,Dallas Stars,60,72,41,3,2,0,2324
1031,516,Carolina Hurricanes,60,84,44,4,5,1,2324
1032,516,New York Islanders,60,44,84,5,4,0,2324
1033,517,Columbus Blue Jackets,60,61,55,1,4,1,2324
1034,517,Toronto Maple Leafs,60,55,61,4,1,0,2324
1035,518,Minnesota Wild,60,66,44,3,2,1,2324
1036,518,Boston Bruins,60,44,66,2,3,0,2324
1037,519,New Jersey Devils,60,65,46,3,2,1,2324
1038,519,Detroit Red Wings,60,46,65,2,3,0,2324
1039,520,Ottawa Senators,61.16666667,50,77,5,4,1,2324
1040,520,Pittsburgh Penguins,61.16666667,77,50,4,5,0,2324
1041,521,Washington Capitals,65,65,63,1,1,1,2324
1042,521,Tampa Bay Lightning,65,63,65,1,1,0,2324
1043,522,New York Rangers,62.46666667,78,57,4,3,1,2324
1044,522,Buffalo Sabres,62.46666667,57,78,3,4,0,2324
1045,523,Anaheim Ducks,60,60,54,2,3,1,2324
1046,523,Seattle Kraken,60,54,60,3,2,0,2324
1047,524,St Louis Blues,60,67,48,7,5,1,2324
1048,524,Chicago Blackhawks,60,48,67,5,7,0,2324
1049,525,Colorado Avalanche,60,41,39,4,1,1,2324
1050,525,Arizona Coyotes,60,39,41,1,4,0,2324
1051,526,Los Angeles Kings,60,79,70,5,3,1,2324
1052,526,Calgary Flames,60,70,79,3,5,0,2324
1053,527,Vancouver Canucks,60,65,42,7,4,1,2324
1054,527,San Jose Sharks,60,42,65,4,7,0,2324
1055,528,New Jersey Devils,62.2,72,64,4,3,1,2324
1056,528,Columbus Blue Jackets,62.2,64,72,3,4,0,2324
1057,529,New York Rangers,60,50,56,5,1,1,2324
1058,529,Washington Capitals,60,56,50,1,5,0,2324
1059,530,Tampa Bay Lightning,60,59,66,2,3,1,2324
1060,530,Florida Panthers,60,66,59,3,2,0,2324
1061,531,Toronto Maple Leafs,60,86,55,2,4,1,2324
1062,531,Ottawa Senators,60,55,86,4,2,0,2324
1063,532,Buffalo Sabres,60,65,45,1,4,1,2324
1064,532,Boston Bruins,60,45,65,4,1,0,2324
1065,533,New York Islanders,60,48,68,0,7,1,2324
1066,533,Pittsburgh Penguins,60,68,48,7,0,0,2324
1067,534,Minnesota Wild,60,52,61,6,3,1,2324
1068,534,Detroit Red Wings,60,61,52,3,6,0,2324
1069,535,Nashville Predators,60,53,54,2,5,1,2324
1070,535,Carolina Hurricanes,60,54,53,5,2,0,2324
1071,536,St Louis Blues,60,51,77,2,1,1,2324
1072,536,Dallas Stars,60,77,51,1,2,0,2324
1073,537,Arizona Coyotes,64.66666667,60,49,5,4,1,2324
1074,537,Colorado Avalanche,64.66666667,49,60,4,5,0,2324
1075,538,Chicago Blackhawks,62.25,45,82,2,1,1,2324
1076,538,Winnipeg Jets,62.25,82,45,1,2,0,2324
1077,539,Calgary Flames,60,75,49,1,2,1,2324
1078,539,Seattle Kraken,60,49,75,2,1,0,2324
1079,540,Anaheim Ducks,60,46,80,5,2,1,2324
1080,540,Vegas Golden Knights,60,80,46,2,5,0,2324
1081,541,Los Angeles Kings,60,79,58,5,1,1,2324
1082,541,San Jose Sharks,60,58,79,1,5,0,2324
1083,542,Carolina Hurricanes,60,73,53,5,3,1,2324
1084,542,Montreal Canadiens,60,53,73,3,5,0,2324
1085,543,Vancouver Canucks,60,56,48,1,4,1,2324
1086,543,Philadelphia Flyers,60,48,56,4,1,0,2324
1087,544,Vegas Golden Knights,60,49,95,3,2,1,2324
1088,544,Los Angeles Kings,60,95,49,2,3,0,2324
1089,545,San Jose Sharks,60,53,59,0,5,1,2324
1090,545,Edmonton Oilers,60,59,53,5,0,0,2324
1091,546,Columbus Blue Jackets,62.93333333,54,62,6,5,1,2324
1092,546,Toronto Maple Leafs,62.93333333,62,54,5,6,0,2324
1093,547,Detroit Red Wings,62.21666667,59,76,5,4,1,2324
1094,547,Nashville Predators,62.21666667,76,59,4,5,0,2324
1095,548,Florida Panthers,60,74,59,4,3,1,2324
1096,548,New York Rangers,60,59,74,3,4,0,2324
1097,549,Ottawa Senators,60,54,62,2,6,1,2324
1098,549,New Jersey Devils,60,62,54,6,2,0,2324
1099,550,New York Islanders,60,70,48,5,1,1,2324
1100,550,Washington Capitals,60,48,70,1,5,0,2324
1101,551,Dallas Stars,64.86666667,78,62,5,4,1,2324
1102,551,Chicago Blackhawks,64.86666667,62,78,4,5,0,2324
1103,552,St Louis Blues,60,63,40,1,2,1,2324
1104,552,Colorado Avalanche,60,40,63,2,1,0,2324
1105,553,Anaheim Ducks,60,55,70,0,2,1,2324
1106,553,Arizona Coyotes,60,70,55,2,0,0,2324
1107,554,Seattle Kraken,62.58333333,66,60,2,1,1,2324
1108,554,Philadelphia Flyers,62.58333333,60,66,1,2,0,2324
1109,555,Winnipeg Jets,60,66,65,4,2,1,2324
1110,555,Minnesota Wild,60,65,66,2,4,0,2324
1111,556,Buffalo Sabres,61.33333333,79,36,3,2,1,2324
1112,556,Columbus Blue Jackets,61.33333333,36,79,2,3,0,2324
1113,557,Boston Bruins,60,55,55,5,2,1,2324
1114,557,New Jersey Devils,60,55,55,2,5,0,2324
1115,558,Florida Panthers,60,59,47,4,1,1,2324
1116,558,Montreal Canadiens,60,47,59,1,4,0,2324
1117,559,Pittsburgh Penguins,60,63,63,4,2,1,2324
1118,559,St Louis Blues,60,63,63,2,4,0,2324
1119,560,Tampa Bay Lightning,60,78,39,1,5,1,2324
1120,560,New York Rangers,60,39,78,5,1,0,2324
1121,561,Toronto Maple Leafs,60,52,52,2,3,1,2324
1122,561,Carolina Hurricanes,60,52,52,3,2,0,2324
1123,562,Washington Capitals,65,61,80,2,2,1,2324
1124,562,Nashville Predators,65,80,61,2,2,0,2324
1125,563,Los Angeles Kings,65,57,57,2,2,1,2324
1126,563,Edmonton Oilers,65,57,57,2,2,0,2324
1127,564,Minnesota Wild,60,67,59,2,3,1,2324
1128,564,Winnipeg Jets,60,59,67,3,2,0,2324
1129,565,Detroit Red Wings,60,62,44,3,5,1,2324
1130,565,Boston Bruins,60,44,62,5,3,0,2324
1131,566,Ottawa Senators,60,53,74,5,1,1,2324
1132,566,Buffalo Sabres,60,74,53,1,5,0,2324
1133,567,Pittsburgh Penguins,60,87,70,3,1,1,2324
1134,567,New York Islanders,60,70,87,1,3,0,2324
1135,568,Tampa Bay Lightning,60,50,63,4,3,1,2324
1136,568,Montreal Canadiens,60,63,50,3,4,0,2324
1137,569,Anaheim Ducks,60,54,65,2,7,1,2324
1138,569,Edmonton Oilers,60,65,54,7,2,0,2324
1139,570,Calgary Flames,60,63,64,4,3,1,2324
1140,570,Philadelphia Flyers,60,64,63,3,4,0,2324
1141,571,Colorado Avalanche,60,87,30,3,1,1,2324
1142,571,San Jose Sharks,60,30,87,1,3,0,2324
1143,572,Dallas Stars,60,65,55,8,1,1,2324
1144,572,Chicago Blackhawks,60,55,65,1,8,0,2324
1145,573,Seattle Kraken,60,63,69,3,0,1,2324
1146,573,Vegas Golden Knights,60,69,63,0,3,0,2324
1147,574,Columbus Blue Jackets,60,53,48,1,4,1,2324
1148,574,Boston Bruins,60,48,53,4,1,0,2324
1149,575,New York Rangers,60,49,49,1,6,1,2324
1150,575,Carolina Hurricanes,60,49,49,6,1,0,2324
1151,576,Pittsburgh Penguins,60,77,43,3,4,1,2324
1152,576,Washington Capitals,60,43,77,4,3,0,2324
1153,577,Dallas Stars,60,82,37,3,4,1,2324
1154,577,Montreal Canadiens,60,37,82,4,3,0,2324
1155,578,Minnesota Wild,60,66,63,1,3,1,2324
1156,578,Calgary Flames,60,63,66,3,1,0,2324
1157,579,Nashville Predators,60,79,44,3,0,1,2324
1158,579,Chicago Blackhawks,60,44,79,0,3,0,2324
1159,580,Winnipeg Jets,60,56,74,4,2,1,2324
1160,580,Tampa Bay Lightning,60,74,56,2,4,0,2324
1161,581,Arizona Coyotes,60,47,78,1,4,1,2324
1162,581,Florida Panthers,60,78,47,4,1,0,2324
1163,582,Colorado Avalanche,60.53333333,91,44,5,4,1,2324
1164,582,New York Islanders,60.53333333,44,91,4,5,0,2324
1165,583,Edmonton Oilers,60,56,50,5,2,1,2324
1166,583,Philadelphia Flyers,60,50,56,2,5,0,2324
1167,584,Vancouver Canucks,60,60,62,6,3,1,2324
1168,584,Ottawa Senators,60,62,60,3,6,0,2324
1169,585,Los Angeles Kings,60,76,61,0,3,1,2324
1170,585,Toronto Maple Leafs,60,61,76,3,0,0,2324
1171,586,San Jose Sharks,60,69,54,3,5,1,2324
1172,586,Detroit Red Wings,60,54,69,5,3,0,2324
1173,587,Washington Capitals,60,46,62,3,6,1,2324
1174,587,New Jersey Devils,60,62,46,6,3,0,2324
1175,588,Anaheim Ducks,62.2,44,104,1,2,1,2324
1176,588,Toronto Maple Leafs,62.2,104,44,2,1,0,2324
1177,589,Boston Bruins,60,58,58,5,6,1,2324
1178,589,Pittsburgh Penguins,60,58,58,6,5,0,2324
1179,590,Montreal Canadiens,60,63,69,1,6,1,2324
1180,590,Buffalo Sabres,60,69,63,6,1,0,2324
1181,591,New York Rangers,60,66,47,4,1,1,2324
1182,591,Chicago Blackhawks,60,47,66,1,4,0,2324
1183,592,Philadelphia Flyers,65,72,63,2,2,1,2324
1184,592,Columbus Blue Jackets,65,63,72,2,2,0,2324
1185,593,Dallas Stars,63.66666667,71,66,4,5,1,2324
1186,593,Colorado Avalanche,63.66666667,66,71,5,4,0,2324
1187,594,Minnesota Wild,60,47,58,1,4,1,2324
1188,594,Tampa Bay Lightning,60,58,47,4,1,0,2324
1189,595,Nashville Predators,60,71,70,3,6,1,2324
1190,595,Calgary Flames,60,70,71,6,3,0,2324
1191,596,St Louis Blues,60,61,61,2,1,1,2324
1192,596,Vancouver Canucks,60,61,61,1,2,0,2324
1193,597,Arizona Coyotes,60,54,52,1,5,1,2324
1194,597,New York Islanders,60,52,54,5,1,0,2324
1195,598,Seattle Kraken,60,64,87,4,1,1,2324
1196,598,Ottawa Senators,60,87,64,1,4,0,2324
1197,599,Vegas Golden Knights,60,57,64,1,4,1,2324
1198,599,Florida Panthers,60,64,57,4,1,0,2324
1199,600,Los Angeles Kings,65,79,55,3,3,1,2324
1200,600,Detroit Red Wings,65,55,79,3,3,0,2324
1201,601,San Jose Sharks,60,58,66,1,2,1,2324
1202,601,Winnipeg Jets,60,66,58,2,1,0,2324
1203,602,New Jersey Devils,60,68,45,4,2,1,2324
1204,602,Chicago Blackhawks,60,45,68,2,4,0,2324
1205,603,Washington Capitals,60,37,77,2,6,1,2324
1206,603,Carolina Hurricanes,60,77,37,6,2,0,2324
1207,604,Anaheim Ducks,60,76,60,1,3,1,2324
1208,604,Winnipeg Jets,60,60,76,3,1,0,2324
1209,605,Philadelphia Flyers,60,87,62,3,2,1,2324
1210,605,Calgary Flames,60,62,87,2,3,0,2324
1211,606,Colorado Avalanche,60,38,54,4,8,1,2324
1212,606,Florida Panthers,60,54,38,8,4,0,2324
1213,607,Boston Bruins,60,46,62,7,3,1,2324
1214,607,Tampa Bay Lightning,60,62,46,3,7,0,2324
1215,608,Carolina Hurricanes,65,77,43,1,1,1,2324
1216,608,St Louis Blues,65,43,77,1,1,0,2324
1217,609,Columbus Blue Jackets,63.08333333,68,62,3,4,1,2324
1218,609,Minnesota Wild,63.08333333,62,68,4,3,0,2324
1219,610,Montreal Canadiens,65,61,89,3,3,1,2324
1220,610,New York Rangers,65,89,61,3,3,0,2324
1221,611,New Jersey Devils,60,48,79,4,6,1,2324
1222,611,Vancouver Canucks,60,79,48,6,4,0,2324
1223,612,Pittsburgh Penguins,60,79,64,1,3,1,2324
1224,612,Buffalo Sabres,60,64,79,3,1,0,2324
1225,613,San Jose Sharks,60,53,78,1,4,1,2324
1226,613,Toronto Maple Leafs,60,78,53,4,1,0,2324
1227,614,Dallas Stars,60,67,52,3,4,1,2324
1228,614,Nashville Predators,60,52,67,4,3,0,2324
1229,615,Edmonton Oilers,60,67,65,3,1,1,2324
1230,615,Ottawa Senators,60,65,67,1,3,0,2324
1231,616,Vegas Golden Knights,60,61,60,5,2,1,2324
1232,616,New York Islanders,60,60,61,2,5,0,2324
1233,617,Chicago Blackhawks,60,44,66,4,3,1,2324
1234,617,Calgary Flames,60,66,44,3,4,0,2324
1235,618,Washington Capitals,60,59,77,4,3,1,2324
1236,618,Los Angeles Kings,60,77,59,3,4,0,2324
1237,619,Arizona Coyotes,60,48,74,2,6,1,2324
1238,619,Winnipeg Jets,60,74,48,6,2,0,2324
1239,620,Anaheim Ducks,60,57,59,2,3,1,2324
1240,620,Detroit Red Wings,60,59,57,3,2,0,2324
1241,621,New York Rangers,60,69,47,3,6,1,2324
1242,621,Vancouver Canucks,60,47,69,6,3,0,2324
1243,622,Philadelphia Flyers,60,66,68,1,4,1,2324
1244,622,Pittsburgh Penguins,60,68,66,4,1,0,2324
1245,623,Minnesota Wild,60,54,47,0,4,1,2324
1246,623,Dallas Stars,60,47,54,4,0,0,2324
1247,624,Colorado Avalanche,65,75,53,3,3,1,2324
1248,624,Boston Bruins,65,53,75,3,3,0,2324
1249,625,Buffalo Sabres,60,77,50,2,5,1,2324
1250,625,Seattle Kraken,60,50,77,5,2,0,2324
1251,626,Tampa Bay Lightning,62.05,69,42,3,2,1,2324
1252,626,Los Angeles Kings,62.05,42,69,2,3,0,2324
1253,627,Toronto Maple Leafs,60,89,39,7,1,1,2324
1254,627,San Jose Sharks,60,39,89,1,7,0,2324
1255,628,New York Islanders,60,35,64,2,5,1,2324
1256,628,Vancouver Canucks,60,64,35,5,2,0,2324
1257,629,Nashville Predators,60,73,53,3,5,1,2324
1258,629,Anaheim Ducks,60,53,73,5,3,0,2324
1259,630,St Louis Blues,60,59,49,1,5,1,2324
1260,630,Florida Panthers,60,49,59,5,1,0,2324
1261,631,Winnipeg Jets,60,60,65,5,0,1,2324
1262,631,Columbus Blue Jackets,60,65,60,0,5,0,2324
1263,632,Chicago Blackhawks,60,56,42,1,2,1,2324
1264,632,Edmonton Oilers,60,42,56,2,1,0,2324
1265,633,Arizona Coyotes,64.06666667,66,61,4,3,1,2324
1266,633,Boston Bruins,64.06666667,61,66,3,4,0,2324
1267,634,Calgary Flames,60,64,57,6,3,1,2324
1268,634,Ottawa Senators,60,57,64,3,6,0,2324
1269,635,Philadelphia Flyers,65,79,47,2,2,1,2324
1270,635,Montreal Canadiens,65,47,79,2,2,0,2324
1271,636,Dallas Stars,60,63,57,7,2,1,2324
1272,636,Minnesota Wild,60,57,63,2,7,0,2324
1273,637,Colorado Avalanche,60,69,56,3,0,1,2324
1274,637,Vegas Golden Knights,60,56,69,0,3,0,2324
1275,638,Buffalo Sabres,60,51,67,5,3,1,2324
1276,638,Ottawa Senators,60,67,51,3,5,0,2324
1277,639,Carolina Hurricanes,60,61,38,6,3,1,2324
1278,639,Anaheim Ducks,60,38,61,3,6,0,2324
1279,640,Detroit Red Wings,61.33333333,58,83,2,3,1,2324
1280,640,Edmonton Oilers,61.33333333,83,58,3,2,0,2324
1281,641,Florida Panthers,64.98333333,83,58,3,2,1,2324
1282,641,Los Angeles Kings,64.98333333,58,83,2,3,0,2324
1283,642,Montreal Canadiens,60,68,62,2,3,1,2324
1284,642,San Jose Sharks,60,62,68,3,2,0,2324
1285,643,Pittsburgh Penguins,63.08333333,73,50,3,4,1,2324
1286,643,Vancouver Canucks,63.08333333,50,73,4,3,0,2324
1287,644,Tampa Bay Lightning,61.86666667,44,57,4,3,1,2324
1288,644,New Jersey Devils,61.86666667,57,44,3,4,0,2324
1289,645,Washington Capitals,60,62,63,1,4,1,2324
1290,645,Seattle Kraken,60,63,62,4,1,0,2324
1291,646,New York Islanders,60.35,64,63,4,3,1,2324
1292,646,Toronto Maple Leafs,60.35,63,64,3,4,0,2324
1293,647,St Louis Blues,60,39,90,5,2,1,2324
1294,647,New York Rangers,60,90,39,2,5,0,2324
1295,648,Winnipeg Jets,60,69,49,2,1,1,2324
1296,648,Chicago Blackhawks,60,49,69,1,2,0,2324
1297,649,Arizona Coyotes,60,75,55,2,6,1,2324
1298,649,Calgary Flames,60,55,75,6,2,0,2324
1299,650,Vegas Golden Knights,60.76666667,57,65,2,1,1,2324
1300,650,Boston Bruins,60.76666667,65,57,1,2,0,2324
1301,651,Dallas Stars,60,56,68,3,6,1,2324
1302,651,Nashville Predators,60,68,56,6,3,0,2324
1303,652,Minnesota Wild,63.6,59,66,3,4,1,2324
1304,652,Philadelphia Flyers,63.6,66,59,4,3,0,2324
1305,653,Washington Capitals,60,48,63,3,2,1,2324
1306,653,New York Rangers,60,63,48,2,3,0,2324
1307,654,Buffalo Sabres,60,56,47,0,1,1,2324
1308,654,Vancouver Canucks,60,47,56,1,0,0,2324
1309,655,Ottawa Senators,60,84,41,5,4,1,2324
1310,655,San Jose Sharks,60,41,84,4,5,0,2324
1311,656,Florida Panthers,60,80,43,1,4,1,2324
1312,656,New Jersey Devils,60,43,80,4,1,0,2324
1313,657,Carolina Hurricanes,61.68333333,61,65,3,2,1,2324
1314,657,Pittsburgh Penguins,61.68333333,65,61,2,3,0,2324
1315,658,Columbus Blue Jackets,60,72,53,4,7,1,2324
1316,658,Seattle Kraken,60,53,72,7,4,0,2324
1317,659,Detroit Red Wings,60,51,68,5,3,1,2324
1318,659,Los Angeles Kings,60,68,51,3,5,0,2324
1319,660,Montreal Canadiens,62.01666667,46,85,1,2,1,2324
1320,660,Edmonton Oilers,62.01666667,85,46,2,1,0,2324
1321,661,Tampa Bay Lightning,60,70,43,5,1,1,2324
1322,661,Anaheim Ducks,60,43,70,1,5,0,2324
1323,662,Toronto Maple Leafs,60,58,77,3,5,1,2324
1324,662,Colorado Avalanche,60,77,58,5,3,0,2324
1325,663,Winnipeg Jets,60,82,65,0,2,1,2324
1326,663,Philadelphia Flyers,60,65,82,2,0,0,2324
1327,664,Chicago Blackhawks,60,61,61,1,3,1,2324
1328,664,Dallas Stars,60,61,61,3,1,0,2324
1329,665,Minnesota Wild,60,73,53,0,6,1,2324
1330,665,Arizona Coyotes,60,53,73,6,0,0,2324
1331,666,Nashville Predators,60,72,58,3,1,1,2324
1332,666,New York Islanders,60,58,72,1,3,0,2324
1333,667,St Louis Blues,61.16666667,38,68,3,4,1,2324
1334,667,Boston Bruins,61.16666667,68,38,4,3,0,2324
1335,668,Vegas Golden Knights,60,81,61,1,3,1,2324
1336,668,Calgary Flames,60,61,81,3,1,0,2324
1337,669,New York Rangers,60,56,62,2,1,1,2324
1338,669,Washington Capitals,60,62,56,1,2,0,2324
1339,670,Toronto Maple Leafs,60,67,52,2,4,1,2324
1340,670,Detroit Red Wings,60,52,67,4,2,0,2324
1341,671,Boston Bruins,60,69,61,3,0,1,2324
1342,671,New Jersey Devils,60,61,69,0,3,0,2324
1343,672,Buffalo Sabres,60,63,63,3,0,1,2324
1344,672,San Jose Sharks,60,63,63,0,3,0,2324
1345,673,Columbus Blue Jackets,65,74,55,3,3,1,2324
1346,673,Vancouver Canucks,65,55,74,3,3,0,2324
1347,674,Florida Panthers,60.8,76,50,4,5,1,2324
1348,674,Anaheim Ducks,60.8,50,76,5,4,0,2324
1349,675,Carolina Hurricanes,60,66,48,2,5,1,2324
1350,675,Los Angeles Kings,60,48,66,5,2,0,2324
1351,676,Minnesota Wild,60,66,47,5,0,1,2324
1352,676,New York Islanders,60,47,66,0,5,0,2324
1353,677,Pittsburgh Penguins,60,62,50,3,0,1,2324
1354,677,Seattle Kraken,60,50,62,0,3,0,2324
1355,678,Montreal Canadiens,60,47,84,4,3,1,2324
1356,678,Colorado Avalanche,60,84,47,3,4,0,2324
1357,679,St Louis Blues,60,58,78,2,4,1,2324
1358,679,Philadelphia Flyers,60,78,58,4,2,0,2324
1359,680,Vegas Golden Knights,60,67,77,4,1,1,2324
1360,680,Nashville Predators,60,77,67,1,4,0,2324
1361,681,New York Rangers,60,52,66,5,2,1,2324
1362,681,Seattle Kraken,60,66,52,2,5,0,2324
1363,682,Ottawa Senators,60,81,54,4,7,1,2324
1364,682,Colorado Avalanche,60,54,81,7,4,0,2324
1365,683,Washington Capitals,60,51,63,2,0,1,2324
1366,683,Anaheim Ducks,60,63,51,0,2,0,2324
1367,684,Dallas Stars,60,60,75,5,1,1,2324
1368,684,Los Angeles Kings,60,75,60,1,5,0,2324
1369,685,Winnipeg Jets,60,72,63,4,2,1,2324
1370,685,New York Islanders,60,63,72,2,4,0,2324
1371,686,Chicago Blackhawks,65,64,65,1,1,1,2324
1372,686,San Jose Sharks,65,65,64,1,1,0,2324
1373,687,Calgary Flames,64.71666667,54,63,3,2,1,2324
1374,687,Arizona Coyotes,64.71666667,63,54,2,3,0,2324
1375,688,Edmonton Oilers,60,75,52,4,2,1,2324
1376,688,Toronto Maple Leafs,60,52,75,2,4,0,2324
1377,689,Florida Panthers,61.15,76,49,2,3,1,2324
1378,689,Detroit Red Wings,61.15,49,76,3,2,0,2324
1379,690,New Jersey Devils,60,69,45,2,3,1,2324
1380,690,Montreal Canadiens,60,45,69,3,2,0,2324
1381,691,Buffalo Sabres,60,64,40,3,0,1,2324
1382,691,Chicago Blackhawks,60,40,64,0,3,0,2324
1383,692,Boston Bruins,60,63,63,5,2,1,2324
1384,692,Colorado Avalanche,60,63,63,2,5,0,2324
1385,693,Ottawa Senators,60,76,52,6,2,1,2324
1386,693,Montreal Canadiens,60,52,76,2,6,0,2324
1387,694,Philadelphia Flyers,60,77,46,5,1,1,2324
1388,694,Dallas Stars,60,46,77,1,5,0,2324
1389,695,Tampa Bay Lightning,60,67,63,7,3,1,2324
1390,695,Minnesota Wild,60,63,67,3,7,0,2324
1391,696,Washington Capitals,60,49,52,5,2,1,2324
1392,696,St Louis Blues,60,52,49,2,5,0,2324
1393,697,Calgary Flames,60,59,61,3,4,1,2324
1394,697,Toronto Maple Leafs,60,61,59,4,3,0,2324
1395,698,Edmonton Oilers,60,53,57,4,2,1,2324
1396,698,Seattle Kraken,60,57,53,2,4,0,2324
1397,699,Los Angeles Kings,60,78,66,1,2,1,2324
1398,699,Nashville Predators,60,66,78,2,1,0,2324
1399,700,Vancouver Canucks,60,51,38,2,1,1,2324
1400,700,Arizona Coyotes,60,38,51,1,2,0,2324
1401,701,Vegas Golden Knights,60,46,69,5,1,1,2324
1402,701,New York Rangers,60,69,46,1,5,0,2324
1403,702,Carolina Hurricanes,60,64,32,4,2,1,2324
1404,702,Detroit Red Wings,60,32,64,2,4,0,2324
1405,703,Columbus Blue Jackets,60,70,67,1,4,1,2324
1406,703,New Jersey Devils,60,67,70,4,1,0,2324
1407,704,Florida Panthers,60,90,47,4,6,1,2324
1408,704,Minnesota Wild,60,47,90,6,4,0,2324
1409,705,Chicago Blackhawks,60.36666667,55,73,4,3,1,2324
1410,705,New York Islanders,60.36666667,73,55,3,4,0,2324
1411,706,Buffalo Sabres,60,55,43,1,3,1,2324
1412,706,Tampa Bay Lightning,60,43,55,3,1,0,2324
1413,707,Philadelphia Flyers,60,86,46,4,7,1,2324
1414,707,Colorado Avalanche,60,46,86,7,4,0,2324
1415,708,Arizona Coyotes,60,59,72,3,2,1,2324
1416,708,Nashville Predators,60,72,59,2,3,0,2324
1417,709,Ottawa Senators,64.23333333,65,55,1,2,1,2324
1418,709,Winnipeg Jets,64.23333333,55,65,2,1,0,2324
1419,710,Boston Bruins,60,53,46,9,4,1,2324
1420,710,Montreal Canadiens,60,46,53,4,9,0,2324
1421,711,New Jersey Devils,60,66,68,2,6,1,2324
1422,711,Dallas Stars,60,68,66,6,2,0,2324
1423,712,Vancouver Canucks,60,50,77,6,4,1,2324
1424,712,Toronto Maple Leafs,60,77,50,4,6,0,2324
1425,713,St Louis Blues,60,56,46,3,0,1,2324
1426,713,Washington Capitals,60,46,56,0,3,0,2324
1427,714,Calgary Flames,60,49,55,1,3,1,2324
1428,714,Edmonton Oilers,60,55,49,3,1,0,2324
1429,715,San Jose Sharks,60,57,67,5,3,1,2324
1430,715,Anaheim Ducks,60,67,57,3,5,0,2324
1431,716,Vegas Golden Knights,60,58,58,3,2,1,2324
1432,716,Pittsburgh Penguins,60,58,58,2,3,0,2324
1433,717,Los Angeles Kings,60,55,53,2,1,1,2324
1434,717,New York Rangers,60,53,55,1,2,0,2324
1435,718,Philadelphia Flyers,60,54,64,3,5,1,2324
1436,718,Ottawa Senators,60,64,54,5,3,0,2324
1437,719,Carolina Hurricanes,60,89,38,2,5,1,2324
1438,719,Minnesota Wild,60,38,89,5,2,0,2324
1439,720,Detroit Red Wings,60,60,53,2,1,1,2324
1440,720,Tampa Bay Lightning,60,53,60,1,2,0,2324
1441,721,New York Islanders,60.68333333,48,82,3,2,1,2324
1442,721,Dallas Stars,60.68333333,82,48,2,3,0,2324
1443,722,Anaheim Ducks,60,36,79,2,5,1,2324
1444,722,New York Rangers,60,79,36,5,2,0,2324
1445,723,Seattle Kraken,60,50,64,1,3,1,2324
1446,723,Toronto Maple Leafs,60,64,50,3,1,0,2324
1447,724,Boston Bruins,60,48,53,4,1,1,2324
1448,724,Winnipeg Jets,60,53,48,1,4,0,2324
1449,725,New Jersey Devils,62.58333333,71,55,6,5,1,2324
1450,725,Vegas Golden Knights,62.58333333,55,71,5,6,0,2324
1451,726,Nashville Predators,60,52,71,1,4,1,2324
1452,726,Florida Panthers,60,71,52,4,1,0,2324
1453,727,Arizona Coyotes,60,59,50,5,2,1,2324
1454,727,Pittsburgh Penguins,60,50,59,2,5,0,2324
1455,728,Vancouver Canucks,60,59,50,2,0,1,2324
1456,728,Chicago Blackhawks,60,50,59,0,2,0,2324
1457,729,Los Angeles Kings,65,90,61,3,3,1,2324
1458,729,San Jose Sharks,65,61,90,3,3,0,2324
