id,game_id,round_id,s_curve_a,s_curve_b
1433,63,6,28,50
1434,63,6,28,51
1435,63,6,28,54
1436,63,6,28,55
1437,63,6,28,58
1438,63,6,28,59
1439,63,6,28,62
1440,63,6,28,63
1441,63,6,29,2
1442,63,6,29,3
1443,63,6,29,6
1444,63,6,29,7
1445,63,6,29,10
1446,63,6,29,11
1447,63,6,29,14
1448,63,6,29,15
1449,63,6,29,18
1450,63,6,29,19
1451,63,6,29,22
1452,63,6,29,23
1453,63,6,29,26
1454,63,6,29,27
1455,63,6,29,30
1456,63,6,29,31
1457,63,6,29,34
1458,63,6,29,35
1459,63,6,29,38
1460,63,6,29,39
1461,63,6,29,42
1462,63,6,29,43
1463,63,6,29,46
1464,63,6,29,47
1465,63,6,29,50
1466,63,6,29,51
1467,63,6,29,54
1468,63,6,29,55
1469,63,6,29,58
1470,63,6,29,59
1471,63,6,29,62
1472,63,6,29,63
1473,63,6,32,2
1474,63,6,32,3
1475,63,6,32,6
1476,63,6,32,7
1477,63,6,32,10
1478,63,6,32,11
1479,63,6,32,14
1480,63,6,32,15
1481,63,6,32,18
1482,63,6,32,19
1483,63,6,32,22
1484,63,6,32,23
1485,63,6,32,26
1486,63,6,32,27
1487,63,6,32,30
1488,63,6,32,31
1489,63,6,32,34
1490,63,6,32,35
1491,63,6,32,38
1492,63,6,32,39
1493,63,6,32,42
1494,63,6,32,43
1495,63,6,32,46
1496,63,6,32,47
1497,63,6,32,50
1498,63,6,32,51
1499,63,6,32,54
1500,63,6,32,55
1501,63,6,32,58
1502,63,6,32,59
1503,63,6,32,62
1504,63,6,32,63
1505,63,6,33,2
1506,63,6,33,3
1507,63,6,33,6
1508,63,6,33,7
1509,63,6,33,10
1510,63,6,33,11
1511,63,6,33,14
1512,63,6,33,15
1513,63,6,33,18
1514,63,6,33,19
1515,63,6,33,22
1516,63,6,33,23
1517,63,6,33,26
1518,63,6,33,27
1519,63,6,33,30
1520,63,6,33,31
1521,63,6,33,34
1522,63,6,33,35
1523,63,6,33,38
1524,63,6,33,39
1525,63,6,33,42
1526,63,6,33,43
1527,63,6,33,46
1528,63,6,33,47
1529,63,6,33,50
1530,63,6,33,51
1531,63,6,33,54
1532,63,6,33,55
1533,63,6,33,58
1534,63,6,33,59
1535,63,6,33,62
1536,63,6,33,63
1537,63,6,36,2
1538,63,6,36,3
1539,63,6,36,6
1540,63,6,36,7
1541,63,6,36,10
1542,63,6,36,11
1543,63,6,36,14
1544,63,6,36,15
1545,63,6,36,18
1546,63,6,36,19
1547,63,6,36,22
1548,63,6,36,23
1549,63,6,36,26
1550,63,6,36,27
1551,63,6,36,30
1552,63,6,36,31
1553,63,6,36,34
1554,63,6,36,35
1555,63,6,36,38
1556,63,6,36,39
1557,63,6,36,42
1558,63,6,36,43
1559,63,6,36,46
1560,63,6,36,47
1561,63,6,36,50
1562,63,6,36,51
1563,63,6,36,54
1564,63,6,36,55
1565,63,6,36,58
1566,63,6,36,59
1567,63,6,36,62
1568,63,6,36,63
1569,63,6,37,2
1570,63,6,37,3
1571,63,6,37,6
1572,63,6,37,7
1573,63,6,37,10
1574,63,6,37,11
1575,63,6,37,14
1576,63,6,37,15
1577,63,6,37,18
1578,63,6,37,19
1579,63,6,37,22
1580,63,6,37,23
1581,63,6,37,26
1582,63,6,37,27
1583,63,6,37,30
1584,63,6,37,31
1585,63,6,37,34
1586,63,6,37,35
1587,63,6,37,38
1588,63,6,37,39
1589,63,6,37,42
1590,63,6,37,43
1591,63,6,37,46
1592,63,6,37,47
1593,63,6,37,50
1594,63,6,37,51
1595,63,6,37,54
1596,63,6,37,55
1597,63,6,37,58
1598,63,6,37,59
1599,63,6,37,62
1600,63,6,37,63
1601,63,6,40,2
1602,63,6,40,3
1603,63,6,40,6
1604,63,6,40,7
1605,63,6,40,10
1606,63,6,40,11
1607,63,6,40,14
1608,63,6,40,15
1609,63,6,40,18
1610,63,6,40,19
1611,63,6,40,22
1612,63,6,40,23
1613,63,6,40,26
1614,63,6,40,27
1615,63,6,40,30
1616,63,6,40,31
1617,63,6,40,34
1618,63,6,40,35
1619,63,6,40,38
1620,63,6,40,39
1621,63,6,40,42
1622,63,6,40,43
1623,63,6,40,46
1624,63,6,40,47
1625,63,6,40,50
1626,63,6,40,51
1627,63,6,40,54
1628,63,6,40,55
1629,63,6,40,58
1630,63,6,40,59
1631,63,6,40,62
1632,63,6,40,63
1633,63,6,41,2
1634,63,6,41,3
1635,63,6,41,6
1636,63,6,41,7
1637,63,6,41,10
1638,63,6,41,11
1639,63,6,41,14
1640,63,6,41,15
1641,63,6,41,18
1642,63,6,41,19
1643,63,6,41,22
1644,63,6,41,23
1645,63,6,41,26
1646,63,6,41,27
1647,63,6,41,30
1648,63,6,41,31
1649,63,6,41,34
1650,63,6,41,35
1651,63,6,41,38
1652,63,6,41,39
1653,63,6,41,42
1654,63,6,41,43
1655,63,6,41,46
1656,63,6,41,47
1657,63,6,41,50
1658,63,6,41,51
1659,63,6,41,54
1660,63,6,41,55
1661,63,6,41,58
1662,63,6,41,59
1663,63,6,41,62
1664,63,6,41,63
1665,63,6,44,2
1666,63,6,44,3
1667,63,6,44,6
1668,63,6,44,7
1669,63,6,44,10
1670,63,6,44,11
1671,63,6,44,14
1672,63,6,44,15
1673,63,6,44,18
1674,63,6,44,19
1675,63,6,44,22
1676,63,6,44,23
1677,63,6,44,26
1678,63,6,44,27
1679,63,6,44,30
1680,63,6,44,31
1681,63,6,44,34
1682,63,6,44,35
1683,63,6,44,38
1684,63,6,44,39
1685,63,6,44,42
1686,63,6,44,43
1687,63,6,44,46
1688,63,6,44,47
1689,63,6,44,50
1690,63,6,44,51
1691,63,6,44,54
1692,63,6,44,55
1693,63,6,44,58
1694,63,6,44,59
1695,63,6,44,62
1696,63,6,44,63
1697,63,6,45,2
1698,63,6,45,3
1699,63,6,45,6
1700,63,6,45,7
1701,63,6,45,10
1702,63,6,45,11
1703,63,6,45,14
1704,63,6,45,15
1705,63,6,45,18
1706,63,6,45,19
1707,63,6,45,22
1708,63,6,45,23
1709,63,6,45,26
1710,63,6,45,27
1711,63,6,45,30
1712,63,6,45,31
1713,63,6,45,34
1714,63,6,45,35
1715,63,6,45,38
1716,63,6,45,39
1717,63,6,45,42
1718,63,6,45,43
1719,63,6,45,46
1720,63,6,45,47
1721,63,6,45,50
1722,63,6,45,51
1723,63,6,45,54
1724,63,6,45,55
1725,63,6,45,58
1726,63,6,45,59
1727,63,6,45,62
1728,63,6,45,63
1729,63,6,48,2
1730,63,6,48,3
1731,63,6,48,6
1732,63,6,48,7
1733,63,6,48,10
1734,63,6,48,11
1735,63,6,48,14
1736,63,6,48,15
1737,63,6,48,18
1738,63,6,48,19
1739,63,6,48,22
1740,63,6,48,23
1741,63,6,48,26
1742,63,6,48,27
1743,63,6,48,30
1744,63,6,48,31
1745,63,6,48,34
1746,63,6,48,35
1747,63,6,48,38
1748,63,6,48,39
1749,63,6,48,42
1750,63,6,48,43
1751,63,6,48,46
1752,63,6,48,47
1753,63,6,48,50
1754,63,6,48,51
1755,63,6,48,54
1756,63,6,48,55
1757,63,6,48,58
1758,63,6,48,59
1759,63,6,48,62
1760,63,6,48,63
1761,63,6,49,2
1762,63,6,49,3
1763,63,6,49,6
1764,63,6,49,7
1765,63,6,49,10
1766,63,6,49,11
1767,63,6,49,14
1768,63,6,49,15
1769,63,6,49,18
1770,63,6,49,19
1771,63,6,49,22
1772,63,6,49,23
1773,63,6,49,26
1774,63,6,49,27
1775,63,6,49,30
1776,63,6,49,31
1777,63,6,49,34
1778,63,6,49,35
1779,63,6,49,38
1780,63,6,49,39
1781,63,6,49,42
1782,63,6,49,43
1783,63,6,49,46
1784,63,6,49,47
1785,63,6,49,50
1786,63,6,49,51
1787,63,6,49,54
1788,63,6,49,55
1789,63,6,49,58
1790,63,6,49,59
1791,63,6,49,62
1792,63,6,49,63
1793,63,6,52,2
1794,63,6,52,3
1795,63,6,52,6
1796,63,6,52,7
1797,63,6,52,10
1798,63,6,52,11
1799,63,6,52,14
1800,63,6,52,15
1801,63,6,52,18
1802,63,6,52,19
1803,63,6,52,22
1804,63,6,52,23
1805,63,6,52,26
1806,63,6,52,27
1807,63,6,52,30
1808,63,6,52,31
1809,63,6,52,34
1810,63,6,52,35
1811,63,6,52,38
1812,63,6,52,39
1813,63,6,52,42
1814,63,6,52,43
1815,63,6,52,46
1816,63,6,52,47
1817,63,6,52,50
1818,63,6,52,51
1819,63,6,52,54
1820,63,6,52,55
1821,63,6,52,58
1822,63,6,52,59
1823,63,6,52,62
1824,63,6,52,63
1825,63,6,53,2
1826,63,6,53,3
1827,63,6,53,6
1828,63,6,53,7
1829,63,6,53,10
1830,63,6,53,11
1831,63,6,53,14
1832,63,6,53,15
1833,63,6,53,18
1834,63,6,53,19
1835,63,6,53,22
1836,63,6,53,23
1837,63,6,53,26
1838,63,6,53,27
1839,63,6,53,30
1840,63,6,53,31
1841,63,6,53,34
1842,63,6,53,35
1843,63,6,53,38
1844,63,6,53,39
1845,63,6,53,42
1846,63,6,53,43
1847,63,6,53,46
1848,63,6,53,47
1849,63,6,53,50
1850,63,6,53,51
1851,63,6,53,54
1852,63,6,53,55
1853,63,6,53,58
1854,63,6,53,59
1855,63,6,53,62
1856,63,6,53,63
1857,63,6,56,2
1858,63,6,56,3
1859,63,6,56,6
1860,63,6,56,7
1861,63,6,56,10
1862,63,6,56,11
1863,63,6,56,14
1864,63,6,56,15
1865,63,6,56,18
1866,63,6,56,19
1867,63,6,56,22
1868,63,6,56,23
1869,63,6,56,26
1870,63,6,56,27
1871,63,6,56,30
1872,63,6,56,31
1873,63,6,56,34
1874,63,6,56,35
1875,63,6,56,38
1876,63,6,56,39
1877,63,6,56,42
1878,63,6,56,43
1879,63,6,56,46
1880,63,6,56,47
1881,63,6,56,50
1882,63,6,56,51
1883,63,6,56,54
1884,63,6,56,55
1885,63,6,56,58
1886,63,6,56,59
1887,63,6,56,62
1888,63,6,56,63
1889,63,6,57,2
1890,63,6,57,3
1891,63,6,57,6
1892,63,6,57,7
1893,63,6,57,10
1894,63,6,57,11
1895,63,6,57,14
1896,63,6,57,15
1897,63,6,57,18
1898,63,6,57,19
1899,63,6,57,22
1900,63,6,57,23
1901,63,6,57,26
1902,63,6,57,27
1903,63,6,57,30
1904,63,6,57,31
1905,63,6,57,34
1906,63,6,57,35
1907,63,6,57,38
1908,63,6,57,39
1909,63,6,57,42
1910,63,6,57,43
1911,63,6,57,46
1912,63,6,57,47
1913,63,6,57,50
1914,63,6,57,51
1915,63,6,57,54
1916,63,6,57,55
1917,63,6,57,58
1918,63,6,57,59
1919,63,6,57,62
1920,63,6,57,63
1921,63,6,60,2
1922,63,6,60,3
1923,63,6,60,6
1924,63,6,60,7
1925,63,6,60,10
1926,63,6,60,11
1927,63,6,60,14
1928,63,6,60,15
1929,63,6,60,18
1930,63,6,60,19
1931,63,6,60,22
1932,63,6,60,23
1933,63,6,60,26
1934,63,6,60,27
1935,63,6,60,30
1936,63,6,60,31
1937,63,6,60,34
1938,63,6,60,35
1939,63,6,60,38
1940,63,6,60,39
1941,63,6,60,42
1942,63,6,60,43
1943,63,6,60,46
1944,63,6,60,47
1945,63,6,60,50
1946,63,6,60,51
1947,63,6,60,54
1948,63,6,60,55
1949,63,6,60,58
1950,63,6,60,59
1951,63,6,60,62
1952,63,6,60,63
1953,63,6,61,2
1954,63,6,61,3
1955,63,6,61,6
1956,63,6,61,7
1957,63,6,61,10
1958,63,6,61,11
1959,63,6,61,14
1960,63,6,61,15
1961,63,6,61,18
1962,63,6,61,19
1963,63,6,61,22
1964,63,6,61,23
1965,63,6,61,26
1966,63,6,61,27
1967,63,6,61,30
1968,63,6,61,31
1969,63,6,61,34
1970,63,6,61,35
1971,63,6,61,38
1972,63,6,61,39
1973,63,6,61,42
1974,63,6,61,43
1975,63,6,61,46
1976,63,6,61,47
1977,63,6,61,50
1978,63,6,61,51
1979,63,6,61,54
1980,63,6,61,55
1981,63,6,61,58
1982,63,6,61,59
1983,63,6,61,62
1984,63,6,61,63
1985,63,6,64,2
1986,63,6,64,3
1987,63,6,64,6
1988,63,6,64,7
1989,63,6,64,10
1990,63,6,64,11
1991,63,6,64,14
1992,63,6,64,15
1993,63,6,64,18
1994,63,6,64,19
1995,63,6,64,22
1996,63,6,64,23
1997,63,6,64,26
1998,63,6,64,27
1999,63,6,64,30
2000,63,6,64,31
2001,63,6,64,34
2002,63,6,64,35
2003,63,6,64,38
2004,63,6,64,39
2005,63,6,64,42
2006,63,6,64,43
2007,63,6,64,46
2008,63,6,64,47
2009,63,6,64,50
2010,63,6,64,51
2011,63,6,64,54
2012,63,6,64,55
2013,63,6,64,58
2014,63,6,64,59
2015,63,6,64,62
2016,63,6,64,63
