replay id;replay title;map;date;result;team name;opposing team name;player name;car id;car name;score;goals;assists;saves;shots;shots conceded;goals conceded;goals conceded while last defender;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;avg speed;total distance;time slow speed;percentage slow speed;time boost speed;percentage boost speed;time supersonic speed;percentage supersonic speed;time on ground;percentage on ground;time low in air;percentage low in air;time high in air;percentage high in air;time powerslide;avg powerslide time;count powerslide;time most back;percentage most back;time most forward;percentage most forward;time in front of ball;percentage in front of ball;time behind ball;percentage behind ball;time in front of ball;percentage in front of ball;time defensive half;percentage defensive half;time offensive half;percentage offensive half;time defensive third;percentage defensive third;time neutral third;percentage neutral third;time offensive third;percentage offensive third;avg distance to ball;avg distance to ball has possession;avg distance to ball no possession;avg distance to team mates;demos inflicted;demos taken
188464fd-6c66-4603-a12e-93ba38474889;2025-01-10.18.18 Mat. Private Win;DFH Stadium;2025-01-10 17:18:27;loss;REDEMPTION;ASCEND;Smokez;23;Octane;228;0;1;0;2;8;4;1;0;414;47.78;2263;1484;779;17;70;595;281;314;3;28;32.62;27.61;293;241;18;1573;505626;151.05;43.88;136.15;39.55;57.01;16.56;180.56;52.46;140.94;40.95;22.7;6.6;9.52;0.12;80;91.8;26.23;121.4;34.69;127.55;37.06;216.65;62.94;127.55;37.06;208.91;60.69;135.3;39.31;133.72;38.85;147.42;42.83;63.07;18.32;2839;3008;2655;3700;3;2
5299d8e2-924f-478e-a0ce-69ea296d6401;2025-01-10.11.19 Player Private Win;Mannfield (Night);2025-01-10 17:19:41;win;KARMINE CORP;100%;Atow.;4284;Fennec;332;0;0;3;2;7;0;0;0;466;48.81;2450;1395;1055;17;92;791;390;401;5;36;25.47;21.7;333;323;121;1675;507719;99.69;32.04;162.78;52.32;48.64;15.63;162.12;52.11;132.16;42.48;16.82;5.41;6.01;0.08;71;110.1;34.73;103.2;32.56;71.61;23.02;239.5;76.98;71.61;23.02;170.06;54.66;141.04;45.34;112.85;36.27;108.62;34.91;89.63;28.81;2831;2765;2892;3719;3;2
5299d8e2-924f-478e-a0ce-69ea296d6401;2025-01-10.11.19 Player Private Win;Mannfield (Night);2025-01-10 17:19:41;win;KARMINE CORP;100%;Vatira;23;Octane;290;1;0;0;5;7;0;0;20;436;46.89;2247;1504;743;18;71;564;280;284;3;26;43.64;44.87;320;357;25;1586;481754;115.94;37.28;138.29;44.46;56.78;18.26;148.46;47.73;137.01;44.05;25.54;8.21;6.06;0.11;56;105.8;33.38;98.3;31.01;72.28;23.24;238.73;76.76;72.28;23.24;165.75;53.29;145.27;46.71;112.12;36.05;115.44;37.12;83.45;26.83;2602;2350;2822;3625;1;2
5299d8e2-924f-478e-a0ce-69ea296d6401;2025-01-10.11.19 Player Private Win;Mannfield (Night);2025-01-10 17:19:41;win;KARMINE CORP;100%;dralii;4284;Fennec;220;0;0;1;3;7;0;0;0;451;56.81;2499;1958;541;26;53;1043;772;271;9;26;19.63;41.44;330;705;153;1598;484566;125.17;40.25;123.76;39.8;62.06;19.96;167.81;53.96;116.37;37.42;26.82;8.62;7.23;0.1;69;113.8;35.9;114.2;36.03;76.69;24.66;234.31;75.34;76.69;24.66;153.56;49.38;157.44;50.62;107.98;34.72;117.86;37.9;85.16;27.38;2981;2505;3487;3879;0;2
5299d8e2-924f-478e-a0ce-69ea296d6401;2025-01-10.11.19 Player Private Win;Mannfield (Night);2025-01-10 17:19:41;loss;100%;KARMINE CORP;accro;4284;Fennec;196;0;0;1;3;10;1;0;0;358;43.53;1764;1164;600;14;53;288;192;96;2;8;56.39;19.36;215;252;7;1515;458349;146.29;47.03;121.07;38.92;43.71;14.05;176.83;56.85;119.53;38.43;14.7;4.73;5.07;0.13;40;119.5;37.7;107;33.75;115.22;37.04;195.84;62.96;115.22;37.04;217.08;69.78;93.99;30.22;163.21;52.47;97.3;31.28;50.56;16.25;2688;2677;2711;3536;2;2
5299d8e2-924f-478e-a0ce-69ea296d6401;2025-01-10.11.19 Player Private Win;Mannfield (Night);2025-01-10 17:19:41;loss;100%;KARMINE CORP;rehzzy;4284;Fennec;382;0;0;4;1;10;1;1;0;368;51.2;2009;1087;922;14;71;499;209;290;3;26;38.09;46.6;243;337;90;1636;504972;118.66;37.42;139.17;43.89;59.26;18.69;160.69;50.68;137.29;43.3;19.11;6.03;5.77;0.12;48;101.4;31.99;99.1;31.26;102.96;32.47;214.13;67.53;102.96;32.47;219.8;69.32;97.3;30.68;160.7;50.68;92.54;29.18;63.85;20.14;2730;2633;2811;3662;3;0
5299d8e2-924f-478e-a0ce-69ea296d6401;2025-01-10.11.19 Player Private Win;Mannfield (Night);2025-01-10 17:19:41;loss;100%;KARMINE CORP;LuiisP;4284;Fennec;471;0;0;3;3;10;1;0;0;426;45.25;2190;1676;514;18;43;244;100;144;1;12;69.56;36.17;96;126;1;1460;443256;156.49;50.33;111.87;35.98;42.58;13.69;140.29;45.12;136.86;44.02;33.78;10.86;5.05;0.13;38;104.3;32.9;109.1;34.42;103.22;33.2;207.71;66.8;103.22;33.2;221.31;71.17;89.63;28.83;174.24;56.04;84.2;27.08;52.49;16.88;2480;2167;2783;3553;1;2
957ca0a0-68e4-493c-9b41-632fbfd5ec00;nipvit3;Mannfield (Night);2025-01-10 17:21:33;win;TEAM VITALITY;NIP;M0nkey M00n;23;Octane;512;1;0;3;2;9;1;0;50;335;48.06;1955;1256;699;14;60;204;0;204;0;15;51.19;30.6;170;160;7;1420;463829;183.8;53.93;117.53;34.49;39.48;11.58;193.52;56.78;130.57;38.31;16.71;4.9;5.8;0.12;49;124.1;36.08;87.8;25.52;89.12;26.15;251.69;73.85;89.12;26.15;246.28;72.26;94.53;27.74;194.87;57.18;95.43;28;50.51;14.82;2777;2835;2727;3422;0;1
957ca0a0-68e4-493c-9b41-632fbfd5ec00;nipvit3;Mannfield (Night);2025-01-10 17:21:33;win;TEAM VITALITY;NIP;ExoTiiK;4284;Fennec;522;1;1;3;0;9;1;1;0;457;48.22;2579;1941;638;23;57;507;302;205;4;18;50.89;36.06;441;300;15;1522;493040;158.76;46.77;120.67;35.55;60.01;17.68;164.15;48.36;143.46;42.26;31.83;9.38;3.79;0.12;31;94;27.33;122;35.47;107.35;31.62;232.1;68.38;107.35;31.62;222.91;65.67;116.53;34.33;179.35;52.84;84.38;24.86;75.71;22.3;2441;2223;2628;3398;1;1
957ca0a0-68e4-493c-9b41-632fbfd5ec00;nipvit3;Mannfield (Night);2025-01-10 17:21:33;win;TEAM VITALITY;NIP;zen;4284;Fennec;297;0;1;1;2;9;1;0;0;467;51.91;2849;2094;755;24;66;522;319;203;4;17;52.4;38.67;624;336;81;1587;521612;148.15;43.09;123.8;36.01;71.85;20.9;193.56;56.3;114.22;33.22;36.01;10.47;6.68;0.1;65;115.7;33.63;120.1;34.91;102.18;29.72;241.61;70.28;102.18;29.72;235.59;68.53;108.2;31.47;170.06;49.47;122.55;35.65;51.18;14.89;2643;2484;2740;3501;0;0
957ca0a0-68e4-493c-9b41-632fbfd5ec00;nipvit3;Mannfield (Night);2025-01-10 17:21:33;loss;NIP;TEAM VITALITY;nass;4284;Fennec;252;0;1;0;3;4;2;1;0;460;45.39;2577;1692;885;19;79;889;533;356;6;31;53.15;55.87;568;230;79;1552;510033;149.19;43.4;136.78;39.79;57.82;16.82;196.51;57.16;119.08;34.64;28.2;8.2;5.18;0.11;48;106.8;31.05;104.5;30.38;86.66;25.21;257.13;74.79;86.66;25.21;193.02;56.14;150.77;43.86;132.75;38.61;122.66;35.68;88.39;25.71;2898;2749;3027;3646;1;0
957ca0a0-68e4-493c-9b41-632fbfd5ec00;nipvit3;Mannfield (Night);2025-01-10 17:21:33;loss;NIP;TEAM VITALITY;Oski;4284;Fennec;290;1;0;0;5;4;2;1;20;396;45.66;2183;1443;740;17;66;449;265;184;3;17;57.58;53.32;164;283;43;1563;513325;154.66;45;134.67;39.18;54.39;15.82;195.37;56.84;120.21;34.97;28.14;8.19;9.1;0.11;80;128.1;37.24;122;35.47;88.43;25.73;255.29;74.27;88.43;25.73;206.66;60.12;137.06;39.88;133.19;38.75;132.57;38.57;77.97;22.68;2727;2640;2835;3679;0;0
957ca0a0-68e4-493c-9b41-632fbfd5ec00;nipvit3;Mannfield (Night);2025-01-10 17:21:33;loss;NIP;TEAM VITALITY;itachi;23;Octane;242;0;0;1;1;4;2;0;0;394;45.6;2304;1594;710;19;66;419;258;161;3;17;62.12;28.31;430;340;55;1552;505201;147.56;43.32;136.93;40.2;56.17;16.49;193.71;56.86;128.44;37.7;18.51;5.43;8.89;0.11;84;94.5;27.47;104;30.23;80.58;23.65;260.08;76.35;80.58;23.65;193.27;56.73;147.39;43.27;138.59;40.68;108.97;31.99;93.1;27.33;2800;2655;2909;3696;1;1
eafbac6b-8930-487c-8df0-d41084a7e74f;2025-01-10.18.22 yujin Private Loss;DFH Stadium;2025-01-10 17:22:40;win;SAVE THE GAME;STARTPOINT;AztraL;23;Octane;337;0;2;2;0;7;1;1;0;371;40.25;2021;1112;909;13;65;497;299;198;4;17;62.51;31.75;210;196;100;1507;495755;171.82;49.83;127.22;36.9;45.75;13.27;184.01;53.37;136.9;39.71;23.87;6.92;10.74;0.11;97;100.7;29.19;116.8;33.86;84.66;24.55;260.12;75.45;84.66;24.55;225.82;65.5;118.96;34.5;171.79;49.83;95.95;27.83;77.04;22.34;2492;2466;2547;3386;0;0
eafbac6b-8930-487c-8df0-d41084a7e74f;2025-01-10.18.22 yujin Private Loss;DFH Stadium;2025-01-10 17:22:40;win;SAVE THE GAME;STARTPOINT;Extra;4284;Fennec;217;0;0;1;3;7;1;0;0;431;46.94;2487;1553;934;17;79;300;76;224;1;20;53.69;27.72;444;164;28;1617;532024;134.22;38.93;149.99;43.51;60.54;17.56;183.15;53.13;141.52;41.05;20.07;5.82;6.66;0.12;57;107.7;31.22;109.2;31.65;81.08;23.52;263.67;76.48;81.08;23.52;223.93;64.95;120.82;35.05;155.04;44.97;128.68;37.33;61.03;17.7;2587;2319;2708;3380;0;0
eafbac6b-8930-487c-8df0-d41084a7e74f;2025-01-10.18.22 yujin Private Loss;DFH Stadium;2025-01-10 17:22:40;win;SAVE THE GAME;STARTPOINT;mtzR.;4284;Fennec;449;2;0;1;6;7;1;0;33.33;354;46.19;1910;1220;690;14;59;295;95;200;1;19;37.95;35.9;160;199;4;1528;493732;163.26;48.19;126.6;37.37;48.93;14.44;173.57;51.23;148.32;43.78;16.91;4.99;6.22;0.12;54;125.2;36.29;102.3;29.65;72.14;21.29;266.65;78.71;72.14;21.29;223.02;65.83;115.78;34.17;174.28;51.44;88.46;26.11;76.06;22.45;2608;2642;2600;3315;1;2
eafbac6b-8930-487c-8df0-d41084a7e74f;2025-01-10.18.22 yujin Private Loss;DFH Stadium;2025-01-10 17:22:40;loss;STARTPOINT;SAVE THE GAME;Mittaen;4284;Fennec;338;0;0;3;1;9;2;0;0;448;46.67;2529;1399;1130;16;92;552;361;191;4;18;34.93;27.5;534;219;44;1542;508655;162.7;47.19;122.75;35.6;59.33;17.21;198.83;57.67;119.35;34.62;26.6;7.72;8.5;0.09;93;150;43.48;77.8;22.55;85.35;24.75;259.43;75.25;85.35;24.75;228.93;66.4;115.85;33.6;170.85;49.55;109.96;31.89;63.97;18.55;2422;2445;2362;3326;1;0
eafbac6b-8930-487c-8df0-d41084a7e74f;2025-01-10.18.22 yujin Private Loss;DFH Stadium;2025-01-10 17:22:40;loss;STARTPOINT;SAVE THE GAME;yujin;4284;Fennec;323;0;1;1;4;9;2;1;0;451;43.98;2573;2012;561;23;52;718;521;197;6;18;65.54;50.98;356;249;16;1614;528949;135.87;39.76;144.12;42.18;61.71;18.06;184.15;53.89;140.92;41.24;16.63;4.87;3.38;0.12;29;88.7;25.71;131.6;38.14;126;36.87;215.7;63.13;126;36.87;185.58;54.31;156.12;45.69;130.41;38.17;110.91;32.46;100.38;29.38;2525;2346;2660;3324;0;1
eafbac6b-8930-487c-8df0-d41084a7e74f;2025-01-10.18.22 yujin Private Loss;DFH Stadium;2025-01-10 17:22:40;loss;STARTPOINT;SAVE THE GAME;acro;4284;Fennec;186;1;0;0;2;9;2;1;50;467;55.38;2700;2089;611;25;50;654;480;174;6;17;37.27;34.96;616;459;133;1649;544050;135.12;39.19;131.29;38.08;78.36;22.73;202.07;58.61;120.43;34.93;22.28;6.46;6.99;0.09;76;91.7;26.58;119;34.49;117.75;34.15;227.03;65.85;117.75;34.15;196.08;56.87;148.7;43.13;135.12;39.19;116.85;33.89;92.81;26.92;2604;2422;2800;3307;1;0
fbe5ed2d-6981-4f49-912a-29d8890c4944;G2 GOTAGA;DFH Stadium;2025-01-10 17:24:17;win;KARMINE CORP;M8 ALPINE;Atow.;4284;Fennec;399;1;1;1;4;9;2;0;25;427;49.96;2688;1698;990;20;85;261;0;261;0;23;38.56;33.71;578;356;6;1640;558863;153.21;42.18;124.92;34.39;85.1;23.43;191.06;52.6;150.38;41.4;21.8;6;5.2;0.09;58;118.6;32.67;118.1;32.53;108.32;29.82;254.91;70.18;108.32;29.82;247.19;68.05;116.04;31.95;173.37;47.73;127.43;35.08;62.44;17.19;2808;2923;2641;3631;3;0
fbe5ed2d-6981-4f49-912a-29d8890c4944;G2 GOTAGA;DFH Stadium;2025-01-10 17:24:17;win;KARMINE CORP;M8 ALPINE;dralii;4284;Fennec;540;0;3;3;4;9;2;0;0;423;51.2;2463;1552;911;17;79;460;276;184;3;16;45.51;14.3;518;174;23;1610;543866;150.81;41.87;139.2;38.64;70.2;19.49;177.47;49.27;154.4;42.86;28.35;7.87;8.37;0.1;81;110.4;30.41;116.6;32.12;106.45;29.55;253.77;70.45;106.45;29.55;238.76;66.28;121.46;33.72;194.9;54.1;82.22;22.82;83.11;23.07;2961;2964;2925;3505;5;1
fbe5ed2d-6981-4f49-912a-29d8890c4944;G2 GOTAGA;DFH Stadium;2025-01-10 17:24:17;win;KARMINE CORP;M8 ALPINE;Vatira;4284;Fennec;654;3;0;2;4;9;2;2;75;430;43.62;2427;1589;838;17;67;489;295;194;3;17;60.68;34.82;163;130;12;1546;526967;163.28;44.95;139.74;38.47;60.22;16.58;184.52;50.8;158.04;43.51;20.68;5.69;8.58;0.1;82;111.8;30.8;103;28.37;99.02;27.26;264.22;72.74;99.02;27.26;251.51;69.24;111.73;30.76;187.46;51.61;116.91;32.19;58.87;16.21;2756;2460;3072;3542;0;0
fbe5ed2d-6981-4f49-912a-29d8890c4944;G2 GOTAGA;DFH Stadium;2025-01-10 17:24:17;loss;M8 ALPINE;KARMINE CORP;juicy;4284;Fennec;402;0;1;3;0;12;4;2;0;416;52.06;2297;1625;672;19;62;730;398;332;5;30;27.03;42.36;340;329;114;1598;523424;155.19;44.39;123.41;35.3;71.03;20.32;199.69;57.11;121.62;34.79;28.32;8.1;7.29;0.1;70;129.4;35.65;114.1;31.43;115.05;32.91;234.58;67.09;115.05;32.91;201.28;57.57;148.35;42.43;136.32;38.99;122.09;34.92;91.22;26.09;2694;2525;2850;3557;0;4
fbe5ed2d-6981-4f49-912a-29d8890c4944;G2 GOTAGA;DFH Stadium;2025-01-10 17:24:17;loss;M8 ALPINE;KARMINE CORP;Radosinho;4284;Fennec;313;1;0;1;4;12;4;1;25;430;48.04;2613;1900;713;21;66;954;635;319;7;28;49.02;29.98;421;241;64;1623;548655;140.37;38.97;154.09;42.78;65.76;18.26;198.08;54.99;140.7;39.06;21.43;5.95;3.54;0.11;33;101;27.82;128.3;35.34;120.16;33.36;240.06;66.64;120.16;33.36;188.45;52.32;171.77;47.68;131.13;36.4;124.1;34.45;104.99;29.15;2678;2521;2831;3595;0;1
fbe5ed2d-6981-4f49-912a-29d8890c4944;G2 GOTAGA;DFH Stadium;2025-01-10 17:24:17;loss;M8 ALPINE;KARMINE CORP;Seikoo;4284;Fennec;431;1;0;2;5;12;4;1;20;383;56.42;2489;1789;700;26;64;950;747;203;11;19;39.08;51.91;457;740;264;1598;530204;145.03;40.95;152.08;42.94;57.02;16.1;201.27;56.84;142.64;40.28;10.22;2.89;8.22;0.1;82;129.4;35.65;95.3;26.25;103.12;29.12;251.01;70.88;103.12;29.12;218.59;61.73;135.53;38.27;163.22;46.09;96.79;27.33;94.12;26.58;2935;2635;3251;3624;1;3
378312aa-2377-49da-afc6-2f3c9d8d5c18;2025-01-10.17.26 growlii Private Win;DFH Stadium;2025-01-10 17:26:16;loss;NOVO ESPORTS;CALIENTE;Hyderr (new binds);23;Octane;282;0;0;2;3;7;2;2;0;405;54.43;2336;1712;624;24;58;350;69;281;1;25;19.94;58.59;197;696;46;1619;505587;133.8;40.78;132.9;40.5;61.44;18.72;175.5;53.48;127.85;38.96;24.8;7.56;6.68;0.09;73;98.6;29.52;120.5;36.08;113.63;34.63;214.51;65.37;113.63;34.63;199.84;60.9;128.3;39.1;143.58;43.75;112.81;34.38;71.76;21.87;2951;2633;3260;3861;1;2
378312aa-2377-49da-afc6-2f3c9d8d5c18;2025-01-10.17.26 growlii Private Win;DFH Stadium;2025-01-10 17:26:16;loss;NOVO ESPORTS;CALIENTE;mala7;23;Octane;375;0;1;3;1;7;2;0;0;451;53.33;2493;1826;667;22;60;544;323;221;4;21;36.22;46.52;388;392;76;1490;469200;158.88;47.98;114.15;34.47;58.12;17.55;159.43;48.15;146.06;44.11;25.65;7.75;5.38;0.09;63;104.2;31.2;105.3;31.53;82.2;24.82;248.94;75.18;82.2;24.82;215.1;64.96;116.05;35.04;149.36;45.1;112.83;34.07;68.97;20.83;2665;2546;2749;3787;1;0
378312aa-2377-49da-afc6-2f3c9d8d5c18;2025-01-10.17.26 growlii Private Win;DFH Stadium;2025-01-10 17:26:16;loss;NOVO ESPORTS;CALIENTE;dead;4284;Fennec;264;1;0;0;4;7;2;0;25;417;45.32;2223;1527;696;17;60;368;200;168;2;14;29.22;37.42;222;183;0;1518;474553;149.88;45.65;133.22;40.58;45.21;13.77;192.2;58.54;123.03;37.47;13.09;3.99;6.72;0.12;55;122.9;36.8;97;29.04;94.69;28.84;233.62;71.16;94.69;28.84;220.68;67.22;107.63;32.78;165.91;50.53;104.4;31.8;58;17.67;2804;2558;3057;3651;1;2
378312aa-2377-49da-afc6-2f3c9d8d5c18;2025-01-10.17.26 growlii Private Win;DFH Stadium;2025-01-10 17:26:16;win;CALIENTE;NOVO ESPORTS;growlii;4284;Fennec;396;2;0;1;5;8;1;1;40;468;42.45;2368;1515;853;17;70;400;0;400;0;27;54.61;47.01;153;146;0;1665;526383;117.16;35.38;139.67;42.18;74.29;22.44;155.05;46.82;146.49;44.24;29.59;8.94;6.95;0.09;75;94.5;28.29;118.4;35.45;98.17;29.65;232.95;70.35;98.17;29.65;205.62;62.1;125.5;37.9;149.68;45.2;109.77;33.15;71.67;21.64;3148;2930;3402;3866;3;1
378312aa-2377-49da-afc6-2f3c9d8d5c18;2025-01-10.17.26 growlii Private Win;DFH Stadium;2025-01-10 17:26:16;win;CALIENTE;NOVO ESPORTS;Kaydop;4284;Fennec;448;0;0;4;1;8;1;0;0;409;42.93;2178;1073;1105;13;89;190;0;190;0;16;61.74;24.08;227;245;0;1580;497579;139.68;42.19;129.81;39.21;61.57;18.6;158.09;47.75;152;45.91;20.96;6.33;8.41;0.11;76;129.6;38.8;98.1;29.37;62.8;18.97;268.26;81.03;62.8;18.97;231.02;69.78;100.04;30.22;169.64;51.24;104.79;31.65;56.62;17.1;2739;2548;2898;3901;0;1
378312aa-2377-49da-afc6-2f3c9d8d5c18;2025-01-10.17.26 growlii Private Win;DFH Stadium;2025-01-10 17:26:16;win;CALIENTE;NOVO ESPORTS;saizenrl;23;Octane;140;0;1;0;1;8;1;0;0;401;58.53;2449;1620;829;22;76;447;153;294;2;26;13.61;43.24;346;628;60;1583;500241;135.1;40.79;125.02;37.74;71.12;21.47;182.38;55.06;130.01;39.25;18.86;5.69;4.4;0.13;35;101.8;30.48;103.4;30.96;90.61;27.35;240.64;72.65;90.61;27.35;214;64.61;117.24;35.39;154.64;46.68;101.95;30.78;74.66;22.54;3296;3271;3287;3933;1;1
9b64bac8-c599-44dc-9ab9-f6fe11197d78;2025-01-10.11.26 Player Private Loss;Mannfield (Night);2025-01-10 17:26:33;loss;KARMINE CORP;100%;Atow.;4284;Fennec;251;0;0;2;1;7;2;0;0;485;54.24;2614;1547;1067;21;96;642;230;412;3;35;17.01;33.14;576;608;69;1694;529613;101.04;31.2;150.18;46.37;72.67;22.44;190.39;58.78;123.28;38.06;10.22;3.16;5.93;0.08;70;105.3;32.2;110.7;33.85;91.55;28.27;232.33;71.73;91.55;28.27;181.71;56.1;142.18;43.9;124.9;38.56;110.35;34.07;88.63;27.37;2538;2242;2840;3595;1;1
9b64bac8-c599-44dc-9ab9-f6fe11197d78;2025-01-10.11.26 Player Private Loss;Mannfield (Night);2025-01-10 17:26:33;loss;KARMINE CORP;100%;dralii;4284;Fennec;268;0;0;2;4;7;2;1;0;440;50.79;2231;1535;696;18;64;940;683;257;7;23;46.85;35.15;272;328;35;1577;482933;132.75;41.77;126.34;39.76;58.69;18.47;156.41;49.22;134.57;42.35;26.8;8.43;6.39;0.1;63;110.2;33.7;111.7;34.16;87.91;27.66;229.87;72.34;87.91;27.66;177.67;55.91;140.11;44.09;111.68;35.14;113.88;35.83;92.23;29.02;2671;2479;2871;3710;1;3
9b64bac8-c599-44dc-9ab9-f6fe11197d78;2025-01-10.11.26 Player Private Loss;Mannfield (Night);2025-01-10 17:26:33;loss;KARMINE CORP;100%;Vatira;23;Octane;198;0;0;0;4;7;2;1;0;432;54.54;2255;1527;728;19;67;984;711;273;9;26;37.58;29.99;325;345;122;1592;492900;127.54;39.75;143.14;44.62;50.15;15.63;181.7;56.63;121.87;37.99;17.26;5.38;8.25;0.11;77;124.6;38.1;99.7;30.49;82.54;25.73;238.29;74.27;82.54;25.73;183.06;57.06;137.77;42.94;121.73;37.94;115.39;35.97;83.71;26.09;2899;2557;3301;3736;1;2
9b64bac8-c599-44dc-9ab9-f6fe11197d78;2025-01-10.11.26 Player Private Loss;Mannfield (Night);2025-01-10 17:26:33;win;100%;KARMINE CORP;accro;4284;Fennec;393;1;0;2;1;9;0;0;100;406;44.73;2248;1458;790;17;69;280;100;180;1;15;38.27;33.52;448;250;0;1542;485739;150.83;46.12;127.3;38.92;48.92;14.96;182.71;55.87;123.98;37.91;20.36;6.23;5.35;0.12;45;96.1;29.39;116.1;35.5;97.74;29.89;229.3;70.11;97.74;29.89;238.76;73;88.29;27;176.99;54.12;110.26;33.71;39.8;12.17;2776;2857;2698;3484;3;0
9b64bac8-c599-44dc-9ab9-f6fe11197d78;2025-01-10.11.26 Player Private Loss;Mannfield (Night);2025-01-10 17:26:33;win;100%;KARMINE CORP;LuiisP;4284;Fennec;450;1;0;3;3;9;0;0;33.33;343;46.27;1829;1218;611;15;54;532;387;145;4;13;69.98;28.64;393;205;12;1413;437207;176.17;54.88;102.57;31.95;42.26;13.17;177.08;55.16;127.82;39.82;16.11;5.02;4.84;0.13;36;116.5;35.63;101.9;31.16;93.99;29.28;227.02;70.72;93.99;29.28;220.35;68.64;100.65;31.36;176.8;55.08;87.41;27.23;56.79;17.69;2721;2820;2643;3419;2;2
9b64bac8-c599-44dc-9ab9-f6fe11197d78;2025-01-10.11.26 Player Private Loss;Mannfield (Night);2025-01-10 17:26:33;win;100%;KARMINE CORP;rehzzy;4284;Fennec;386;0;2;2;3;9;0;0;0;347;53.89;1925;1449;476;19;37;358;198;160;2;7;42.01;50.46;155;481;1;1483;464458;161.5;49.84;121.52;37.5;41.02;12.66;161.96;49.98;129.37;39.92;32.71;10.09;5.65;0.13;45;117.4;35.9;103.5;31.65;83.96;25.91;240.08;74.09;83.96;25.91;234.42;72.34;89.62;27.66;170.41;52.59;101.54;31.34;52.08;16.07;2656;2663;2659;3446;1;1
2d743f3a-ec82-495d-bfd6-af06be36603b;2025-01-10.18.29 Mat. Private Win;DFH Stadium;2025-01-10 17:29:16;win;ASCEND;REDEMPTION;Mat.;4284;Fennec;823;3;0;4;3;13;4;1;100;447;44.53;3247;2246;1001;26;84;542;300;242;3;22;55.5;36.62;354;219;1;1542;648706;209.08;45.51;192.65;41.93;57.7;12.56;234.88;51.12;188.19;40.96;36.36;7.91;8.35;0.1;84;157.7;33.77;134.5;28.8;106.87;23.26;352.56;76.74;106.87;23.26;323.34;70.38;136.09;29.62;243.57;53.02;145.75;31.72;70.1;15.26;2764;2730;2794;3494;1;2
2d743f3a-ec82-495d-bfd6-af06be36603b;2025-01-10.18.29 Mat. Private Win;DFH Stadium;2025-01-10 17:29:16;win;ASCEND;REDEMPTION;Nico;4284;Fennec;536;0;3;3;0;13;4;2;0;459;45.87;3767;2778;989;34;78;571;371;200;4;17;43.72;47.16;614;634;28;1623;683427;176.83;38.74;192.54;42.18;87.13;19.09;241.88;52.99;183.22;40.14;31.39;6.88;5.24;0.13;41;141.8;30.36;135;28.91;108.25;23.71;348.25;76.29;108.25;23.71;329.7;72.22;126.8;27.78;231.11;50.63;161.62;35.4;63.77;13.97;2656;2544;2711;3471;3;4
2d743f3a-ec82-495d-bfd6-af06be36603b;2025-01-10.18.29 Mat. Private Win;DFH Stadium;2025-01-10 17:29:16;win;ASCEND;REDEMPTION;GiuK;4284;Fennec;468;2;0;2;2;13;4;1;100;365;47.51;2886;1915;971;23;88;925;664;261;7;24;61.1;26.86;467;330;44;1620;689523;193.63;41.77;173.36;37.4;96.59;20.84;275.92;59.52;164.72;35.53;22.93;4.95;5.87;0.09;69;143.6;30.75;160.2;34.3;139.71;30.14;323.87;69.86;139.71;30.14;298.85;64.47;164.73;35.53;239.79;51.73;135.85;29.3;87.94;18.97;3119;2902;3250;3695;4;1
2d743f3a-ec82-495d-bfd6-af06be36603b;2025-01-10.18.29 Mat. Private Win;DFH Stadium;2025-01-10 17:29:16;loss;REDEMPTION;ASCEND;Kash;23;Octane;551;3;0;0;6;5;5;4;50;473;58.98;3727;2765;962;37;82;1070;727;343;10;24;31.64;50.94;604;907;280;1676;708690;169.87;36.89;186.16;40.43;104.44;22.68;260.04;56.47;163.69;35.55;36.75;7.98;9.89;0.09;106;151.5;32.44;135.3;28.97;127.19;27.62;333.29;72.38;127.19;27.62;280.3;60.87;180.17;39.13;207.62;45.09;136.3;29.6;116.56;25.31;2741;2752;2728;3702;2;2
2d743f3a-ec82-495d-bfd6-af06be36603b;2025-01-10.18.29 Mat. Private Win;DFH Stadium;2025-01-10 17:29:16;loss;REDEMPTION;ASCEND;Toxiic;4284;Fennec;311;0;3;0;2;5;5;0;0;396;44.22;3016;1953;1063;24;95;852;475;377;5;33;45.38;27.89;244;463;24;1600;664437;189.24;41.8;190.41;42.06;73.09;16.14;259.19;57.25;161.2;35.61;32.35;7.15;8.51;0.12;72;143.6;30.75;136.5;29.23;119.38;26.37;333.37;73.63;119.38;26.37;276.03;60.97;176.72;39.03;204.49;45.17;146.05;32.26;102.2;22.57;2765;2738;2798;3735;2;4
2d743f3a-ec82-495d-bfd6-af06be36603b;2025-01-10.18.29 Mat. Private Win;DFH Stadium;2025-01-10 17:29:16;loss;REDEMPTION;ASCEND;Smokez;23;Octane;366;1;1;0;5;5;5;1;20;430;41.62;3124;2081;1043;23;94;696;300;396;3;35;60.66;47.89;320;259;10;1582;667660;191.05;41.64;197.62;43.07;70.12;15.28;228.81;49.87;191.21;41.68;38.77;8.45;11.64;0.11;104;154.8;33.15;162;34.69;135.86;29.61;322.93;70.39;135.86;29.61;276.38;60.24;182.41;39.76;190.54;41.53;175.44;38.24;92.81;20.23;2938;2696;3170;3761;3;2
