replay id;replay title;map;date;result;team name;opposing team name;player name;car id;car name;score;goals;assists;saves;shots;shots conceded;goals conceded;goals conceded while last defender;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;avg speed;total distance;time slow speed;percentage slow speed;time boost speed;percentage boost speed;time supersonic speed;percentage supersonic speed;time on ground;percentage on ground;time low in air;percentage low in air;time high in air;percentage high in air;time powerslide;avg powerslide time;count powerslide;time most back;percentage most back;time most forward;percentage most forward;time in front of ball;percentage in front of ball;time behind ball;percentage behind ball;time in front of ball;percentage in front of ball;time defensive half;percentage defensive half;time offensive half;percentage offensive half;time defensive third;percentage defensive third;time neutral third;percentage neutral third;time offensive third;percentage offensive third;avg distance to ball;avg distance to ball has possession;avg distance to ball no possession;avg distance to team mates;demos inflicted;demos taken
91ed2533-4db3-4c2c-b519-c10ffc32b06e;EU P-D ASC vs SP G6 2025-02-01.17.00;Neo Tokyo (Standard);2025-02-01 17:00:23;loss;STARTPOINT;ASCEND;AcroniK.;23;Octane;378;0;0;2;0;9;2;0;0;441;51.37;2595;2009;586;26;45;504;325;179;4;16;46.03;57.86;525;611;76;1516;540047;178.81;48.04;124.59;33.47;68.81;18.49;196.15;52.7;151.14;40.61;24.93;6.7;8.43;0.09;90;173.3;46.21;102.2;27.25;90.36;24.28;281.85;75.72;90.36;24.28;261.84;70.35;110.37;29.65;215.78;57.97;93.71;25.18;62.73;16.85;3007;2872;3174;3656;0;1
91ed2533-4db3-4c2c-b519-c10ffc32b06e;EU P-D ASC vs SP G6 2025-02-01.17.00;Neo Tokyo (Standard);2025-02-01 17:00:23;loss;STARTPOINT;ASCEND;yujin;4284;Fennec;370;1;0;0;4;9;2;1;25;422;47.8;2484;1469;1015;19;82;621;308;313;4;29;45.19;39.83;333;463;115;1573;566395;165.98;44.24;143.67;38.3;65.5;17.46;204.28;54.45;136.89;36.49;33.98;9.06;6.93;0.13;52;101.3;27.01;136.5;36.4;118.92;31.7;256.22;68.3;118.92;31.7;239.24;63.77;135.91;36.23;178.35;47.54;120.65;32.16;76.15;20.3;2607;2489;2746;3500;2;0
2a1d49b6-6a2c-4ee1-af75-1504d0d27ca0;EU P-D ASC vs SP G7 2025-02-01.17.13;Champions Field;2025-02-01 17:13:00;loss;ASCEND;STARTPOINT;Nico;4284;Fennec;417;0;1;1;5;14;3;0;0;457;46.8;4080;3139;941;38;86;1055;636;419;8;37;58.22;55.87;1077;692;166;1594;821913;217.4;40.37;217.02;40.3;104.14;19.34;327.55;60.82;179.98;33.42;31.03;5.76;10.3;0.13;81;154.4;28.33;206.1;37.82;185.84;34.51;352.73;65.49;185.84;34.51;332.61;61.76;205.96;38.24;243.37;45.19;186.02;34.54;109.17;20.27;3047;2742;3335;3583;2;2
2a1d49b6-6a2c-4ee1-af75-1504d0d27ca0;EU P-D ASC vs SP G7 2025-02-01.17.13;Champions Field;2025-02-01 17:13:00;loss;ASCEND;STARTPOINT;GiuK;4284;Fennec;468;1;1;2;2;14;3;1;50;379;50.38;3239;2247;992;26;90;529;290;239;4;21;31.01;34.93;457;385;110;1463;756259;271.4;50.24;196.34;36.35;72.42;13.41;309.8;57.35;209.13;38.72;21.23;3.93;9.51;0.11;84;255.1;46.81;110.7;20.31;107.09;19.83;433.08;80.17;107.09;19.83;395.9;73.29;144.27;26.71;304.75;56.42;167.41;30.99;68;12.59;2613;2640;2580;3346;0;1
2a1d49b6-6a2c-4ee1-af75-1504d0d27ca0;EU P-D ASC vs SP G7 2025-02-01.17.13;Champions Field;2025-02-01 17:13:00;loss;ASCEND;STARTPOINT;Mat.;4284;Fennec;548;1;0;3;3;14;3;2;33.33;412;44.46;3558;2029;1529;25;142;802;270;532;3;47;68.97;32.91;327;456;34;1586;821180;214.14;39.59;243.77;45.07;82.92;15.33;262.54;48.54;255.01;47.15;23.28;4.3;9.66;0.11;88;119.5;21.93;203.7;37.38;187.4;34.65;353.43;65.35;187.4;34.65;334.64;61.88;206.19;38.12;252.26;46.64;161;29.77;127.57;23.59;2389;2342;2448;3302;3;1
2a1d49b6-6a2c-4ee1-af75-1504d0d27ca0;EU P-D ASC vs SP G7 2025-02-01.17.13;Champions Field;2025-02-01 17:13:00;win;STARTPOINT;ASCEND;AcroniK.;23;Octane;725;2;1;2;7;10;2;1;28.57;437;51.58;3928;3058;870;37;72;1123;874;249;11;23;73.95;88.37;669;566;228;1560;814521;248.03;45.54;185.48;34.06;111.12;20.4;307.54;56.47;196.69;36.11;40.41;7.42;14.3;0.1;139;157.9;28.97;214.2;39.3;165.58;30.4;379.05;69.6;165.58;30.4;332.27;61.01;212.37;38.99;239.75;44.02;166.9;30.64;137.98;25.33;2794;2654;2951;3692;1;0
2a1d49b6-6a2c-4ee1-af75-1504d0d27ca0;EU P-D ASC vs SP G7 2025-02-01.17.13;Champions Field;2025-02-01 17:13:00;win;STARTPOINT;ASCEND;Mittaen;4284;Fennec;500;1;0;2;3;10;2;0;33.33;448;44.57;3785;2249;1536;27;131;870;287;583;3;46;79.87;47.59;744;493;17;1605;823603;209.25;39.08;237.76;44.41;88.42;16.51;324.22;60.55;173.17;32.34;38.04;7.1;11.53;0.09;128;167.7;30.77;165.7;30.4;151.41;28.28;384.02;71.72;151.41;28.28;322.37;60.21;213.07;39.79;235.76;44.03;178.5;33.34;121.18;22.63;2786;2746;2777;3648;2;3
2a1d49b6-6a2c-4ee1-af75-1504d0d27ca0;EU P-D ASC vs SP G7 2025-02-01.17.13;Champions Field;2025-02-01 17:13:00;win;STARTPOINT;ASCEND;yujin;4284;Fennec;458;0;2;2;4;10;2;1;0;370;50.29;3476;2106;1370;26;103;756;192;564;3;37;55.3;80.44;345;551;129;1489;767609;274.76;51.02;188.13;34.93;75.64;14.05;300.14;55.73;198.94;36.94;39.45;7.33;10.13;0.15;68;209.6;38.46;140.4;25.76;122.21;22.69;416.32;77.31;122.21;22.69;338.01;62.77;200.52;37.23;245.09;45.51;191.72;35.6;101.73;18.89;2795;2753;2799;3625;1;2
f4c48fb7-4655-458d-a16c-cb9ad4d3700b;EU P-C 100 vs GK G1 2025-02-01.17.40;Mannfield (Night);2025-02-01 17:40:22;loss;100%;GEEKAY ESPORTS;rehzzy;4284;Fennec;534;1;1;1;8;9;4;1;12.5;441;53.58;3417;2674;743;33;67;815;569;246;7;23;40.03;105.06;458;605;146;1629;733117;185.83;38.96;212.89;44.63;78.27;16.41;255.8;53.63;171.74;36;49.45;10.37;7.77;0.1;76;133.7;27.91;201;41.96;147.79;30.98;329.2;69.02;147.79;30.98;276.5;57.97;200.49;42.03;187.02;39.21;161.11;33.78;128.86;27.02;3052;2806;3258;3902;3;0
f4c48fb7-4655-458d-a16c-cb9ad4d3700b;EU P-C 100 vs GK G1 2025-02-01.17.40;Mannfield (Night);2025-02-01 17:40:22;loss;100%;GEEKAY ESPORTS;LuiisP;4284;Fennec;558;2;0;2;3;9;4;1;66.67;391;51.88;3158;2142;1016;27;91;431;78;353;2;30;41.32;40.43;410;602;121;1581;712447;206.67;43.41;184.62;38.78;84.8;17.81;257.18;54.02;191.89;40.31;27.01;5.67;7.93;0.13;60;158.6;33.11;129.2;26.97;115.22;24.2;360.87;75.8;115.22;24.2;293.88;61.73;182.22;38.27;208.86;43.87;166.12;34.89;101.11;21.24;2840;2810;2802;3788;2;1
f4c48fb7-4655-458d-a16c-cb9ad4d3700b;EU P-C 100 vs GK G1 2025-02-01.17.40;Mannfield (Night);2025-02-01 17:40:22;loss;100%;GEEKAY ESPORTS;accro;4284;Fennec;280;0;1;1;2;9;4;2;0;396;51.61;3260;2351;909;29;80;717;434;283;6;25;40.82;63.8;242;567;172;1521;678995;219.99;46.48;190.07;40.16;63.24;13.36;259.08;54.74;170.48;36.02;43.72;9.24;7.99;0.12;69;167.4;34.95;120.8;25.22;115.39;24.38;357.9;75.62;115.39;24.38;304.52;64.34;168.77;35.66;201.04;42.48;174.63;36.9;97.61;20.62;2764;2798;2730;3793;2;1
f4c48fb7-4655-458d-a16c-cb9ad4d3700b;EU P-C 100 vs GK G1 2025-02-01.17.40;Mannfield (Night);2025-02-01 17:40:22;win;GEEKAY ESPORTS;100%;Archie;23;Octane;466;0;1;4;3;13;3;2;0;403;46.15;3085;2213;872;29;75;587;255;332;4;28;70.19;51.47;366;701;149;1577;705624;205.77;43.49;183.96;38.88;83.42;17.63;252.75;53.42;187.83;39.7;32.59;6.89;9.73;0.12;84;161.4;33.7;176.8;36.91;117.94;24.93;355.22;75.07;117.94;24.93;333.51;70.49;139.65;29.51;257.7;54.46;143.05;30.23;72.41;15.3;2751;2570;2802;3678;2;2
f4c48fb7-4655-458d-a16c-cb9ad4d3700b;EU P-C 100 vs GK G1 2025-02-01.17.40;Mannfield (Night);2025-02-01 17:40:22;win;GEEKAY ESPORTS;100%;Joyo;23;Octane;449;0;2;2;1;13;3;1;0;379;47.5;3001;1749;1252;22;106;693;293;400;3;30;36.96;62.04;389;480;6;1488;652072;229.84;49.42;173.85;37.38;61.37;13.2;260.32;55.98;178.58;38.4;26.16;5.63;12.56;0.09;133;162.4;33.9;129.2;26.97;113.18;24.34;351.88;75.66;113.18;24.34;335.87;72.22;129.19;27.78;264.84;56.95;120.72;25.96;79.51;17.1;2825;2640;2989;3501;0;4
f4c48fb7-4655-458d-a16c-cb9ad4d3700b;EU P-C 100 vs GK G1 2025-02-01.17.40;Mannfield (Night);2025-02-01 17:40:22;win;GEEKAY ESPORTS;100%;oaly.;4284;Fennec;795;4;0;2;5;13;3;0;80;424;47.54;3133;1749;1384;19;106;628;200;428;2;32;62.14;38.89;547;181;8;1579;705457;209.59;44.39;190.75;40.4;71.85;15.22;272.78;57.77;163.35;34.59;36.06;7.64;12.5;0.1;122;143.3;29.92;145.9;30.46;129.39;27.4;342.81;72.6;129.39;27.4;338.01;71.58;134.19;28.42;256.64;54.35;147.02;31.14;68.53;14.51;2914;3013;2858;3626;0;1
33fc84db-8f87-4ccd-ad75-6a1bf0c6f707;EU P-C 100 vs GK G2 2025-02-01.17.50;Forbidden Temple;2025-02-01 17:50:12;win;100%;GEEKAY ESPORTS;accro;4284;Fennec;345;0;0;2;2;9;1;0;0;423;49.24;3433;2572;861;33;77;769;388;381;5;33;63.08;70.64;539;774;125;1610;715561;176.36;38.32;206.95;44.97;76.89;16.71;269.29;58.51;169.29;36.79;21.63;4.7;7.57;0.11;67;167.6;35.97;154.9;33.24;129.75;28.19;330.46;71.81;129.75;28.19;290.49;63.12;169.71;36.88;203.66;44.25;164.27;35.69;92.28;20.05;2845;2654;2962;3622;1;2
33fc84db-8f87-4ccd-ad75-6a1bf0c6f707;EU P-C 100 vs GK G2 2025-02-01.17.50;Forbidden Temple;2025-02-01 17:50:12;win;100%;GEEKAY ESPORTS;LuiisP;4284;Fennec;614;2;0;2;3;9;1;0;66.67;442;55.66;3378;2458;920;30;78;1172;904;268;10;25;37.03;76.53;390;580;110;1516;684561;218.02;46.76;182.16;39.07;66.07;14.17;248.04;53.2;176.39;37.83;41.81;8.97;7.03;0.14;52;135.8;29.14;136.6;29.31;120.48;25.84;345.76;74.16;120.48;25.84;295.53;63.39;170.71;36.61;216.64;46.47;143.41;30.76;106.19;22.78;2469;2296;2626;3507;2;0
33fc84db-8f87-4ccd-ad75-6a1bf0c6f707;EU P-C 100 vs GK G2 2025-02-01.17.50;Forbidden Temple;2025-02-01 17:50:12;win;100%;GEEKAY ESPORTS;rehzzy;4284;Fennec;465;0;2;3;0;9;1;1;0;376;57.59;2855;2094;761;27;69;687;387;300;5;27;29.2;78.66;469;634;116;1477;663332;227.66;49.15;180.66;39;54.89;11.85;261.86;56.53;167.77;36.22;33.58;7.25;8.9;0.11;80;149;31.97;160.3;34.4;147.6;31.86;315.61;68.14;147.6;31.86;282.49;60.99;180.71;39.01;207.3;44.75;161.44;34.85;94.46;20.39;2596;2564;2666;3581;1;1
33fc84db-8f87-4ccd-ad75-6a1bf0c6f707;EU P-C 100 vs GK G2 2025-02-01.17.50;Forbidden Temple;2025-02-01 17:50:12;loss;GEEKAY ESPORTS;100%;Archie;23;Octane;238;0;0;0;5;5;2;2;0;376;47.97;2929;1977;952;23;71;529;287;242;3;22;66.49;49.07;375;350;12;1522;685436;212.98;45.68;184.92;39.66;68.34;14.66;259.57;55.67;173.23;37.15;33.44;7.17;8.97;0.11;84;166.3;35.69;121.5;26.07;101.66;21.8;364.58;78.2;101.66;21.8;304.28;65.26;161.96;34.74;222.22;47.66;157.03;33.68;86.99;18.66;2810;2716;2946;3547;1;0
33fc84db-8f87-4ccd-ad75-6a1bf0c6f707;EU P-C 100 vs GK G2 2025-02-01.17.50;Forbidden Temple;2025-02-01 17:50:12;loss;GEEKAY ESPORTS;100%;oaly.;4284;Fennec;382;0;1;1;1;5;2;0;0;377;43.25;2988;1731;1257;20;113;892;538;354;6;31;60.34;36.43;503;232;67;1514;679233;213.79;46.15;178.37;38.5;71.11;15.35;249.33;53.82;168.03;36.27;45.91;9.91;11.86;0.11;111;146.4;31.42;167.8;36.01;136.35;29.43;326.92;70.57;136.35;29.43;294.89;63.65;168.38;36.35;218.14;47.09;138.27;29.85;106.87;23.07;2758;2854;2670;3546;0;1
33fc84db-8f87-4ccd-ad75-6a1bf0c6f707;EU P-C 100 vs GK G2 2025-02-01.17.50;Forbidden Temple;2025-02-01 17:50:12;loss;GEEKAY ESPORTS;100%;Joyo;23;Octane;310;1;0;0;3;5;2;0;33.33;368;46.76;2758;1671;1087;20;91;780;430;350;5;31;49.8;55.81;347;380;80;1535;677325;206.36;45.13;180.16;39.4;70.75;15.47;243.04;53.15;176.64;38.63;37.59;8.22;10.66;0.09;122;148.1;31.78;160.1;34.36;121.91;26.66;335.36;73.34;121.91;26.66;282.08;61.69;175.2;38.31;208.45;45.59;142.35;31.13;106.47;23.28;2759;2646;2876;3622;2;3
be9d8b02-1434-4da3-8616-2b1cb883b3ea;EU P-C 100 vs GK G3 2025-02-01.17.58;DFH Stadium;2025-02-01 17:58:24;win;100%;GEEKAY ESPORTS;accro;4284;Fennec;174;0;1;0;0;9;1;0;0;379;46.25;2385;1493;892;17;70;391;187;204;2;17;41.7;30.1;80;229;12;1485;489298;179.52;51.03;136.61;38.84;35.64;10.13;199.98;56.85;125.37;35.64;26.42;7.51;6.28;0.11;55;112.4;31.66;94;26.48;69.36;19.72;282.41;80.28;69.36;19.72;235.07;66.82;116.7;33.18;178.11;50.63;109.7;31.19;63.96;18.18;2886;2739;2988;3517;0;1
be9d8b02-1434-4da3-8616-2b1cb883b3ea;EU P-C 100 vs GK G3 2025-02-01.17.58;DFH Stadium;2025-02-01 17:58:24;win;100%;GEEKAY ESPORTS;rehzzy;4284;Fennec;362;1;0;1;2;9;1;1;50;321;55.1;2113;1469;644;19;52;915;650;265;7;24;20.45;64.08;332;465;64;1612;533545;149.12;42.19;132.71;37.55;71.61;20.26;206.32;58.37;122.74;34.73;24.38;6.9;5.53;0.1;56;132.7;37.38;115.3;32.48;80.06;22.65;273.38;77.35;80.06;22.65;230.88;65.32;122.56;34.68;181.81;51.44;99.98;28.29;71.65;20.27;3018;2904;3154;3653;1;0
be9d8b02-1434-4da3-8616-2b1cb883b3ea;EU P-C 100 vs GK G3 2025-02-01.17.58;DFH Stadium;2025-02-01 17:58:24;win;100%;GEEKAY ESPORTS;LuiisP;4284;Fennec;770;3;0;4;3;9;1;0;100;429;55.39;2389;1706;683;20;63;867;641;226;7;21;19.4;36.29;320;333;67;1515;497258;175.31;49.91;123.76;35.23;52.21;14.86;185.51;52.81;128.76;36.65;37.01;10.54;5.63;0.13;45;96.5;27.18;124.9;35.18;86.73;24.69;264.56;75.31;86.73;24.69;226.71;64.54;124.57;35.46;164.32;46.78;112.49;32.02;74.48;21.2;2665;2374;2944;3550;0;1
be9d8b02-1434-4da3-8616-2b1cb883b3ea;EU P-C 100 vs GK G3 2025-02-01.17.58;DFH Stadium;2025-02-01 17:58:24;loss;GEEKAY ESPORTS;100%;Archie;23;Octane;206;0;0;1;4;5;4;2;0;417;43.66;2309;1680;629;20;54;519;279;240;3;20;31.09;32.7;369;234;20;1594;526349;148.33;42.14;146.68;41.67;56.99;16.19;188.38;53.52;138.06;39.22;25.57;7.26;6.2;0.11;56;131;36.9;125.2;35.27;130.46;37.06;221.55;62.94;130.46;37.06;226.66;64.39;125.34;35.61;169.42;48.13;103.83;29.5;78.75;22.37;2938;3050;2841;3843;1;1
be9d8b02-1434-4da3-8616-2b1cb883b3ea;EU P-C 100 vs GK G3 2025-02-01.17.58;DFH Stadium;2025-02-01 17:58:24;loss;GEEKAY ESPORTS;100%;Joyo;23;Octane;214;0;1;0;1;5;4;2;0;429;46.49;2450;1636;814;19;72;626;273;353;3;27;37.43;27.76;227;313;29;1592;526802;148.39;41.94;144.94;40.97;60.47;17.09;182.08;51.46;134.8;38.1;36.93;10.44;8.27;0.08;103;127;35.77;97.8;27.55;115.99;32.78;237.81;67.22;115.99;32.78;230.45;65.13;123.36;34.87;168.49;47.62;115.72;32.71;69.6;19.67;2599;2555;2615;3599;1;0
be9d8b02-1434-4da3-8616-2b1cb883b3ea;EU P-C 100 vs GK G3 2025-02-01.17.58;DFH Stadium;2025-02-01 17:58:24;loss;GEEKAY ESPORTS;100%;oaly.;4284;Fennec;360;1;0;0;4;5;4;0;25;462;49.39;2749;1929;820;24;76;866;471;395;7;36;58.35;41.96;438;469;189;1665;552370;141.3;39.81;129.42;36.46;84.22;23.73;181.89;51.25;139.96;39.43;33.09;9.32;8.33;0.1;81;80.2;22.59;110.5;31.13;125.8;35.44;229.14;64.56;125.8;35.44;212.95;60;141.99;40;161.04;45.37;111.64;31.45;82.26;23.18;2961;2620;3255;3731;0;0
211c2e88-dbf3-4528-96c0-3454b1af6480;EU P-C 100 vs GK G4 2025-02-01.18.06;Utopia Coliseum (Dusk);2025-02-01 18:06:26;loss;100%;GEEKAY ESPORTS;rehzzy;4284;Fennec;293;0;0;2;2;7;1;1;0;348;62.04;1952;1421;531;19;53;540;345;195;4;19;22.9;65.32;171;566;87;1522;478998;147.3;45.67;130.01;40.31;45.19;14.01;170.11;52.75;138.26;42.87;14.13;4.38;5.3;0.11;49;106.9;32.99;117.5;36.27;109.22;33.87;213.29;66.13;109.22;33.87;218.14;67.64;104.36;32.36;173.52;53.8;95.96;29.76;53.02;16.44;2967;3013;2923;3612;0;0
211c2e88-dbf3-4528-96c0-3454b1af6480;EU P-C 100 vs GK G4 2025-02-01.18.06;Utopia Coliseum (Dusk);2025-02-01 18:06:26;loss;100%;GEEKAY ESPORTS;LuiisP;4284;Fennec;287;0;0;3;0;7;1;0;0;356;46.15;2037;1384;653;16;49;312;184;128;2;12;26.4;23.33;185;230;23;1396;438678;182.76;56.7;104.38;32.38;35.19;10.92;177.13;54.95;120.55;37.4;24.66;7.65;5.53;0.13;44;127.2;39.26;71.4;22.04;79.62;24.7;242.71;75.3;79.62;24.7;242.91;75.36;79.43;24.64;181.12;56.19;102.64;31.84;38.57;11.97;2322;2269;2350;3412;0;0
211c2e88-dbf3-4528-96c0-3454b1af6480;EU P-C 100 vs GK G4 2025-02-01.18.06;Utopia Coliseum (Dusk);2025-02-01 18:06:26;loss;100%;GEEKAY ESPORTS;accro;4284;Fennec;303;0;0;1;1;7;1;0;0;323;44.01;1686;1130;556;13;50;383;189;194;2;17;46.39;45.33;178;182;10;1406;443262;184.25;57;104.81;32.42;34.21;10.58;180.12;55.72;120.79;37.37;22.36;6.92;6.47;0.13;51;83.7;25.83;128.5;39.66;116.14;35.93;207.13;64.07;116.14;35.93;217.61;67.32;105.66;32.68;169.79;52.52;99.32;30.72;54.17;16.76;2717;2626;2817;3571;0;0
211c2e88-dbf3-4528-96c0-3454b1af6480;EU P-C 100 vs GK G4 2025-02-01.18.06;Utopia Coliseum (Dusk);2025-02-01 18:06:26;win;GEEKAY ESPORTS;100%;Archie;23;Octane;366;1;0;1;4;3;0;0;25;426;53.49;2268;1575;693;19;61;800;591;209;7;19;37.59;40.43;229;349;119;1470;464899;159.01;49.07;122.46;37.79;42.59;13.14;187.75;57.94;112.62;34.75;23.7;7.31;6.27;0.13;49;115.1;35.52;90.7;27.99;68.11;21.02;255.96;78.98;68.11;21.02;176.58;54.49;147.49;45.51;117.95;36.4;115.46;35.63;90.66;27.98;2828;2846;2822;3629;0;0
211c2e88-dbf3-4528-96c0-3454b1af6480;EU P-C 100 vs GK G4 2025-02-01.18.06;Utopia Coliseum (Dusk);2025-02-01 18:06:26;win;GEEKAY ESPORTS;100%;Joyo;23;Octane;208;0;0;0;1;3;0;0;0;460;53.85;2503;1703;800;20;73;942;635;307;7;28;37.8;34.03;300;342;73;1535;484826;141.42;43.77;140.43;43.46;41.26;12.77;164.11;50.79;125.4;38.81;33.59;10.4;8.27;0.1;83;95;29.32;121.2;37.41;81.87;25.34;241.24;74.66;81.87;25.34;178.45;55.23;144.66;44.77;110.08;34.07;115.93;35.88;97.09;30.05;2668;2526;2804;3779;0;0
211c2e88-dbf3-4528-96c0-3454b1af6480;EU P-C 100 vs GK G4 2025-02-01.18.06;Utopia Coliseum (Dusk);2025-02-01 18:06:26;win;GEEKAY ESPORTS;100%;oaly.;4284;Fennec;264;0;1;1;2;3;0;0;0;444;44.73;2331;1545;786;18;67;749;400;349;4;31;29.46;32.63;283;272;0;1563;491695;133.47;41.38;147.08;45.6;41.96;13.01;172.08;53.36;129.05;40.01;21.38;6.63;7.77;0.11;73;108.1;33.36;104.6;32.28;82.95;25.72;239.55;74.28;82.95;25.72;172.95;53.63;149.55;46.37;125.49;38.91;98.75;30.62;98.26;30.47;2909;2859;2938;3740;0;0
00b561b0-83cd-47b5-927b-39ba6729d2d5;EU P-C 100 vs GK G5 2025-02-01.18.14;AquaDome (Salty Shallows);2025-02-01 18:14:06;win;100%;GEEKAY ESPORTS;rehzzy;4284;Fennec;192;0;1;0;5;5;1;0;0;371;56.01;2268;1439;829;22;60;791;264;527;4;33;35.84;49.63;296;792;147;1669;544610;125.7;36.77;140.4;41.07;75.72;22.15;181.64;53.14;141.5;41.4;18.68;5.46;5.29;0.1;51;75.7;22.07;140.2;40.87;88.21;25.81;253.62;74.19;88.21;25.81;178.81;52.31;163.01;47.69;116.45;34.07;127.6;37.33;97.77;28.6;2760;2459;3043;3769;3;0
00b561b0-83cd-47b5-927b-39ba6729d2d5;EU P-C 100 vs GK G5 2025-02-01.18.14;AquaDome (Salty Shallows);2025-02-01 18:14:06;win;100%;GEEKAY ESPORTS;LuiisP;4284;Fennec;372;1;0;2;3;5;1;0;33.33;410;54.57;2362;1700;662;21;60;527;332;195;4;17;39.69;38.66;115;436;67;1449;466728;174.47;51.58;132.26;39.1;31.55;9.33;189.45;56;123.21;36.42;25.62;7.57;6.27;0.13;50;134.8;39.3;98.5;28.72;58.24;17.22;280.05;82.78;58.24;17.22;225.41;66.63;112.88;33.37;161.67;47.79;118.06;34.9;58.56;17.31;3131;3053;3201;3726;0;1
00b561b0-83cd-47b5-927b-39ba6729d2d5;EU P-C 100 vs GK G5 2025-02-01.18.14;AquaDome (Salty Shallows);2025-02-01 18:14:06;win;100%;GEEKAY ESPORTS;accro;4284;Fennec;358;1;0;2;2;5;1;1;50;351;47.42;1911;1018;893;13;72;300;119;181;2;16;40.51;60.99;185;329;90;1449;471431;184.17;53.93;127.82;37.43;29.5;8.64;202.75;59.37;123.01;36.02;15.73;4.61;6.56;0.12;57;125.8;36.68;95.8;27.93;71.32;20.88;270.17;79.12;71.32;20.88;214.96;62.95;126.53;37.05;145.67;42.66;139.58;40.87;56.24;16.47;3057;3113;3050;3699;0;1
00b561b0-83cd-47b5-927b-39ba6729d2d5;EU P-C 100 vs GK G5 2025-02-01.18.14;AquaDome (Salty Shallows);2025-02-01 18:14:06;loss;GEEKAY ESPORTS;100%;Archie;23;Octane;382;1;0;1;4;10;2;0;25;391;48.14;2173;1425;748;21;61;550;323;227;5;21;37.18;44.75;268;701;176;1566;508794;144.63;42.57;129.3;38.06;65.84;19.38;192.52;56.66;124.31;36.59;22.94;6.75;7.37;0.12;63;101.2;29.5;114.3;33.32;114.32;33.65;225.45;66.35;114.32;33.65;225.12;66.26;114.65;33.74;177.37;52.2;96.85;28.51;65.54;19.29;2824;2425;3142;3403;1;1
00b561b0-83cd-47b5-927b-39ba6729d2d5;EU P-C 100 vs GK G5 2025-02-01.18.14;AquaDome (Salty Shallows);2025-02-01 18:14:06;loss;GEEKAY ESPORTS;100%;Joyo;23;Octane;496;0;1;4;0;10;2;1;0;384;43.74;2072;1367;705;16;63;377;261;116;3;11;61.83;30.53;249;272;50;1482;477342;166.25;49.35;126.69;37.6;43.96;13.05;176.76;52.47;134.15;39.82;25.98;7.71;8.16;0.09;91;112.8;32.89;121.2;35.34;106.12;31.5;230.78;68.5;106.12;31.5;248.45;73.75;88.45;26.25;170.03;50.47;115.81;34.38;51.06;15.16;2599;2603;2611;3476;0;2
00b561b0-83cd-47b5-927b-39ba6729d2d5;EU P-C 100 vs GK G5 2025-02-01.18.14;AquaDome (Salty Shallows);2025-02-01 18:14:06;loss;GEEKAY ESPORTS;100%;oaly.;4284;Fennec;279;0;0;2;1;10;2;1;0;386;51.34;2301;1556;745;19;69;455;240;215;3;20;46.44;32.65;223;387;61;1614;526784;128.04;37.46;161.73;47.32;52.02;15.22;194.46;56.89;129.24;37.81;18.1;5.3;7.82;0.1;79;122.9;35.83;101.1;29.48;108.74;31.81;233.05;68.19;108.74;31.81;237.13;69.38;104.66;30.62;175.27;51.28;103.59;30.31;62.93;18.41;2625;2358;2799;3357;1;0
ad103690-af62-4f96-9659-cb1b58bffbb2;EU P-C 100 vs GK G6 2025-02-01.18.22;Neo Tokyo (Standard);2025-02-01 18:22:12;win;100%;GEEKAY ESPORTS;rehzzy;4284;Fennec;539;3;0;0;4;7;0;0;75;364;52.14;2084;1394;690;17;61;314;156;158;2;14;23.12;61.65;267;325;46;1566;510174;160.59;46.13;126.27;36.27;61.27;17.6;172.98;49.69;146.92;42.2;28.23;8.11;5.35;0.12;46;113.4;32.31;118.6;33.79;84.1;24.16;264.03;75.84;84.1;24.16;249.83;71.76;98.3;28.24;183.89;52.82;114.31;32.84;49.93;14.34;2878;2834;2900;3631;0;1
ad103690-af62-4f96-9659-cb1b58bffbb2;EU P-C 100 vs GK G6 2025-02-01.18.22;Neo Tokyo (Standard);2025-02-01 18:22:12;win;100%;GEEKAY ESPORTS;accro;4284;Fennec;587;2;2;2;4;7;0;0;50;403;49.97;2201;1766;435;23;42;198;100;98;1;10;45.66;51.06;225;553;0;1563;495945;144.27;42.56;143.43;42.31;51.29;15.13;187.7;55.37;129.62;38.24;21.67;6.39;4.4;0.11;41;123;35.04;122.3;34.84;80.23;23.67;258.76;76.33;80.23;23.67;244.31;72.07;94.68;27.93;189.86;56.01;96.51;28.47;52.61;15.52;2562;2534;2596;3608;2;4
ad103690-af62-4f96-9659-cb1b58bffbb2;EU P-C 100 vs GK G6 2025-02-01.18.22;Neo Tokyo (Standard);2025-02-01 18:22:12;win;100%;GEEKAY ESPORTS;LuiisP;4284;Fennec;411;0;2;3;2;7;0;0;0;395;51.72;2393;1536;857;19;75;490;183;307;2;26;21.04;47.21;455;396;16;1506;480432;174.96;51.15;107.72;31.49;59.36;17.35;198.26;57.96;128.27;37.5;15.52;4.54;5.63;0.11;50;114.9;32.74;96.4;27.46;71.51;20.91;270.54;79.09;71.51;20.91;249.2;72.85;92.85;27.15;186.31;54.47;104.69;30.61;51.06;14.93;2606;2688;2532;3532;5;3
